,obj,label,set,item_in_set,item_num,concept,listnum,top5,top_ans,mass_ans,true_mass,false_mass
0,"triangle,yellow,2",False,0,0,0,hg46,2,"[' True', ' False', 'True', ' Tru', '  ']", True,True,450.5,443.0
1,"circle,blue,3",True,1,0,1,hg46,2,"[' True', ' False', 'True', ' Tru', '  ']", True,True,459.75,457.25
2,"triangle,blue,2",True,1,1,2,hg46,2,"[' False', ' True', 'False', 'True', ' false']", False,False,466.75,467.75
3,"triangle,yellow,3",False,1,2,3,hg46,2,"[' False', ' True', 'False', ' false', '  ']", False,False,471.5,473.75
4,"rectangle,green,1",False,1,3,4,hg46,2,"[' False', ' True', 'True', 'False', ' false']", False,False,474.125,474.125
5,"rectangle,yellow,1",False,1,4,5,hg46,2,"[' False', ' True', 'False', 'True', ' false']", False,False,466.5,467.75
6,"rectangle,green,1",False,2,0,6,hg46,2,"[' True', ' False', 'True', 'False', ' true']", True,True,474.625,474.125
7,"triangle,yellow,1",False,2,1,7,hg46,2,"[' True', ' False', 'True', ' true', 'False']", True,True,472.625,471.125
8,"triangle,yellow,3",False,2,2,8,hg46,2,"[' True', ' False', 'True', ' true', ' Tru']", True,True,472.0,466.25
9,"rectangle,yellow,2",False,3,0,9,hg46,2,"[' True', ' False', 'True', ' Tru', ' true']", True,True,472.625,470.375
10,"triangle,blue,2",True,3,1,10,hg46,2,"[' True', ' False', 'True', 'False', ' true']", True,True,477.5,476.75
11,"triangle,green,3",False,4,0,11,hg46,2,"[' False', ' True', 'False', ' false', 'True']", False,False,477.75,478.5
12,"circle,yellow,3",False,4,1,12,hg46,2,"[' True', ' False', 'True', ' true', ' Tru']", True,True,484.0,482.25
13,"circle,green,2",False,5,0,13,hg46,2,"[' False', ' True', 'False', 'True', ' false']", False,False,475.25,475.75
14,"rectangle,yellow,3",False,5,1,14,hg46,2,"[' True', ' False', 'True', 'False', ' true']", True,True,471.125,470.125
15,"circle,blue,3",True,5,2,15,hg46,2,"[' True', ' False', 'True', ' Tru', ' true']", True,True,466.625,462.625
16,"circle,yellow,2",False,5,3,16,hg46,2,"[' False', ' True', ' false', 'False', '  ']", False,False,461.375,465.375
