,obj,label,set,item_in_set,item_num,concept,listnum,top5,top_ans,mass_ans,true_mass,false_mass
0,"rectangle,green,3",False,0,0,0,hg106,2,"[' True', ' False', 'True', ' true', '  ']", True,True,477.0,475.25
1,"triangle,green,3",True,0,1,1,hg106,2,"[' True', ' False', 'True', ' true', ' Tru']", True,True,477.875,474.875
2,"circle,blue,1",False,0,2,2,hg106,2,"[' False', ' True', 'False', ' false', ' true']", False,False,476.375,477.375
3,"triangle,blue,3",False,0,3,3,hg106,2,"[' True', ' False', ' true', ' false', 'True']", True,True,479.875,479.125
4,"triangle,blue,2",False,1,0,4,hg106,2,"[' False', ' True', ' false', 'False', 'True']", False,False,479.0,479.25
5,"circle,yellow,1",False,1,1,5,hg106,2,"[' False', ' True', ' false', 'False', 'True']", False,False,476.5,478.25
6,"triangle,green,3",True,1,2,6,hg106,2,"[' True', ' False', 'True', ' true', ' Tru']", True,True,480.875,477.125
7,"rectangle,green,1",True,1,3,7,hg106,2,"[' False', ' True', 'False', ' false', '  ']", False,False,455.0,461.25
8,"rectangle,blue,3",False,1,4,8,hg106,2,"[' False', ' True', ' false', 'False', '  ']", False,False,473.5,477.25
9,"triangle,blue,1",False,2,0,9,hg106,2,"[' True', ' False', 'True', ' true', ' Tru']", True,True,457.25,449.75
10,"circle,blue,3",False,3,0,10,hg106,2,"[' True', ' False', 'True', ' true', '  ']", True,True,481.25,480.0
11,"rectangle,green,1",False,3,1,11,hg106,2,"[' True', ' False', 'True', ' true', 'False']", True,True,486.625,485.625
12,"triangle,yellow,3",False,4,0,12,hg106,2,"[' False', ' True', ' false', 'False', '  ']", False,False,472.5,475.25
13,"rectangle,green,3",True,4,1,13,hg106,2,"[' False', ' True', ' false', 'False', ' true']", False,False,482.625,484.625
14,"rectangle,blue,3",False,4,2,14,hg106,2,"[' False', ' True', ' false', 'False', '  ']", False,False,478.875,481.875
15,"rectangle,blue,2",False,5,0,15,hg106,2,"[' False', ' True', ' false', 'False', '  ']", False,False,469.625,473.125
