,obj,label,set,item_in_set,item_num,concept,listnum,top5,top_ans,mass_ans,true_mass,false_mass
0,"rectangle,blue,1",False,0,0,0,hg36,2,"[' True', ' False', 'True', 'False', '  ']", True,True,446.375,442.375
1,"rectangle,blue,2",True,0,1,1,hg36,2,"[' True', ' False', 'True', 'False', ' true']", True,True,452.0,448.25
2,"rectangle,green,2",True,0,2,2,hg36,2,"[' True', ' False', 'False', 'True', ' false']", True,False,470.0,470.0
3,"circle,blue,2",True,0,3,3,hg36,2,"[' False', ' True', 'True', 'False', ' false']", False,False,471.0,471.25
4,"circle,yellow,2",False,1,0,4,hg36,2,"[' True', ' False', 'True', 'False', '  ']", True,True,471.875,470.875
5,"circle,yellow,3",True,2,0,5,hg36,2,"[' True', ' False', 'True', 'False', '  ']", True,True,478.25,477.25
6,"triangle,yellow,1",False,2,1,6,hg36,2,"[' True', ' False', 'False', 'True', ' false']", True,False,469.875,469.875
7,"rectangle,blue,2",False,2,2,7,hg36,2,"[' True', ' False', 'True', ' Tru', ' true']", True,True,482.5,479.25
8,"triangle,blue,1",False,3,0,8,hg36,2,"[' True', ' False', 'True', ' Tru', ' true']", True,True,476.0,475.0
9,"triangle,blue,3",True,3,1,9,hg36,2,"[' True', ' False', 'True', ' true', ' Tru']", True,True,471.375,468.375
10,"rectangle,blue,2",True,3,2,10,hg36,2,"[' False', ' True', 'False', ' false', 'True']", False,False,488.25,489.5
11,"circle,green,1",False,3,3,11,hg36,2,"[' False', ' True', 'False', ' false', '  ']", False,False,478.5,480.75
12,"rectangle,yellow,2",False,4,0,12,hg36,2,"[' True', ' False', 'True', ' Tru', '  ']", True,True,473.875,472.625
13,"rectangle,yellow,3",True,4,1,13,hg36,2,"[' True', ' False', 'True', 'False', ' true']", True,True,474.875,473.625
14,"circle,green,3",True,4,2,14,hg36,2,"[' False', ' True', 'False', ' false', 'True']", False,False,478.25,479.75
15,"triangle,blue,2",False,4,3,15,hg36,2,"[' False', ' True', ' false', 'False', '  ']", False,False,475.625,479.125
16,"circle,yellow,1",False,5,0,16,hg36,2,"[' False', ' True', 'False', ' false', '  ']", False,False,478.25,480.25
17,"triangle,blue,2",False,5,1,17,hg36,2,"[' True', ' False', 'True', 'False', ' true']", True,True,485.25,485.0
18,"triangle,blue,3",True,6,0,18,hg36,2,"[' True', ' False', 'True', ' Tru', ' true']", True,True,470.875,466.625
19,"circle,blue,1",False,6,1,19,hg36,2,"[' False', ' True', 'False', ' false', '  ']", False,False,471.875,476.125
20,"circle,blue,3",False,7,0,20,hg36,2,"[' False', ' True', 'False', ' false', '  ']", False,False,463.875,466.875
21,"rectangle,green,2",False,8,0,21,hg36,2,"[' False', ' True', ' Tru', 'True', 'False']", False,False,478.375,478.625
22,"rectangle,yellow,3",True,8,1,22,hg36,2,"[' True', ' False', 'True', ' Tru', ' true']", True,True,471.125,465.375
23,"triangle,blue,2",False,8,2,23,hg36,2,"[' False', ' True', ' false', 'False', '  ']", False,False,478.25,484.75
24,"circle,blue,3",False,9,0,24,hg36,2,"[' False', ' True', 'False', ' false', ' F']", False,False,473.0,479.25
25,"triangle,blue,3",False,9,1,25,hg36,2,"[' True', ' False', 'True', ' true', ' Tru']", True,True,470.625,466.375
26,"circle,blue,1",False,10,0,26,hg36,2,"[' False', ' True', ' false', 'False', '  ']", False,False,469.375,473.375
27,"circle,blue,3",True,10,1,27,hg36,2,"[' False', ' True', 'True', 'False', ' true']", False,False,484.0,484.25
28,"circle,yellow,3",True,10,2,28,hg36,2,"[' True', ' False', 'True', ' true', ' Tru']", True,True,469.375,464.125
29,"circle,green,1",False,10,3,29,hg36,2,"[' False', ' True', ' false', 'False', ' F']", False,False,471.5,478.5
30,"circle,green,1",False,11,0,30,hg36,2,"[' False', ' True', 'False', ' false', '  ']", False,False,482.125,485.375
31,"circle,yellow,1",False,11,1,31,hg36,2,"[' False', ' True', ' false', 'False', '  ']", False,False,478.0,480.5
32,"triangle,green,3",False,11,2,32,hg36,2,"[' False', ' True', ' false', 'False', ' Tru']", False,False,481.625,482.875
33,"circle,yellow,1",False,12,0,33,hg36,2,"[' False', ' True', ' false', 'False', '  ']", False,False,482.75,485.25
34,"rectangle,green,2",False,12,1,34,hg36,2,"[' True', ' False', ' Tru', 'True', ' true']", True,True,480.625,478.875
35,"rectangle,yellow,1",False,12,2,35,hg36,2,"[' False', ' True', ' false', 'False', '  ']", False,False,479.75,483.0
36,"triangle,yellow,1",False,12,3,36,hg36,2,"[' False', ' True', ' false', 'False', '  ']", False,False,468.5,474.5
37,"circle,yellow,2",False,13,0,37,hg36,2,"[' False', ' True', 'False', ' false', '  ']", False,False,454.0,461.5
38,"triangle,green,2",False,13,1,38,hg36,2,"[' False', ' True', 'False', ' false', '  ']", False,False,475.75,479.25
39,"triangle,yellow,3",False,14,0,39,hg36,2,"[' False', ' True', ' false', 'False', '  ']", False,False,480.875,483.875
40,"rectangle,yellow,3",False,14,1,40,hg36,2,"[' True', ' False', 'True', ' true', ' Tru']", True,True,466.25,462.0
41,"rectangle,green,2",False,14,2,41,hg36,2,"[' False', ' True', 'False', ' false', ' Tru']", False,False,483.625,484.875
42,"circle,yellow,1",False,15,0,42,hg36,2,"[' False', ' True', 'False', '  ', ' false']", False,False,373.9375,385.1875
43,"triangle,green,2",False,15,1,43,hg36,2,"[' False', ' True', ' false', 'False', '  ']", False,False,483.375,487.375
44,"rectangle,blue,2",False,15,2,44,hg36,2,"[' False', ' True', ' false', 'False', ' F']", False,False,487.5,490.75
45,"triangle,blue,2",False,15,3,45,hg36,2,"[' False', ' True', 'False', ' false', '  ']", False,False,415.75,425.5
46,"circle,yellow,3",False,16,0,46,hg36,2,"[' True', ' False', 'True', ' Tru', ' true']", True,True,465.75,459.25
47,"rectangle,green,3",False,16,1,47,hg36,2,"[' False', ' True', ' false', 'False', '  ']", False,False,481.5,486.0
48,"rectangle,green,2",False,17,0,48,hg36,2,"[' False', ' True', ' false', 'False', '  ']", False,False,480.25,483.5
