,obj,label,set,item_in_set,item_num,concept,listnum,top5,top_ans,mass_ans,true_mass,false_mass
0,"triangle,blue,3",True,0,0,0,hg35,2,"[' True', ' False', 'False', 'True', '  ']", True,False,-40.04296875,-39.99609375
1,"circle,blue,2",False,0,1,1,hg35,2,"[' False', ' True', 'False', 'True', ' false']", False,False,-47.5,-46.0703125
2,"rectangle,green,1",False,1,0,2,hg35,2,"[' True', ' False', 'False', 'True', '  ']", True,False,-42.90234375,-42.8125
3,"circle,green,1",False,2,0,3,hg35,2,"[' False', ' True', 'False', 'True', '  ']", False,False,-41.44921875,-41.27734375
4,"circle,blue,2",True,3,0,4,hg35,2,"[' True', ' False', 'False', 'True', '  ']", True,False,-38.37109375,-38.279296875
5,"triangle,green,1",False,3,1,5,hg35,2,"[' False', ' True', 'False', 'True', '  ']", False,False,-38.353515625,-38.052734375
6,"triangle,green,2",True,3,2,6,hg35,2,"[' False', ' True', 'False', 'True', '  ']", False,False,-39.7421875,-39.1015625
7,"triangle,blue,2",True,3,3,7,hg35,2,"[' True', ' False', 'True', 'False', '  ']", True,True,-37.1796875,-38.13671875
8,"triangle,blue,3",True,3,4,8,hg35,2,"[' True', ' False', 'True', 'False', '  ']", True,True,-40.4140625,-40.9609375
9,"circle,yellow,3",True,4,0,9,hg35,2,"[' True', ' False', 'True', 'False', '  ']", True,True,-36.376953125,-37.287109375
10,"circle,blue,1",False,4,1,10,hg35,2,"[' False', ' True', 'False', '  ', ' false']", False,False,-47.0703125,-44.55859375
11,"circle,green,2",False,5,0,11,hg35,2,"[' True', ' False', 'True', 'False', '  ']", True,True,-36.095703125,-36.9296875
12,"triangle,blue,2",False,5,1,12,hg35,2,"[' True', ' False', 'True', 'False', '  ']", True,True,-40.833984375,-42.35546875
13,"circle,green,1",False,6,0,13,hg35,2,"[' False', ' True', 'False', 'True', '  ']", False,False,-38.79296875,-38.41796875
14,"triangle,green,1",False,6,1,14,hg35,2,"[' False', ' True', 'False', 'True', '  ']", False,False,-44.9609375,-44.29296875
15,"circle,yellow,2",False,7,0,15,hg35,2,"[' False', ' True', 'False', 'True', '  ']", False,False,-43.56640625,-42.521484375
16,"circle,blue,2",True,8,0,16,hg35,2,"[' True', ' False', 'True', 'False', '  ']", True,True,-35.66015625,-36.8984375
17,"rectangle,green,1",False,8,1,17,hg35,2,"[' False', ' True', 'False', 'True', '  ']", False,False,-40.26953125,-39.064453125
18,"circle,yellow,3",True,8,2,18,hg35,2,"[' True', ' False', 'True', 'False', '  ']", True,True,-34.544921875,-36.703125
19,"circle,blue,3",True,8,3,19,hg35,2,"[' True', ' False', 'True', '  ', 'False']", True,True,-34.818359375,-37.16796875
20,"circle,yellow,1",False,9,0,20,hg35,2,"[' False', ' True', 'False', '  ', 'True']", False,False,-46.66796875,-44.25
21,"triangle,blue,3",True,10,0,21,hg35,2,"[' True', ' False', 'True', 'False', '  ']", True,True,-37.41015625,-38.05078125
22,"triangle,yellow,1",False,10,1,22,hg35,2,"[' False', ' True', 'False', '  ', ' false']", False,False,-47.8125,-45.36328125
23,"triangle,yellow,3",True,11,0,23,hg35,2,"[' True', ' False', 'True', 'False', '  ']", True,True,-36.841796875,-38.46484375
24,"triangle,blue,1",False,11,1,24,hg35,2,"[' False', ' True', 'False', 'True', '  ']", False,False,-41.1875,-39.53515625
25,"circle,yellow,2",True,11,2,25,hg35,2,"[' True', ' False', 'True', 'False', '  ']", True,True,-39.08984375,-39.81640625
26,"rectangle,yellow,1",False,11,3,26,hg35,2,"[' False', ' True', 'False', 'True', '  ']", False,False,-43.515625,-41.736328125
27,"triangle,green,2",False,12,0,27,hg35,2,"[' True', ' False', 'False', 'True', '  ']", True,False,-38.953125,-38.826171875
28,"triangle,blue,3",True,12,1,28,hg35,2,"[' True', ' False', 'True', 'False', ' Tru']", True,True,-36.615234375,-37.4765625
29,"rectangle,blue,2",False,12,2,29,hg35,2,"[' False', ' True', 'False', ' None', 'True']", False,False,-44.46875,-42.2734375
30,"circle,green,2",True,13,0,30,hg35,2,"[' True', ' False', 'True', 'False', '  ']", True,True,-34.87890625,-36.22265625
31,"triangle,blue,1",False,13,1,31,hg35,2,"[' False', ' True', 'False', '  ', 'True']", False,False,-43.6796875,-40.8125
32,"rectangle,yellow,2",True,13,2,32,hg35,2,"[' True', ' False', 'True', 'False', '  ']", True,True,-36.978515625,-37.357421875
33,"circle,blue,3",True,13,3,33,hg35,2,"[' True', ' False', 'True', '  ', ' Tru']", True,True,-34.5078125,-37.92578125
34,"triangle,green,3",True,13,4,34,hg35,2,"[' True', ' False', 'True', 'False', '  ']", True,True,-37.546875,-38.890625
35,"rectangle,yellow,2",False,14,0,35,hg35,2,"[' False', ' True', 'False', '  ', ' false']", False,False,-50.125,-46.625
36,"rectangle,blue,1",False,15,0,36,hg35,2,"[' False', ' True', 'False', 'True', '  ']", False,False,-39.8515625,-38.57421875
37,"circle,yellow,1",False,15,1,37,hg35,2,"[' False', ' True', 'False', 'True', ' Fake']", False,False,-38.322265625,-37.376953125
38,"triangle,green,3",True,15,2,38,hg35,2,"[' True', ' False', 'True', 'False', ' Tru']", True,True,-36.201171875,-37.5234375
39,"circle,yellow,3",True,15,3,39,hg35,2,"[' True', ' False', 'True', ' Tru', 'False']", True,True,-33.931640625,-36.4296875
40,"rectangle,green,1",False,15,4,40,hg35,2,"[' False', ' True', 'False', 'True', '  ']", False,False,-41.0078125,-39.8046875
41,"circle,blue,3",True,16,0,41,hg35,2,"[' True', ' False', 'True', 'False', '  ']", True,True,-37.48046875,-39.375
42,"rectangle,blue,1",False,16,1,42,hg35,2,"[' False', ' True', 'False', ' false', '  ']", False,False,-45.4140625,-42.8203125
43,"rectangle,blue,3",True,16,2,43,hg35,2,"[' False', ' True', 'False', 'True', '  ']", False,False,-41.64453125,-41.2265625
44,"circle,yellow,1",False,17,0,44,hg35,2,"[' False', ' True', 'False', '  ', ' false']", False,False,-55.2578125,-51.28125
45,"circle,blue,2",False,18,0,45,hg35,2,"[' True', ' False', 'True', 'False', '  ']", True,True,-38.638671875,-39.6171875
46,"rectangle,blue,2",False,18,1,46,hg35,2,"[' False', ' True', 'False', 'True', '  ']", False,False,-43.53125,-42.12890625
47,"triangle,yellow,3",True,19,0,47,hg35,2,"[' True', ' False', 'True', 'False', '  ']", True,True,-38.955078125,-39.5546875
48,"rectangle,yellow,1",False,19,1,48,hg35,2,"[' False', ' True', 'False', ' false', '  ']", False,False,-48.7890625,-45.44921875
49,"triangle,yellow,2",True,20,0,49,hg35,2,"[' True', ' False', 'True', 'False', '  ']", True,True,-38.044921875,-38.28515625
50,"rectangle,blue,3",True,20,1,50,hg35,2,"[' False', ' True', 'False', 'True', ' Fake']", False,False,-37.41015625,-37.041015625
51,"rectangle,green,1",False,20,2,51,hg35,2,"[' False', ' True', 'False', 'True', ' false']", False,False,-43.21875,-41.62109375
52,"rectangle,green,3",True,20,3,52,hg35,2,"[' False', ' True', 'False', 'True', '  ']", False,False,-40.98828125,-39.95703125
53,"triangle,blue,2",False,21,0,53,hg35,2,"[' False', ' True', 'False', '  ', ' false']", False,False,-53.984375,-50.078125
