,obj,label,set,item_in_set,item_num,concept,listnum,top_ans,mass_ans,true_mass,false_mass
0,"rectangle,green,2",False,0,0,0,hg107,2, False,True,-0.44506836,-1.0390625
1,"circle,green,2",False,0,1,1,hg107,2, False,True,-0.6435547,-0.7529297
2,"circle,yellow,1",False,1,0,2,hg107,2, False,False,-0.8588867,-0.5620117
3,"rectangle,blue,3",True,1,1,3,hg107,2, True,False,-0.8828125,-0.5390625
4,"triangle,yellow,2",False,2,0,4,hg107,2, False,False,-0.875,-0.546875
5,"circle,blue,3",False,2,1,5,hg107,2, False,False,-0.7441406,-0.6503906
6,"circle,blue,1",False,2,2,6,hg107,2, False,True,-0.68115234,-0.71240234
7,"circle,blue,3",True,3,0,7,hg107,2, True,False,-0.88427734,-0.54052734
8,"circle,green,2",True,3,1,8,hg107,2, False,False,-0.98583984,-0.4699707
9,"circle,yellow,2",True,3,2,9,hg107,2, True,False,-0.7104492,-0.6791992
10,"rectangle,yellow,1",False,3,3,10,hg107,2, False,False,-0.95751953,-0.48876953
11,"triangle,green,1",False,3,4,11,hg107,2, False,False,-1.4433594,-0.27148438
12,"circle,yellow,3",False,4,0,12,hg107,2, True,False,-0.8730469,-0.5449219
13,"rectangle,yellow,1",False,4,1,13,hg107,2, True,False,-1.3144531,-0.31445312
14,"triangle,yellow,2",False,4,2,14,hg107,2, True,False,-1.3720703,-0.29418945
15,"circle,blue,1",True,5,0,15,hg107,2, False,False,-1.3496094,-0.30249023
16,"rectangle,yellow,1",False,5,1,16,hg107,2, False,False,-1.0146484,-0.4519043
17,"circle,yellow,2",True,5,2,17,hg107,2, True,False,-1.1591797,-0.3779297
18,"rectangle,yellow,2",False,6,0,18,hg107,2, True,False,-1.1591797,-0.37817383
19,"rectangle,yellow,3",False,6,1,19,hg107,2, False,False,-1.2138672,-0.3540039
20,"rectangle,green,1",False,6,2,20,hg107,2, True,False,-1.3369141,-0.3059082
21,"rectangle,yellow,1",False,7,0,21,hg107,2, True,False,-1.4306641,-0.27490234
22,"rectangle,yellow,3",False,7,1,22,hg107,2, True,False,-1.3486328,-0.3017578
23,"circle,yellow,1",False,7,2,23,hg107,2, False,False,-1.4912109,-0.25634766
24,"triangle,green,3",False,7,3,24,hg107,2, True,False,-0.9560547,-0.48706055
25,"triangle,yellow,2",False,8,0,25,hg107,2, False,False,-1.2167969,-0.35717773
26,"circle,yellow,2",False,9,0,26,hg107,2, False,False,-1.3486328,-0.30151367
27,"rectangle,yellow,3",False,9,1,27,hg107,2, False,False,-2.0449219,-0.13903809
28,"rectangle,green,1",False,9,2,28,hg107,2, False,False,-2.3515625,-0.10070801
29,"rectangle,yellow,2",False,10,0,29,hg107,2, False,False,-2.421875,-0.09350586
30,"triangle,yellow,1",False,10,1,30,hg107,2, False,False,-2.5078125,-0.08557129
31,"rectangle,green,3",True,11,0,31,hg107,2, False,False,-1.0244141,-0.44628906
32,"circle,green,2",False,11,1,32,hg107,2, False,True,-0.44604492,-1.0244141
