,obj,label,set,item_in_set,item_num,concept,listnum,top_ans,mass_ans,true_mass,false_mass
0,"triangle,yellow,1",False,0,0,0,hg03,2, False,False,-0.83251953,-0.58251953
1,"circle,green,1",False,0,1,1,hg03,2, False,True,-0.6801758,-0.7114258
2,"circle,green,2",False,0,2,2,hg03,2, False,True,-0.47021484,-0.98583984
3,"triangle,blue,1",True,0,3,3,hg03,2, True,True,-0.5644531,-0.8457031
4,"triangle,blue,2",True,0,4,4,hg03,2, False,True,-0.55126953,-0.86376953
5,"triangle,blue,3",True,1,0,5,hg03,2, False,True,-0.6455078,-0.8017578
6,"triangle,yellow,1",False,2,0,6,hg03,2, False,False,-0.98876953,-0.47338867
7,"rectangle,green,2",False,2,1,7,hg03,2, False,False,-1.0058594,-0.45898438
8,"circle,blue,2",True,2,2,8,hg03,2, True,False,-0.71875,-0.671875
9,"triangle,blue,2",True,2,3,9,hg03,2, True,True,-0.24023438,-1.5527344
10,"triangle,green,1",False,3,0,10,hg03,2, True,True,-0.3720703,-1.1845703
11,"rectangle,yellow,2",False,4,0,11,hg03,2, False,False,-1.1708984,-0.37402344
12,"rectangle,blue,3",True,4,1,12,hg03,2, False,False,-0.70214844,-0.68652344
13,"triangle,green,2",False,4,2,13,hg03,2, False,False,-1.1064453,-0.40307617
14,"circle,green,1",False,4,3,14,hg03,2, False,False,-1.515625,-0.24951172
15,"circle,yellow,2",False,5,0,15,hg03,2, False,False,-1.3144531,-0.31445312
16,"rectangle,yellow,3",False,5,1,16,hg03,2, False,True,-0.4465332,-1.0244141
17,"circle,blue,2",True,5,2,17,hg03,2, True,True,-0.5239258,-0.8989258
18,"triangle,green,1",False,5,3,18,hg03,2, False,False,-1.3720703,-0.29370117
19,"triangle,blue,2",True,6,0,19,hg03,2, True,True,-0.63378906,-0.75878906
20,"rectangle,green,3",False,6,1,20,hg03,2, True,False,-0.9272461,-0.5053711
21,"circle,green,2",False,6,2,21,hg03,2, True,False,-2.1699219,-0.12207031
22,"triangle,yellow,1",False,7,0,22,hg03,2, False,False,-2.1425781,-0.1262207
23,"triangle,green,2",False,7,1,23,hg03,2, False,False,-2.0859375,-0.13330078
24,"circle,yellow,2",False,7,2,24,hg03,2, False,False,-2.4082031,-0.09484863
25,"circle,green,2",False,7,3,25,hg03,2, False,False,-2.9160156,-0.056121826
26,"rectangle,green,1",False,8,0,26,hg03,2, False,False,-1.6142578,-0.2241211
27,"triangle,blue,3",True,9,0,27,hg03,2, True,True,-0.41357422,-1.0859375
28,"triangle,green,3",False,9,1,28,hg03,2, True,False,-1.2910156,-0.32226562
29,"circle,green,3",False,9,2,29,hg03,2, False,False,-2.1835938,-0.12011719
30,"rectangle,green,1",False,9,3,30,hg03,2, False,False,-2.7539062,-0.06640625
31,"rectangle,yellow,1",False,10,0,31,hg03,2, False,False,-2.3085938,-0.10571289
32,"circle,blue,3",True,11,0,32,hg03,2, False,False,-0.70166016,-0.68603516
33,"circle,yellow,2",False,11,1,33,hg03,2, True,False,-2.1542969,-0.12359619
34,"triangle,green,3",False,11,2,34,hg03,2, False,False,-3.09375,-0.046661377
35,"circle,green,2",False,11,3,35,hg03,2, False,False,-4.4648438,-0.011779785
36,"triangle,blue,1",True,11,4,36,hg03,2, True,True,-0.54296875,-0.87109375
37,"triangle,blue,3",True,12,0,37,hg03,2, True,True,-0.07385254,-2.6523438
38,"rectangle,yellow,2",False,12,1,38,hg03,2, False,False,-2.421875,-0.09338379
39,"rectangle,blue,2",True,12,2,39,hg03,2, False,False,-0.984375,-0.46850586
40,"rectangle,blue,3",True,12,3,40,hg03,2, True,True,-0.39746094,-1.1162109
41,"circle,yellow,2",False,12,4,41,hg03,2, False,False,-4.234375,-0.014823914
42,"rectangle,green,1",False,13,0,42,hg03,2, False,False,-2.9296875,-0.05532837
43,"circle,green,1",False,13,1,43,hg03,2, False,False,-4.3125,-0.013771057
44,"rectangle,yellow,3",False,13,2,44,hg03,2, True,False,-1.5634766,-0.23535156
45,"circle,blue,3",True,13,3,45,hg03,2, False,True,-0.4128418,-1.0849609
46,"rectangle,blue,2",True,14,0,46,hg03,2, True,True,-0.44604492,-1.0244141
47,"triangle,yellow,1",False,14,1,47,hg03,2, False,False,-3.6367188,-0.026947021
48,"circle,green,2",False,14,2,48,hg03,2, False,False,-4.7578125,-0.008811951
49,"rectangle,yellow,1",False,14,3,49,hg03,2, False,False,-4.6367188,-0.00995636
50,"rectangle,green,2",False,14,4,50,hg03,2, False,False,-3.3339844,-0.03656006
51,"circle,blue,1",True,15,0,51,hg03,2, False,True,-0.67041016,-0.71728516
52,"triangle,yellow,1",False,15,1,52,hg03,2, False,False,-5.0390625,-0.0066719055
53,"circle,blue,2",True,15,2,53,hg03,2, True,True,-0.2890625,-1.3828125
54,"rectangle,yellow,2",False,16,0,54,hg03,2, False,False,-3.7578125,-0.024047852
