,obj,label,set,item_in_set,item_num,concept,listnum,top_ans,mass_ans,true_mass,false_mass
0,"triangle,blue,3",True,0,0,0,hg06,2, False,True,-0.42382812,-1.0800781
1,"rectangle,blue,3",True,0,1,1,hg06,2, True,True,-0.36450195,-1.1923828
2,"circle,yellow,2",True,0,2,2,hg06,2, True,True,-0.6274414,-0.7680664
3,"circle,blue,1",True,0,3,3,hg06,2, False,False,-0.9663086,-0.4819336
4,"circle,green,3",True,0,4,4,hg06,2, True,False,-1.4794922,-0.26098633
5,"triangle,yellow,3",False,1,0,5,hg06,2, False,True,-0.44580078,-1.0546875
6,"circle,blue,2",True,1,1,6,hg06,2, False,False,-0.94970703,-0.49658203
7,"triangle,yellow,3",False,2,0,7,hg06,2, True,True,-0.65966797,-0.73779297
8,"triangle,yellow,1",False,2,1,8,hg06,2, True,True,-0.62158203,-0.77783203
9,"circle,blue,1",True,3,0,9,hg06,2, True,True,-0.5332031,-0.8925781
10,"rectangle,yellow,3",False,3,1,10,hg06,2, True,True,-0.58496094,-0.81933594
11,"rectangle,yellow,2",False,3,2,11,hg06,2, True,False,-1.0253906,-0.44677734
12,"triangle,yellow,2",False,3,3,12,hg06,2, True,False,-1.0546875,-0.43017578
13,"circle,blue,2",True,4,0,13,hg06,2, False,True,-0.29077148,-1.3847656
14,"rectangle,blue,2",True,4,1,14,hg06,2, True,True,-0.37817383,-1.1591797
15,"triangle,blue,1",True,4,2,15,hg06,2, True,True,-0.60546875,-0.79296875
16,"triangle,yellow,1",False,5,0,16,hg06,2, True,False,-1.0078125,-0.46118164
17,"rectangle,yellow,1",False,6,0,17,hg06,2, True,False,-1.0244141,-0.44677734
18,"rectangle,blue,3",True,6,1,18,hg06,2, True,True,-0.5839844,-0.8183594
19,"rectangle,yellow,3",False,7,0,19,hg06,2, False,True,-0.6870117,-0.7026367
20,"circle,green,3",True,7,1,20,hg06,2, False,True,-0.6713867,-0.7182617
21,"triangle,green,3",False,7,2,21,hg06,2, True,True,-0.3540039,-1.2138672
22,"rectangle,green,1",False,7,3,22,hg06,2, False,False,-1.0449219,-0.43554688
23,"circle,yellow,2",True,8,0,23,hg06,2, False,True,-0.43530273,-1.0449219
24,"rectangle,yellow,2",False,8,1,24,hg06,2, True,False,-0.8178711,-0.5834961
25,"circle,blue,2",True,8,2,25,hg06,2, True,True,-0.21679688,-1.6386719
26,"triangle,blue,3",True,8,3,26,hg06,2, True,False,-0.7338867,-0.6557617
27,"circle,green,2",True,9,0,27,hg06,2, False,True,-0.6557617,-0.7338867
28,"circle,blue,3",True,9,1,28,hg06,2, False,True,-0.61865234,-0.77490234
29,"rectangle,blue,1",True,10,0,29,hg06,2, False,True,-0.36401367,-1.1923828
30,"circle,yellow,1",True,11,0,30,hg06,2, True,True,-0.3876953,-1.1376953
31,"triangle,green,2",False,11,1,31,hg06,2, True,False,-0.8178711,-0.5834961
32,"triangle,blue,1",True,11,2,32,hg06,2, False,True,-0.640625,-0.75
33,"rectangle,green,2",False,11,3,33,hg06,2, False,False,-1.5390625,-0.2421875
34,"circle,blue,2",True,12,0,34,hg06,2, True,True,-0.06652832,-2.7539062
35,"rectangle,yellow,2",False,12,1,35,hg06,2, False,False,-1.8056641,-0.18017578
36,"rectangle,yellow,3",False,12,2,36,hg06,2, False,False,-1.6259766,-0.21960449
37,"triangle,blue,3",True,12,3,37,hg06,2, True,True,-0.2076416,-1.6767578
38,"triangle,yellow,2",False,13,0,38,hg06,2, False,False,-1.2128906,-0.35375977
39,"triangle,yellow,1",False,13,1,39,hg06,2, False,False,-2.9902344,-0.05203247
40,"circle,green,3",True,13,2,40,hg06,2, True,True,-0.17773438,-1.8183594
41,"rectangle,yellow,3",False,14,0,41,hg06,2, False,False,-2.9003906,-0.05697632
42,"triangle,green,3",False,14,1,42,hg06,2, False,False,-2.1132812,-0.12915039
43,"rectangle,yellow,1",False,15,0,43,hg06,2, False,False,-2.03125,-0.14099121
44,"rectangle,yellow,2",False,15,1,44,hg06,2, False,False,-2.6796875,-0.07128906
45,"rectangle,blue,2",True,15,2,45,hg06,2, True,True,-0.21044922,-1.6630859
46,"rectangle,green,2",False,16,0,46,hg06,2, False,False,-1.3251953,-0.30981445
47,"circle,green,1",True,16,1,47,hg06,2, False,False,-0.87109375,-0.54296875
48,"circle,green,2",True,16,2,48,hg06,2, True,True,-0.22583008,-1.6005859
49,"circle,blue,2",True,16,3,49,hg06,2, True,True,-0.025802612,-3.6816406
50,"triangle,green,3",False,16,4,50,hg06,2, False,False,-1.765625,-0.18798828
51,"circle,green,3",True,17,0,51,hg06,2, True,True,-0.10076904,-2.3515625
52,"circle,yellow,2",True,17,1,52,hg06,2, True,True,-0.1348877,-2.0722656
53,"triangle,green,1",False,17,2,53,hg06,2, True,True,-0.66259766,-0.72509766
54,"circle,blue,2",True,17,3,54,hg06,2, True,True,-0.015045166,-4.21875
55,"rectangle,green,2",False,17,4,55,hg06,2, False,False,-3.6367188,-0.026947021
56,"circle,yellow,3",True,18,0,56,hg06,2, False,False,-0.8178711,-0.5834961
57,"circle,green,1",True,18,1,57,hg06,2, True,True,-0.2322998,-1.5761719
58,"circle,blue,1",True,18,2,58,hg06,2, True,True,-0.07684326,-2.6074219
59,"rectangle,yellow,3",False,19,0,59,hg06,2, False,False,-3.7285156,-0.024627686
60,"rectangle,green,2",False,19,1,60,hg06,2, False,False,-3.0195312,-0.050354004
