,obj,label,set,item_in_set,item_num,concept,listnum,top_ans,mass_ans,true_mass,false_mass
0,"circle,yellow,2",False,0,0,0,hg47,2, True,True,-0.34692383,-1.2529297
1,"triangle,green,2",True,0,1,1,hg47,2, True,False,-0.76904297,-0.62841797
2,"circle,yellow,1",False,0,2,2,hg47,2, True,False,-0.7685547,-0.6279297
3,"triangle,green,3",True,0,3,3,hg47,2, True,True,-0.61328125,-0.78515625
4,"circle,blue,2",True,0,4,4,hg47,2, False,False,-0.99658203,-0.4650879
5,"rectangle,green,1",True,1,0,5,hg47,2, True,True,-0.54785156,-0.87597656
6,"rectangle,blue,3",True,1,1,6,hg47,2, False,True,-0.41455078,-1.0859375
7,"rectangle,yellow,3",True,1,2,7,hg47,2, True,True,-0.36450195,-1.1923828
8,"circle,green,1",True,1,3,8,hg47,2, False,True,-0.58447266,-0.81884766
9,"circle,blue,3",True,1,4,9,hg47,2, True,True,-0.15966797,-1.9248047
10,"triangle,yellow,2",True,2,0,10,hg47,2, False,True,-0.4790039,-0.9790039
11,"circle,yellow,2",True,2,1,11,hg47,2, True,True,-0.34106445,-1.2470703
12,"rectangle,blue,2",True,2,2,12,hg47,2, True,True,-0.24401855,-1.5410156
13,"triangle,green,1",True,3,0,13,hg47,2, False,True,-0.33374023,-1.2714844
14,"circle,green,2",True,3,1,14,hg47,2, True,True,-0.21447754,-1.6523438
15,"triangle,yellow,2",True,3,2,15,hg47,2, True,True,-0.10772705,-2.2949219
16,"rectangle,blue,3",True,4,0,16,hg47,2, True,True,-0.2734375,-1.5078125
17,"circle,blue,1",True,5,0,17,hg47,2, True,True,-0.061706543,-2.859375
18,"triangle,green,3",True,6,0,18,hg47,2, True,True,-0.18481445,-1.7939453
19,"rectangle,blue,1",True,6,1,19,hg47,2, True,True,-0.1862793,-1.7802734
20,"triangle,blue,1",True,6,2,20,hg47,2, True,True,-0.11920166,-2.1972656
21,"circle,yellow,2",True,6,3,21,hg47,2, True,True,-0.06173706,-2.828125
22,"circle,green,3",True,6,4,22,hg47,2, True,True,-0.03668213,-3.3496094
23,"circle,yellow,3",True,7,0,23,hg47,2, True,True,-0.028427124,-3.6386719
24,"circle,blue,2",True,8,0,24,hg47,2, True,True,-0.07305908,-2.6660156
25,"triangle,yellow,1",False,8,1,25,hg47,2, True,True,-0.047088623,-3.09375
26,"triangle,green,1",False,8,2,26,hg47,2, False,False,-0.9091797,-0.5185547
27,"circle,green,3",True,8,3,27,hg47,2, True,True,-0.33618164,-1.2578125
28,"circle,green,2",True,9,0,28,hg47,2, True,True,-0.05291748,-2.9902344
29,"triangle,blue,2",True,10,0,29,hg47,2, True,True,-0.31030273,-1.3261719
30,"rectangle,blue,1",True,10,1,30,hg47,2, False,True,-0.30566406,-1.3369141
31,"circle,green,3",True,10,2,31,hg47,2, True,True,-0.081848145,-2.5507812
32,"circle,green,2",True,10,3,32,hg47,2, True,True,-0.07952881,-2.5800781
