,obj,label,set,item_in_set,item_num,concept,listnum,top_ans,mass_ans,true_mass,false_mass
0,"rectangle,blue,1",False,0,0,0,hg78,2, False,True,-0.6020508,-0.8051758
1,"triangle,blue,3",False,0,1,1,hg78,2, False,True,-0.6020508,-0.8051758
2,"triangle,yellow,3",True,1,0,2,hg78,2, False,True,-0.6333008,-0.7739258
3,"triangle,green,3",True,1,1,3,hg78,2, True,True,-0.65722656,-0.73535156
4,"triangle,green,1",True,1,2,4,hg78,2, True,False,-0.6958008,-0.6958008
5,"rectangle,green,1",True,1,3,5,hg78,2, True,True,-0.55859375,-0.85546875
6,"circle,green,3",True,1,4,6,hg78,2, True,True,-0.5136719,-0.9199219
7,"circle,green,2",True,2,0,7,hg78,2, True,False,-0.81347656,-0.59472656
8,"rectangle,blue,1",False,2,1,8,hg78,2, False,False,-0.85498047,-0.55810547
9,"rectangle,yellow,3",True,2,2,9,hg78,2, True,True,-0.6201172,-0.7763672
10,"triangle,green,3",True,2,3,10,hg78,2, True,True,-0.2467041,-1.5283203
11,"rectangle,green,3",True,3,0,11,hg78,2, False,True,-0.45996094,-1.0068359
12,"circle,blue,1",True,3,1,12,hg78,2, False,False,-1.0654297,-0.42504883
13,"circle,green,1",True,3,2,13,hg78,2, True,True,-0.20263672,-1.7021484
14,"rectangle,green,1",True,3,3,14,hg78,2, True,True,-0.12109375,-2.1835938
15,"rectangle,yellow,3",True,4,0,15,hg78,2, True,True,-0.17138672,-1.859375
16,"circle,blue,1",True,4,1,16,hg78,2, True,True,-0.42993164,-1.0546875
17,"rectangle,green,3",True,4,2,17,hg78,2, True,True,-0.039215088,-3.2734375
18,"triangle,yellow,2",True,4,3,18,hg78,2, True,True,-0.47558594,-0.97558594
19,"circle,green,3",True,4,4,19,hg78,2, True,True,-0.03186035,-3.484375
20,"triangle,yellow,1",True,5,0,20,hg78,2, False,False,-1.2255859,-0.35058594
21,"circle,yellow,2",True,5,1,21,hg78,2, True,True,-0.36376953,-1.1914062
22,"circle,blue,1",True,6,0,22,hg78,2, True,True,-0.5439453,-0.8720703
23,"triangle,green,2",True,6,1,23,hg78,2, True,True,-0.16577148,-1.8847656
24,"circle,green,3",True,6,2,24,hg78,2, True,True,-0.029769897,-3.5449219
25,"rectangle,green,3",True,6,3,25,hg78,2, True,True,-0.026565552,-3.6679688
26,"rectangle,green,1",True,7,0,26,hg78,2, True,True,-0.14819336,-1.9921875
27,"triangle,green,2",True,7,1,27,hg78,2, True,True,-0.046051025,-3.109375
28,"circle,blue,3",True,7,2,28,hg78,2, True,True,-0.26342773,-1.4667969
29,"circle,green,2",True,7,3,29,hg78,2, True,True,-0.027191162,-3.6367188
