,obj,label,set,item_in_set,item_num,concept,listnum,top_ans,mass_ans,true_mass,false_mass
0,"triangle,green,3",True,0,0,0,hg11,2, True,True,-0.5175781,-0.9238281
1,"rectangle,green,1",True,0,1,1,hg11,2, True,False,-0.9199219,-0.5136719
2,"circle,blue,2",False,0,2,2,hg11,2, False,False,-1.3046875,-0.32055664
3,"triangle,green,3",True,1,0,3,hg11,2, True,True,-0.27856445,-1.4345703
4,"rectangle,green,1",True,1,1,4,hg11,2, True,True,-0.35058594,-1.2255859
5,"triangle,yellow,3",True,1,2,5,hg11,2, True,False,-1.2832031,-0.32983398
6,"rectangle,green,3",True,2,0,6,hg11,2, True,True,-0.44921875,-1.0273438
7,"triangle,yellow,3",True,2,1,7,hg11,2, True,True,-0.28320312,-1.4082031
8,"circle,blue,1",False,2,2,8,hg11,2, False,False,-0.9379883,-0.5004883
9,"circle,yellow,2",True,3,0,9,hg11,2, True,True,-0.4465332,-1.0869141
10,"circle,yellow,3",True,4,0,10,hg11,2, True,True,-0.26489258,-1.4677734
11,"rectangle,blue,1",True,4,1,11,hg11,2, False,False,-0.90966797,-0.51904297
12,"rectangle,green,2",True,5,0,12,hg11,2, True,True,-0.21679688,-1.6542969
13,"rectangle,green,1",True,6,0,13,hg11,2, True,True,-0.08404541,-2.5371094
14,"circle,green,1",True,7,0,14,hg11,2, False,True,-0.32006836,-1.3046875
15,"triangle,yellow,2",True,7,1,15,hg11,2, False,True,-0.35009766,-1.2246094
16,"circle,yellow,3",True,7,2,16,hg11,2, True,True,-0.1685791,-1.8720703
17,"circle,green,3",True,8,0,17,hg11,2, True,True,-0.14758301,-2.0078125
18,"rectangle,yellow,1",True,8,1,18,hg11,2, True,True,-0.26391602,-1.4667969
19,"circle,yellow,3",True,8,2,19,hg11,2, True,True,-0.05078125,-3.0195312
20,"rectangle,green,1",True,8,3,20,hg11,2, True,True,-0.10723877,-2.2949219
21,"rectangle,blue,1",True,8,4,21,hg11,2, False,False,-1.2138672,-0.3544922
22,"rectangle,yellow,2",True,9,0,22,hg11,2, True,True,-0.13598633,-2.0742188
23,"rectangle,green,3",True,9,1,23,hg11,2, True,True,-0.06945801,-2.7109375
24,"rectangle,blue,3",True,9,2,24,hg11,2, True,True,-0.18322754,-1.7929688
25,"triangle,blue,3",True,10,0,25,hg11,2, True,True,-0.057617188,-2.9003906
26,"rectangle,yellow,1",True,10,1,26,hg11,2, True,True,-0.084472656,-2.5214844
27,"triangle,yellow,2",True,11,0,27,hg11,2, True,True,-0.03933716,-3.2734375
28,"rectangle,blue,3",True,11,1,28,hg11,2, True,True,-0.020889282,-3.8964844
29,"rectangle,yellow,3",True,11,2,29,hg11,2, True,True,-0.014076233,-4.296875
30,"circle,yellow,3",True,11,3,30,hg11,2, True,True,-0.02381897,-3.7734375
31,"circle,blue,2",False,12,0,31,hg11,2, True,True,-0.08105469,-2.5664062
32,"rectangle,green,1",True,12,1,32,hg11,2, True,True,-0.5571289,-0.8540039
33,"rectangle,blue,1",True,12,2,33,hg11,2, False,True,-0.28588867,-1.3955078
