,obj,label,set,item_in_set,item_num,concept,listnum,top_ans,mass_ans,true_mass,false_mass
0,"rectangle,yellow,2",False,0,0,0,hg21,2, False,False,-0.92285156,-0.51660156
1,"rectangle,blue,3",True,0,1,1,hg21,2, False,True,-0.6826172,-0.7138672
2,"rectangle,blue,2",False,1,0,2,hg21,2, False,True,-0.609375,-0.796875
3,"rectangle,green,3",True,1,1,3,hg21,2, True,True,-0.43286133,-1.0576172
4,"triangle,blue,1",True,2,0,4,hg21,2, True,True,-0.5961914,-0.8149414
5,"rectangle,blue,2",False,2,1,5,hg21,2, False,False,-1.3847656,-0.29101562
6,"triangle,yellow,1",True,2,2,6,hg21,2, True,True,-0.6508789,-0.7446289
7,"rectangle,green,3",True,2,3,7,hg21,2, False,True,-0.61328125,-0.78515625
8,"rectangle,blue,3",True,2,4,8,hg21,2, True,False,-1.5048828,-0.25439453
9,"triangle,green,3",True,3,0,9,hg21,2, False,False,-0.8129883,-0.5942383
10,"circle,blue,1",True,3,1,10,hg21,2, False,False,-1.0869141,-0.41503906
11,"triangle,green,1",True,3,2,11,hg21,2, True,True,-0.6567383,-0.7348633
12,"rectangle,green,1",True,4,0,12,hg21,2, True,False,-0.7685547,-0.6279297
13,"circle,blue,3",True,4,1,13,hg21,2, True,True,-0.6269531,-0.7675781
14,"rectangle,yellow,3",True,4,2,14,hg21,2, True,True,-0.40942383,-1.0966797
15,"circle,blue,1",True,5,0,15,hg21,2, True,True,-0.56396484,-0.84521484
16,"triangle,yellow,2",False,5,1,16,hg21,2, True,True,-0.5180664,-0.9086914
17,"triangle,blue,3",True,5,2,17,hg21,2, True,True,-0.34985352,-1.2246094
18,"triangle,blue,1",True,6,0,18,hg21,2, False,True,-0.23120117,-1.5908203
19,"rectangle,blue,2",False,7,0,19,hg21,2, False,False,-0.6948242,-0.6948242
20,"rectangle,green,3",True,8,0,20,hg21,2, True,True,-0.2902832,-1.3837891
21,"triangle,blue,1",True,8,1,21,hg21,2, True,True,-0.3876953,-1.1376953
22,"circle,blue,2",False,8,2,22,hg21,2, False,False,-0.7421875,-0.6484375
23,"circle,yellow,1",True,9,0,23,hg21,2, True,True,-0.34545898,-1.2363281
24,"triangle,blue,3",True,9,1,24,hg21,2, True,True,-0.22937012,-1.5888672
