,obj,label,set,item_in_set,item_num,concept,listnum,top_ans,mass_ans,true_mass,false_mass
0,"rectangle,blue,3",False,0,0,0,hg95,2, True,False,-0.74121094,-0.66308594
1,"rectangle,blue,2",False,1,0,1,hg95,2, False,False,-1.1738281,-0.37670898
2,"triangle,green,3",False,1,1,2,hg95,2, True,False,-1.7685547,-0.19006348
3,"circle,green,1",False,1,2,3,hg95,2, False,False,-2.2402344,-0.11462402
4,"circle,yellow,3",False,2,0,4,hg95,2, False,False,-1.6542969,-0.21691895
5,"rectangle,yellow,3",False,3,0,5,hg95,2, False,False,-1.2939453,-0.3251953
6,"circle,green,3",False,4,0,6,hg95,2, False,False,-1.4707031,-0.26708984
7,"rectangle,yellow,3",False,4,1,7,hg95,2, True,False,-1.8984375,-0.16442871
8,"triangle,yellow,2",False,4,2,8,hg95,2, True,False,-2.3242188,-0.10534668
9,"circle,yellow,2",False,4,3,9,hg95,2, False,False,-2.8867188,-0.05859375
10,"triangle,green,1",False,5,0,10,hg95,2, False,False,-2.3515625,-0.10211182
11,"rectangle,yellow,2",False,5,1,11,hg95,2, False,False,-3.1835938,-0.042999268
12,"circle,blue,1",True,5,2,12,hg95,2, False,False,-3.6972656,-0.025894165
13,"triangle,green,3",False,6,0,13,hg95,2, False,False,-1.515625,-0.24987793
14,"triangle,blue,2",False,7,0,14,hg95,2, False,False,-1.8320312,-0.17590332
15,"rectangle,yellow,1",False,7,1,15,hg95,2, False,False,-1.8847656,-0.16577148
16,"triangle,blue,3",False,7,2,16,hg95,2, False,False,-2.0722656,-0.1352539
17,"circle,yellow,3",False,7,3,17,hg95,2, False,False,-1.9111328,-0.16113281
18,"triangle,yellow,2",False,8,0,18,hg95,2, False,False,-2.03125,-0.14147949
19,"circle,green,1",False,8,1,19,hg95,2, False,False,-1.8183594,-0.17797852
20,"rectangle,green,1",False,8,2,20,hg95,2, False,False,-1.7021484,-0.20239258
21,"circle,yellow,1",False,9,0,21,hg95,2, False,False,-1.7539062,-0.19140625
22,"circle,blue,2",True,9,1,22,hg95,2, False,False,-2.0996094,-0.13134766
23,"triangle,green,1",False,9,2,23,hg95,2, True,False,-1.9648438,-0.15197754
24,"triangle,blue,1",False,9,3,24,hg95,2, False,False,-1.7148438,-0.19946289
25,"circle,yellow,2",False,10,0,25,hg95,2, False,False,-2.1132812,-0.12963867
26,"circle,yellow,3",False,11,0,26,hg95,2, False,False,-2.0859375,-0.13330078
27,"rectangle,green,3",False,11,1,27,hg95,2, False,False,-1.9912109,-0.14746094
28,"triangle,blue,1",False,12,0,28,hg95,2, False,False,-2.1132812,-0.12963867
29,"triangle,blue,2",False,12,1,29,hg95,2, False,False,-2.3789062,-0.097717285
30,"rectangle,green,3",False,12,2,30,hg95,2, False,False,-2.4785156,-0.088134766
31,"rectangle,yellow,1",False,12,3,31,hg95,2, False,False,-2.0996094,-0.13134766
32,"circle,green,1",False,13,0,32,hg95,2, False,False,-2.0175781,-0.14343262
33,"rectangle,green,2",False,13,1,33,hg95,2, True,False,-2.3925781,-0.09625244
34,"triangle,yellow,2",False,13,2,34,hg95,2, False,False,-3.078125,-0.04751587
35,"rectangle,blue,3",False,13,3,35,hg95,2, False,False,-2.265625,-0.11010742
36,"circle,yellow,1",False,13,4,36,hg95,2, False,False,-2.0449219,-0.13928223
37,"rectangle,green,1",False,14,0,37,hg95,2, False,False,-2.7402344,-0.06738281
38,"rectangle,yellow,3",False,14,1,38,hg95,2, False,False,-3.2285156,-0.040740967
39,"triangle,green,3",False,14,2,39,hg95,2, False,False,-3.078125,-0.047424316
40,"rectangle,blue,1",False,14,3,40,hg95,2, False,False,-2.4648438,-0.08935547
41,"triangle,green,2",False,14,4,41,hg95,2, False,False,-3.0195312,-0.05050659
42,"circle,blue,3",True,15,0,42,hg95,2, False,False,-2.3652344,-0.09942627
43,"circle,green,3",False,15,1,43,hg95,2, False,False,-1.2460938,-0.3400879
44,"triangle,blue,1",False,15,2,44,hg95,2, False,False,-3.3183594,-0.037261963
45,"triangle,yellow,3",False,15,3,45,hg95,2, False,False,-3.0195312,-0.05053711
46,"circle,blue,3",True,16,0,46,hg95,2, True,False,-0.87158203,-0.54345703
47,"rectangle,yellow,3",False,16,1,47,hg95,2, False,False,-3.5917969,-0.028320312
48,"rectangle,blue,2",False,16,2,48,hg95,2, False,False,-2.6523438,-0.07348633
49,"circle,yellow,3",False,16,3,49,hg95,2, False,False,-3.2890625,-0.038360596
50,"circle,yellow,2",False,17,0,50,hg95,2, False,False,-2.7109375,-0.06939697
51,"rectangle,green,1",False,17,1,51,hg95,2, False,False,-3.5605469,-0.029159546
52,"circle,yellow,3",False,17,2,52,hg95,2, False,False,-3.6816406,-0.025772095
53,"circle,blue,3",True,17,3,53,hg95,2, True,True,-0.2631836,-1.4667969
54,"circle,green,1",False,17,4,54,hg95,2, False,False,-2.6816406,-0.07141113
55,"circle,green,2",False,18,0,55,hg95,2, False,False,-2.3789062,-0.09790039
56,"rectangle,yellow,3",False,18,1,56,hg95,2, False,False,-5.2382812,-0.0054473877
57,"triangle,blue,1",False,18,2,57,hg95,2, False,False,-3.8339844,-0.022094727
58,"circle,yellow,2",False,18,3,58,hg95,2, False,False,-3.9726562,-0.019241333
59,"rectangle,blue,2",False,19,0,59,hg95,2, False,False,-1.5273438,-0.24572754
60,"circle,blue,2",True,19,1,60,hg95,2, False,True,-0.640625,-0.75
61,"rectangle,green,2",False,20,0,61,hg95,2, False,False,-3.109375,-0.046081543
62,"circle,blue,2",True,21,0,62,hg95,2, True,True,-0.25610352,-1.4902344
63,"triangle,green,1",False,21,1,63,hg95,2, False,False,-4.6367188,-0.009979248
64,"triangle,yellow,3",False,22,0,64,hg95,2, False,False,-3.3339844,-0.036743164
65,"triangle,blue,3",False,22,1,65,hg95,2, False,False,-2.5800781,-0.07922363
66,"rectangle,blue,3",False,22,2,66,hg95,2, False,False,-2.4785156,-0.08795166
67,"circle,yellow,2",False,23,0,67,hg95,2, False,False,-4.4492188,-0.011993408
