,obj,label,set,item_in_set,item_num,concept,listnum,top_ans,mass_ans,true_mass,false_mass
0,"rectangle,blue,3",True,0,0,0,hg86,2, True,True,-0.58203125,-0.83203125
1,"rectangle,yellow,3",True,0,1,1,hg86,2, True,False,-0.71875,-0.671875
2,"triangle,yellow,1",False,0,2,2,hg86,2, True,False,-1.0869141,-0.41552734
3,"rectangle,green,1",True,1,0,3,hg86,2, True,True,-0.48608398,-0.97021484
4,"triangle,green,1",False,1,1,4,hg86,2, False,True,-0.5136719,-0.9199219
5,"circle,yellow,2",True,2,0,5,hg86,2, True,True,-0.39111328,-1.1416016
6,"circle,blue,1",True,2,1,6,hg86,2, False,False,-1.2822266,-0.32861328
7,"rectangle,yellow,3",True,3,0,7,hg86,2, True,True,-0.32080078,-1.3046875
8,"circle,green,2",True,3,1,8,hg86,2, True,False,-0.7192383,-0.6723633
9,"triangle,blue,2",True,4,0,9,hg86,2, True,True,-0.33740234,-1.2587891
10,"triangle,blue,1",True,4,1,10,hg86,2, True,True,-0.53759766,-0.88134766
11,"circle,yellow,2",True,4,2,11,hg86,2, True,True,-0.46411133,-0.9951172
12,"triangle,green,3",False,5,0,12,hg86,2, True,True,-0.27954102,-1.4199219
13,"rectangle,yellow,2",True,5,1,13,hg86,2, True,False,-0.75097656,-0.64160156
14,"circle,yellow,1",True,5,2,14,hg86,2, False,False,-0.8100586,-0.5913086
15,"triangle,blue,3",True,5,3,15,hg86,2, False,False,-0.8364258,-0.5708008
16,"triangle,yellow,1",False,6,0,16,hg86,2, False,True,-0.6269531,-0.7675781
17,"triangle,green,3",False,6,1,17,hg86,2, False,False,-0.79248047,-0.60498047
18,"circle,blue,1",True,6,2,18,hg86,2, False,True,-0.57714844,-0.82714844
19,"rectangle,green,3",True,6,3,19,hg86,2, False,True,-0.31445312,-1.3144531
20,"triangle,green,3",False,7,0,20,hg86,2, True,False,-0.79248047,-0.60498047
21,"rectangle,yellow,2",True,7,1,21,hg86,2, True,True,-0.24584961,-1.5273438
22,"circle,yellow,3",True,7,2,22,hg86,2, True,True,-0.35424805,-1.2138672
23,"circle,yellow,3",True,8,0,23,hg86,2, True,True,-0.10510254,-2.3554688
24,"rectangle,blue,1",True,9,0,24,hg86,2, True,True,-0.4645996,-0.99560547
25,"rectangle,green,2",True,10,0,25,hg86,2, False,True,-0.44677734,-1.0244141
26,"circle,blue,2",True,10,1,26,hg86,2, False,True,-0.33569336,-1.2578125
27,"circle,yellow,1",True,10,2,27,hg86,2, True,True,-0.37304688,-1.1699219
28,"rectangle,green,3",True,10,3,28,hg86,2, True,True,-0.18566895,-1.7792969
29,"triangle,yellow,2",False,10,4,29,hg86,2, False,True,-0.39282227,-1.1269531
30,"triangle,green,3",False,11,0,30,hg86,2, False,False,-1.7148438,-0.19934082
31,"circle,yellow,1",True,11,1,31,hg86,2, True,True,-0.13134766,-2.0996094
32,"circle,yellow,1",True,12,0,32,hg86,2, True,True,-0.26367188,-1.4667969
33,"rectangle,yellow,1",True,12,1,33,hg86,2, True,True,-0.51123047,-0.91748047
34,"circle,yellow,3",True,12,2,34,hg86,2, True,True,-0.12200928,-2.1679688
35,"rectangle,yellow,2",True,12,3,35,hg86,2, True,True,-0.1607666,-1.9111328
36,"circle,green,1",True,12,4,36,hg86,2, True,True,-0.59765625,-0.80078125
37,"rectangle,blue,1",True,13,0,37,hg86,2, True,True,-0.21740723,-1.6396484
38,"triangle,blue,3",True,14,0,38,hg86,2, True,True,-0.5834961,-0.8178711
39,"circle,yellow,2",True,14,1,39,hg86,2, True,True,-0.11828613,-2.1972656
40,"triangle,yellow,2",False,14,2,40,hg86,2, False,False,-1.8837891,-0.1652832
41,"triangle,blue,2",True,15,0,41,hg86,2, True,True,-0.19091797,-1.7529297
42,"circle,blue,2",True,16,0,42,hg86,2, True,True,-0.1295166,-2.1132812
43,"circle,yellow,3",True,16,1,43,hg86,2, True,True,-0.030075073,-3.5292969
44,"circle,yellow,1",True,16,2,44,hg86,2, True,True,-0.033996582,-3.4082031
45,"rectangle,yellow,3",True,16,3,45,hg86,2, True,True,-0.02583313,-3.6816406
46,"rectangle,blue,1",True,16,4,46,hg86,2, True,True,-0.092041016,-2.4355469
47,"triangle,yellow,1",False,17,0,47,hg86,2, True,False,-1.3486328,-0.30151367
48,"circle,green,3",True,17,1,48,hg86,2, True,False,-0.91748047,-0.51123047
49,"triangle,blue,2",True,17,2,49,hg86,2, True,True,-0.26293945,-1.4658203
50,"triangle,green,1",False,17,3,50,hg86,2, False,False,-0.7915039,-0.6040039
51,"rectangle,yellow,1",True,18,0,51,hg86,2, True,True,-0.09222412,-2.4355469
52,"triangle,green,2",False,18,1,52,hg86,2, True,True,-0.4025879,-1.1054688
53,"triangle,blue,1",True,18,2,53,hg86,2, False,False,-1.0957031,-0.40771484
54,"circle,blue,3",True,18,3,54,hg86,2, True,True,-0.084228516,-2.5214844
55,"rectangle,blue,2",True,18,4,55,hg86,2, True,True,-0.10058594,-2.3496094
56,"circle,blue,2",True,19,0,56,hg86,2, True,True,-0.008163452,-4.8515625
57,"triangle,blue,3",True,20,0,57,hg86,2, True,True,-0.09472656,-2.4082031
58,"circle,blue,2",True,20,1,58,hg86,2, True,True,-0.013664246,-4.3085938
59,"triangle,blue,1",True,20,2,59,hg86,2, True,True,-0.16772461,-1.8710938
60,"rectangle,green,3",True,20,3,60,hg86,2, True,True,-0.060424805,-2.8417969
61,"triangle,green,2",False,21,0,61,hg86,2, False,False,-1.0849609,-0.41333008
62,"rectangle,yellow,3",True,21,1,62,hg86,2, True,True,-0.032318115,-3.4550781
63,"circle,yellow,2",True,21,2,63,hg86,2, True,True,-0.013061523,-4.3554688
64,"circle,blue,1",True,21,3,64,hg86,2, True,True,-0.056884766,-2.9003906
65,"rectangle,green,2",True,22,0,65,hg86,2, True,True,-0.1472168,-1.9912109
66,"circle,yellow,3",True,22,1,66,hg86,2, True,True,-0.0055389404,-5.2226562
67,"rectangle,green,1",True,22,2,67,hg86,2, False,True,-0.08282471,-2.5351562
68,"circle,blue,3",True,22,3,68,hg86,2, True,True,-0.0126953125,-4.3867188
69,"triangle,yellow,2",False,22,4,69,hg86,2, False,False,-3.2890625,-0.03829956
70,"rectangle,blue,2",True,23,0,70,hg86,2, True,True,-0.030181885,-3.5292969
71,"circle,yellow,3",True,23,1,71,hg86,2, True,True,-0.0015640259,-6.515625
72,"triangle,yellow,2",False,23,2,72,hg86,2, False,False,-3.8808594,-0.021011353
73,"rectangle,yellow,3",True,23,3,73,hg86,2, True,True,-0.0051879883,-5.2851562
74,"triangle,green,3",False,23,4,74,hg86,2, False,False,-1.7919922,-0.18261719
75,"circle,yellow,3",True,24,0,75,hg86,2, True,True,-0.010475159,-4.5898438
76,"circle,green,1",True,24,1,76,hg86,2, True,True,-0.05783081,-2.8867188
77,"rectangle,blue,1",True,24,2,77,hg86,2, True,True,-0.014411926,-4.265625
78,"triangle,green,3",False,24,3,78,hg86,2, False,False,-2.3085938,-0.10498047
79,"circle,green,3",True,24,4,79,hg86,2, False,True,-0.13891602,-2.0449219
