,obj,label,set,item_in_set,item_num,concept,listnum,top_ans,mass_ans,true_mass,false_mass
0,"triangle,blue,1",False,0,0,0,hg30,2, False,False,-1.0800781,-0.42333984
1,"circle,yellow,3",False,0,1,1,hg30,2, False,False,-1.515625,-0.25048828
2,"triangle,green,2",False,0,2,2,hg30,2, False,False,-2.046875,-0.13989258
3,"triangle,yellow,1",False,0,3,3,hg30,2, False,False,-2.2675781,-0.110839844
4,"rectangle,yellow,3",False,0,4,4,hg30,2, False,False,-2.046875,-0.14074707
5,"circle,blue,3",False,1,0,5,hg30,2, False,False,-1.2841797,-0.3310547
6,"triangle,yellow,3",False,1,1,6,hg30,2, False,False,-1.9394531,-0.15783691
7,"triangle,blue,2",False,1,2,7,hg30,2, False,False,-2.4238281,-0.09515381
8,"rectangle,blue,1",False,2,0,8,hg30,2, False,False,-1.8349609,-0.17834473
9,"circle,blue,3",True,2,1,9,hg30,2, False,False,-2.5078125,-0.08654785
10,"triangle,blue,2",False,3,0,10,hg30,2, False,False,-1.5039062,-0.25439453
11,"circle,blue,3",True,3,1,11,hg30,2, True,False,-0.7270508,-0.6645508
12,"circle,yellow,1",False,3,2,12,hg30,2, False,False,-1.6025391,-0.22729492
13,"circle,yellow,2",False,3,3,13,hg30,2, False,False,-2.4785156,-0.08850098
14,"circle,blue,2",False,3,4,14,hg30,2, False,False,-1.203125,-0.35913086
15,"triangle,green,2",False,4,0,15,hg30,2, False,False,-1.5273438,-0.24658203
16,"triangle,green,3",False,4,1,16,hg30,2, True,True,-0.49316406,-0.94628906
17,"triangle,yellow,2",False,5,0,17,hg30,2, False,False,-1.8320312,-0.17602539
18,"circle,blue,3",False,5,1,18,hg30,2, True,True,-0.64160156,-0.75097656
19,"triangle,blue,3",False,5,2,19,hg30,2, False,False,-2.1835938,-0.12042236
20,"rectangle,blue,1",False,5,3,20,hg30,2, False,False,-2.4082031,-0.09539795
21,"circle,blue,2",True,6,0,21,hg30,2, False,True,-0.59277344,-0.81152344
22,"triangle,blue,3",True,7,0,22,hg30,2, True,False,-1.9375,-0.15661621
23,"rectangle,yellow,1",False,7,1,23,hg30,2, True,False,-1.4785156,-0.26000977
24,"rectangle,blue,1",False,8,0,24,hg30,2, False,False,-1.5888672,-0.22949219
25,"circle,green,2",False,8,1,25,hg30,2, False,False,-2.1542969,-0.12390137
26,"rectangle,yellow,3",False,8,2,26,hg30,2, False,False,-1.6386719,-0.21679688
27,"rectangle,green,2",False,9,0,27,hg30,2, False,False,-2.0449219,-0.1394043
28,"triangle,yellow,2",False,9,1,28,hg30,2, False,False,-2.8261719,-0.06149292
29,"rectangle,blue,3",True,9,2,29,hg30,2, False,False,-1.6767578,-0.20776367
30,"circle,green,3",False,10,0,30,hg30,2, True,False,-1.7929688,-0.18322754
31,"circle,blue,1",False,10,1,31,hg30,2, False,False,-2.3359375,-0.10217285
32,"triangle,blue,1",False,10,2,32,hg30,2, False,False,-2.9746094,-0.052825928
33,"triangle,yellow,3",False,10,3,33,hg30,2, False,False,-2.0722656,-0.13513184
34,"rectangle,yellow,2",False,10,4,34,hg30,2, False,False,-2.3085938,-0.10534668
35,"triangle,green,2",False,11,0,35,hg30,2, False,False,-1.4306641,-0.27441406
36,"triangle,yellow,2",False,11,1,36,hg30,2, False,False,-1.8310547,-0.1751709
37,"circle,yellow,3",False,12,0,37,hg30,2, True,False,-1.4902344,-0.25610352
38,"triangle,blue,2",False,12,1,38,hg30,2, False,False,-2.7382812,-0.06719971
39,"rectangle,blue,1",False,12,2,39,hg30,2, False,False,-2.9003906,-0.056915283
40,"rectangle,green,1",False,12,3,40,hg30,2, False,False,-2.9902344,-0.05206299
41,"rectangle,yellow,3",False,12,4,41,hg30,2, False,False,-1.7666016,-0.18811035
42,"triangle,blue,3",False,13,0,42,hg30,2, False,False,-1.1162109,-0.39770508
43,"rectangle,blue,3",False,13,1,43,hg30,2, False,False,-1.4423828,-0.2705078
44,"rectangle,yellow,2",False,14,0,44,hg30,2, True,True,-0.39331055,-1.1279297
45,"rectangle,green,2",False,15,0,45,hg30,2, False,False,-2.6523438,-0.07373047
46,"circle,yellow,1",False,15,1,46,hg30,2, False,False,-3.1386719,-0.04473877
47,"triangle,yellow,1",False,15,2,47,hg30,2, False,False,-4.1875,-0.015541077
48,"rectangle,green,1",False,15,3,48,hg30,2, False,False,-3.8652344,-0.021453857
49,"rectangle,yellow,2",False,15,4,49,hg30,2, False,False,-2.9746094,-0.052825928
50,"triangle,blue,2",True,16,0,50,hg30,2, True,True,-0.5629883,-0.8442383
51,"rectangle,blue,3",True,17,0,51,hg30,2, True,True,-0.5498047,-0.8623047
52,"triangle,blue,2",False,18,0,52,hg30,2, True,False,-1.6005859,-0.22595215
53,"rectangle,green,3",False,18,1,53,hg30,2, False,False,-2.3652344,-0.099121094
54,"triangle,yellow,3",False,18,2,54,hg30,2, False,False,-2.8867188,-0.05770874
55,"rectangle,green,2",False,19,0,55,hg30,2, True,True,-0.38745117,-1.1376953
56,"circle,green,2",False,20,0,56,hg30,2, False,False,-3.0488281,-0.048919678
57,"triangle,yellow,3",False,20,1,57,hg30,2, False,False,-3.8046875,-0.022750854
58,"rectangle,yellow,1",False,20,2,58,hg30,2, False,False,-4.203125,-0.01524353
59,"triangle,green,1",False,20,3,59,hg30,2, False,False,-4.6796875,-0.009468079
60,"rectangle,green,3",False,20,4,60,hg30,2, False,False,-2.7382812,-0.06713867
61,"rectangle,blue,2",True,21,0,61,hg30,2, False,False,-0.9555664,-0.48657227
62,"triangle,green,1",False,22,0,62,hg30,2, False,False,-0.93603516,-0.49853516
63,"circle,green,3",False,23,0,63,hg30,2, False,False,-2.7539062,-0.06616211
64,"rectangle,green,1",False,23,1,64,hg30,2, False,False,-4.109375,-0.016677856
65,"circle,yellow,3",False,23,2,65,hg30,2, False,False,-3.0039062,-0.05105591
66,"rectangle,blue,3",False,23,3,66,hg30,2, False,False,-1.8710938,-0.16760254
67,"triangle,blue,2",False,24,0,67,hg30,2, False,False,-2.9453125,-0.05444336
68,"rectangle,blue,1",False,24,1,68,hg30,2, False,False,-4.25,-0.014518738
69,"triangle,green,1",False,24,2,69,hg30,2, False,False,-5.0546875,-0.006515503
70,"rectangle,green,2",False,24,3,70,hg30,2, False,False,-4.296875,-0.013900757
71,"circle,yellow,2",False,24,4,71,hg30,2, False,False,-3.7128906,-0.024932861
