,obj,label,set,item_in_set,item_num,concept,listnum,top_ans,mass_ans,true_mass,false_mass
0,"circle,green,3",True,0,0,0,hg14,2, False,False,-0.70751953,-0.69189453
1,"triangle,yellow,1",False,0,1,1,hg14,2, True,False,-1.1181641,-0.3996582
2,"triangle,yellow,3",False,0,2,2,hg14,2, False,False,-0.78466797,-0.61279297
3,"circle,blue,3",False,0,3,3,hg14,2, False,False,-0.703125,-0.6875
4,"rectangle,blue,3",True,0,4,4,hg14,2, True,True,-0.4099121,-1.0976562
5,"rectangle,green,1",False,1,0,5,hg14,2, False,False,-0.72216797,-0.67529297
6,"triangle,yellow,1",False,1,1,6,hg14,2, False,False,-0.7026367,-0.6870117
7,"circle,green,1",True,1,2,7,hg14,2, True,True,-0.30297852,-1.3496094
8,"circle,green,3",True,2,0,8,hg14,2, True,True,-0.26000977,-1.5097656
9,"triangle,green,2",False,3,0,9,hg14,2, False,False,-0.7290039,-0.6665039
10,"circle,blue,2",False,4,0,10,hg14,2, True,False,-0.93847656,-0.50097656
11,"circle,yellow,2",True,4,1,11,hg14,2, True,False,-0.7841797,-0.6123047
12,"circle,green,2",True,4,2,12,hg14,2, False,False,-0.89941406,-0.52441406
13,"circle,green,3",True,4,3,13,hg14,2, True,True,-0.33203125,-1.2695312
14,"circle,green,2",True,5,0,14,hg14,2, False,True,-0.5986328,-0.8017578
15,"circle,blue,1",False,5,1,15,hg14,2, False,False,-1.5029297,-0.2529297
16,"circle,yellow,1",True,5,2,16,hg14,2, False,False,-1.3144531,-0.31420898
17,"circle,yellow,2",True,5,3,17,hg14,2, True,True,-0.15209961,-1.9648438
18,"circle,blue,2",False,6,0,18,hg14,2, False,False,-1.1376953,-0.38793945
19,"circle,green,3",True,6,1,19,hg14,2, True,True,-0.14135742,-2.03125
20,"triangle,green,2",False,6,2,20,hg14,2, False,False,-1.5644531,-0.23583984
21,"triangle,yellow,1",False,7,0,21,hg14,2, False,False,-1.3261719,-0.31054688
22,"triangle,blue,3",True,7,1,22,hg14,2, True,False,-1.0546875,-0.42944336
23,"circle,yellow,2",True,7,2,23,hg14,2, True,True,-0.2705078,-1.4423828
24,"circle,green,3",True,7,3,24,hg14,2, True,True,-0.059753418,-2.8574219
25,"rectangle,yellow,3",False,7,4,25,hg14,2, True,False,-1.0546875,-0.4296875
26,"triangle,green,3",False,8,0,26,hg14,2, False,False,-0.87158203,-0.54345703
27,"rectangle,blue,2",True,8,1,27,hg14,2, False,False,-0.9555664,-0.48657227
28,"circle,blue,3",False,8,2,28,hg14,2, True,False,-0.77490234,-0.61865234
29,"circle,green,2",True,9,0,29,hg14,2, False,True,-0.33569336,-1.2578125
30,"triangle,green,3",False,9,1,30,hg14,2, False,False,-1.5263672,-0.2454834
31,"rectangle,yellow,2",False,9,2,31,hg14,2, False,False,-0.80029297,-0.59716797
32,"rectangle,blue,3",True,9,3,32,hg14,2, True,True,-0.28149414,-1.40625
33,"triangle,yellow,3",False,10,0,33,hg14,2, False,False,-0.8535156,-0.5566406
34,"circle,blue,1",False,10,1,34,hg14,2, False,False,-0.70166016,-0.68603516
35,"triangle,green,2",False,11,0,35,hg14,2, False,False,-1.7275391,-0.19641113
36,"triangle,yellow,1",False,11,1,36,hg14,2, False,False,-1.4902344,-0.25585938
37,"triangle,blue,2",True,11,2,37,hg14,2, True,True,-0.55615234,-0.85302734
38,"circle,blue,3",False,11,3,38,hg14,2, False,False,-1.2792969,-0.32641602
39,"circle,yellow,1",True,12,0,39,hg14,2, False,False,-1.0341797,-0.4404297
40,"circle,green,3",True,12,1,40,hg14,2, True,True,-0.10058594,-2.3496094
41,"triangle,green,1",False,12,2,41,hg14,2, False,False,-2.0039062,-0.1451416
42,"rectangle,blue,1",True,13,0,42,hg14,2, False,False,-1.1699219,-0.37280273
43,"triangle,blue,2",True,13,1,43,hg14,2, False,False,-1.5019531,-0.2524414
44,"circle,yellow,1",True,13,2,44,hg14,2, True,False,-0.7919922,-0.6044922
45,"rectangle,blue,2",True,13,3,45,hg14,2, False,False,-0.9458008,-0.49243164
46,"circle,yellow,3",True,13,4,46,hg14,2, True,False,-0.8354492,-0.5698242
47,"rectangle,blue,1",True,14,0,47,hg14,2, False,True,-0.6044922,-0.7919922
48,"triangle,yellow,1",False,14,1,48,hg14,2, False,False,-1.8974609,-0.16308594
49,"rectangle,yellow,3",False,15,0,49,hg14,2, True,False,-0.9458008,-0.49267578
50,"triangle,yellow,2",False,15,1,50,hg14,2, False,False,-1.5878906,-0.22888184
51,"rectangle,green,1",False,16,0,51,hg14,2, False,False,-1.0644531,-0.42407227
52,"circle,blue,1",False,17,0,52,hg14,2, False,False,-1.2802734,-0.32666016
53,"circle,green,1",True,17,1,53,hg14,2, False,False,-0.77490234,-0.61865234
54,"triangle,yellow,1",False,17,2,54,hg14,2, False,False,-2.2109375,-0.11651611
55,"circle,blue,2",False,18,0,55,hg14,2, False,False,-1.5517578,-0.2388916
56,"triangle,yellow,2",False,19,0,56,hg14,2, False,False,-1.4541016,-0.26660156
57,"rectangle,yellow,3",False,19,1,57,hg14,2, True,False,-0.9458008,-0.49243164
58,"triangle,yellow,1",False,19,2,58,hg14,2, False,False,-2.5214844,-0.08404541
59,"circle,yellow,2",True,19,3,59,hg14,2, True,True,-0.058563232,-2.8710938
60,"triangle,green,3",False,20,0,60,hg14,2, False,False,-2.5214844,-0.084106445
61,"circle,green,2",True,20,1,61,hg14,2, True,True,-0.1182251,-2.1972656
62,"triangle,yellow,1",False,21,0,62,hg14,2, False,False,-2.8261719,-0.061401367
63,"triangle,yellow,1",False,22,0,63,hg14,2, True,False,-2.7832031,-0.06439209
64,"triangle,green,3",False,23,0,64,hg14,2, False,False,-3.09375,-0.046875
65,"circle,yellow,2",True,23,1,65,hg14,2, True,True,-0.06713867,-2.7382812
66,"circle,blue,3",False,23,2,66,hg14,2, False,False,-2.2382812,-0.113098145
67,"rectangle,green,1",False,23,3,67,hg14,2, False,False,-1.6259766,-0.21960449
68,"rectangle,green,2",False,23,4,68,hg14,2, False,False,-1.5146484,-0.2487793
69,"circle,yellow,3",True,24,0,69,hg14,2, True,True,-0.062316895,-2.8125
