,obj,label,set,item_in_set,item_num,concept,listnum,top_ans,mass_ans,true_mass,false_mass
0,"rectangle,blue,1",False,0,0,0,hg51,2, False,False,-1.0195312,-0.4572754
1,"circle,green,2",True,0,1,1,hg51,2, False,False,-1.6025391,-0.22766113
2,"triangle,blue,3",False,0,2,2,hg51,2, False,False,-1.28125,-0.32836914
3,"rectangle,blue,1",False,1,0,3,hg51,2, True,True,-0.5991211,-0.8178711
4,"triangle,blue,1",False,2,0,4,hg51,2, False,False,-1.2158203,-0.35668945
5,"circle,yellow,2",False,2,1,5,hg51,2, True,False,-1.2587891,-0.33666992
6,"triangle,blue,3",False,2,2,6,hg51,2, False,False,-1.5029297,-0.25317383
7,"circle,green,3",False,2,3,7,hg51,2, False,False,-1.3378906,-0.30688477
8,"circle,green,1",False,3,0,8,hg51,2, True,False,-1.3505859,-0.30371094
9,"triangle,yellow,1",False,3,1,9,hg51,2, False,False,-1.703125,-0.20300293
10,"circle,blue,2",False,3,2,10,hg51,2, False,False,-1.6015625,-0.22668457
11,"triangle,blue,1",False,3,3,11,hg51,2, False,False,-1.9785156,-0.15014648
12,"triangle,green,1",False,3,4,12,hg51,2, False,False,-2.3378906,-0.1027832
13,"circle,green,2",True,4,0,13,hg51,2, False,False,-1.0458984,-0.43676758
14,"circle,yellow,2",False,5,0,14,hg51,2, False,False,-1.6777344,-0.20861816
15,"circle,blue,1",False,5,1,15,hg51,2, False,False,-2.140625,-0.12585449
16,"rectangle,green,2",False,5,2,16,hg51,2, False,False,-1.9511719,-0.15429688
17,"triangle,yellow,2",False,5,3,17,hg51,2, False,False,-2.8710938,-0.05886841
18,"rectangle,blue,2",False,5,4,18,hg51,2, False,False,-2.265625,-0.11029053
19,"rectangle,green,3",False,6,0,19,hg51,2, True,False,-1.7285156,-0.19702148
20,"triangle,yellow,1",False,6,1,20,hg51,2, False,False,-2.7246094,-0.068359375
21,"circle,green,1",False,6,2,21,hg51,2, False,False,-2.9003906,-0.057037354
22,"triangle,green,2",False,6,3,22,hg51,2, False,False,-2.9746094,-0.052825928
23,"circle,green,3",False,6,4,23,hg51,2, False,False,-2.2109375,-0.11682129
24,"triangle,blue,3",False,7,0,24,hg51,2, False,False,-2.1972656,-0.118896484
25,"circle,green,1",False,7,1,25,hg51,2, False,False,-2.5800781,-0.07940674
26,"rectangle,green,1",False,7,2,26,hg51,2, False,False,-3.1542969,-0.044128418
27,"circle,blue,1",False,7,3,27,hg51,2, False,False,-3.2890625,-0.038391113
28,"triangle,yellow,1",False,7,4,28,hg51,2, False,False,-3.5605469,-0.029266357
29,"triangle,green,3",False,8,0,29,hg51,2, True,True,-0.29467773,-1.3730469
30,"rectangle,yellow,3",False,9,0,30,hg51,2, False,False,-1.9248047,-0.15881348
31,"triangle,yellow,3",False,9,1,31,hg51,2, False,False,-3.0195312,-0.05041504
32,"rectangle,blue,2",False,9,2,32,hg51,2, False,False,-2.7382812,-0.06719971
33,"circle,yellow,2",True,9,3,33,hg51,2, False,False,-2.796875,-0.06323242
34,"rectangle,yellow,1",False,9,4,34,hg51,2, False,False,-2.4941406,-0.08703613
35,"triangle,yellow,3",False,10,0,35,hg51,2, False,False,-1.5029297,-0.2529297
36,"triangle,yellow,1",False,10,1,36,hg51,2, False,False,-1.3837891,-0.28955078
37,"triangle,blue,3",False,11,0,37,hg51,2, False,False,-1.8320312,-0.17541504
38,"triangle,green,2",False,11,1,38,hg51,2, False,False,-1.6132812,-0.22290039
39,"circle,yellow,1",True,12,0,39,hg51,2, False,False,-2.4785156,-0.0881958
40,"rectangle,blue,3",False,12,1,40,hg51,2, False,False,-2.140625,-0.12573242
41,"triangle,green,1",False,12,2,41,hg51,2, False,False,-2.6230469,-0.075805664
42,"triangle,green,2",False,12,3,42,hg51,2, False,False,-2.9160156,-0.05609131
43,"rectangle,yellow,3",False,13,0,43,hg51,2, False,False,-2.0859375,-0.13330078
44,"rectangle,green,2",False,13,1,44,hg51,2, False,False,-2.4492188,-0.09069824
45,"rectangle,blue,3",False,13,2,45,hg51,2, False,False,-2.4648438,-0.08935547
46,"circle,blue,3",True,13,3,46,hg51,2, False,False,-2.6660156,-0.0725708
47,"circle,green,1",True,14,0,47,hg51,2, True,False,-0.8901367,-0.5307617
48,"rectangle,blue,2",False,15,0,48,hg51,2, False,False,-2.1132812,-0.1295166
49,"rectangle,blue,3",False,15,1,49,hg51,2, False,False,-2.4492188,-0.09069824
50,"triangle,yellow,1",False,15,2,50,hg51,2, True,False,-2.421875,-0.093444824
51,"triangle,yellow,3",False,15,3,51,hg51,2, False,False,-2.7539062,-0.066223145
52,"triangle,blue,1",False,15,4,52,hg51,2, False,False,-2.4921875,-0.08679199
53,"circle,yellow,1",True,16,0,53,hg51,2, False,False,-1.3486328,-0.3017578
54,"triangle,blue,1",False,16,1,54,hg51,2, False,False,-1.5517578,-0.23901367
55,"triangle,green,1",False,17,0,55,hg51,2, False,False,-2.0039062,-0.14538574
56,"rectangle,yellow,3",False,17,1,56,hg51,2, False,False,-2.0039062,-0.14526367
57,"triangle,yellow,3",False,17,2,57,hg51,2, False,False,-2.6660156,-0.072387695
58,"triangle,green,2",False,18,0,58,hg51,2, False,False,-2.0859375,-0.13330078
59,"circle,yellow,1",False,18,1,59,hg51,2, False,False,-0.8989258,-0.5239258
60,"rectangle,yellow,3",False,18,2,60,hg51,2, False,False,-2.2792969,-0.10839844
61,"rectangle,yellow,2",False,18,3,61,hg51,2, False,False,-2.140625,-0.12548828
62,"circle,yellow,3",False,18,4,62,hg51,2, False,False,-1.4667969,-0.2631836
63,"triangle,blue,2",False,19,0,63,hg51,2, False,False,-2.6816406,-0.0715332
