,obj,label,set,item_in_set,item_num,concept,listnum,top_ans,mass_ans,true_mass,false_mass
0,"circle,blue,2",False,0,0,0,hg50,2, False,False,-0.80566406,-0.60253906
1,"circle,blue,3",False,0,1,1,hg50,2, True,False,-1.1826172,-0.37060547
2,"circle,blue,1",True,1,0,2,hg50,2, True,False,-1.4111328,-0.28637695
3,"rectangle,blue,2",True,2,0,3,hg50,2, False,False,-1.0878906,-0.41625977
4,"rectangle,green,3",False,2,1,4,hg50,2, False,True,-0.61376953,-0.78564453
5,"circle,green,1",False,2,2,5,hg50,2, False,False,-1.4677734,-0.26464844
6,"triangle,yellow,1",False,2,3,6,hg50,2, True,False,-1.8330078,-0.1772461
7,"triangle,green,3",False,3,0,7,hg50,2, False,False,-0.9580078,-0.4892578
8,"triangle,green,2",False,3,1,8,hg50,2, True,False,-1.6142578,-0.22351074
9,"circle,green,2",False,3,2,9,hg50,2, False,False,-1.8847656,-0.16601562
10,"circle,yellow,3",False,3,3,10,hg50,2, False,False,-1.5898438,-0.23010254
11,"rectangle,green,3",False,4,0,11,hg50,2, False,False,-1.0869141,-0.41479492
12,"circle,yellow,3",False,4,1,12,hg50,2, False,False,-1.8183594,-0.17810059
13,"circle,blue,2",True,4,2,13,hg50,2, False,False,-1.9648438,-0.15222168
14,"rectangle,yellow,1",False,4,3,14,hg50,2, False,False,-1.7158203,-0.20007324
15,"triangle,blue,2",False,5,0,15,hg50,2, False,False,-1.3261719,-0.31054688
16,"rectangle,blue,1",False,5,1,16,hg50,2, False,False,-1.7539062,-0.19128418
17,"rectangle,green,3",False,5,2,17,hg50,2, False,False,-1.6015625,-0.22631836
18,"rectangle,blue,3",False,6,0,18,hg50,2, False,False,-1.4550781,-0.26782227
19,"circle,green,3",False,6,1,19,hg50,2, False,False,-2.0585938,-0.13720703
20,"triangle,blue,1",False,6,2,20,hg50,2, False,False,-1.9511719,-0.15429688
21,"rectangle,green,2",False,6,3,21,hg50,2, False,False,-2.0859375,-0.13330078
22,"rectangle,green,3",False,6,4,22,hg50,2, False,False,-2.0449219,-0.13952637
23,"triangle,green,1",False,7,0,23,hg50,2, True,True,-0.42016602,-1.0761719
24,"triangle,blue,1",False,8,0,24,hg50,2, False,False,-1.3144531,-0.31420898
25,"triangle,blue,3",False,8,1,25,hg50,2, False,False,-2.0585938,-0.13720703
26,"triangle,blue,2",False,9,0,26,hg50,2, False,False,-1.4189453,-0.27856445
27,"triangle,yellow,1",False,9,1,27,hg50,2, False,False,-2.03125,-0.14123535
28,"triangle,blue,3",False,9,2,28,hg50,2, False,False,-2.265625,-0.11010742
29,"circle,yellow,3",False,9,3,29,hg50,2, False,False,-2.3359375,-0.10229492
30,"circle,yellow,2",False,9,4,30,hg50,2, False,False,-2.5507812,-0.08190918
31,"triangle,green,2",False,10,0,31,hg50,2, True,False,-1.4306641,-0.2746582
32,"circle,green,3",False,11,0,32,hg50,2, False,False,-2.6230469,-0.07598877
33,"triangle,blue,3",True,11,1,33,hg50,2, False,False,-2.8554688,-0.059539795
34,"triangle,green,3",False,11,2,34,hg50,2, False,False,-1.5517578,-0.2388916
35,"triangle,green,2",False,11,3,35,hg50,2, False,False,-2.9003906,-0.057006836
36,"rectangle,blue,2",False,12,0,36,hg50,2, False,False,-1.7666016,-0.18823242
37,"rectangle,green,1",False,12,1,37,hg50,2, False,False,-2.6523438,-0.0736084
38,"triangle,yellow,3",False,12,2,38,hg50,2, False,False,-2.3222656,-0.10369873
39,"circle,blue,2",False,12,3,39,hg50,2, False,False,-1.8974609,-0.16308594
40,"rectangle,yellow,3",False,13,0,40,hg50,2, False,False,-2.1542969,-0.1239624
41,"rectangle,green,3",False,13,1,41,hg50,2, False,False,-2.6523438,-0.07348633
42,"triangle,yellow,2",False,13,2,42,hg50,2, False,False,-2.7089844,-0.0692749
43,"circle,yellow,1",False,13,3,43,hg50,2, False,False,-2.8867188,-0.057891846
44,"rectangle,yellow,3",False,14,0,44,hg50,2, False,False,-2.0449219,-0.13916016
45,"triangle,yellow,2",False,14,1,45,hg50,2, False,False,-2.4921875,-0.08666992
46,"circle,blue,3",True,14,2,46,hg50,2, False,False,-2.140625,-0.12561035
47,"rectangle,yellow,3",False,15,0,47,hg50,2, False,False,-1.3261719,-0.3100586
48,"rectangle,blue,2",True,16,0,48,hg50,2, True,False,-1.6767578,-0.20776367
49,"circle,yellow,2",False,16,1,49,hg50,2, True,False,-1.4306641,-0.27416992
50,"rectangle,blue,1",False,17,0,50,hg50,2, False,False,-1.7275391,-0.1965332
51,"rectangle,blue,3",False,17,1,51,hg50,2, False,False,-2.0722656,-0.13500977
52,"circle,yellow,3",False,17,2,52,hg50,2, False,False,-2.0449219,-0.13903809
53,"circle,yellow,2",False,17,3,53,hg50,2, False,False,-2.59375,-0.078063965
54,"rectangle,yellow,3",False,18,0,54,hg50,2, False,False,-1.8056641,-0.18066406
55,"rectangle,yellow,1",False,19,0,55,hg50,2, False,False,-2.2382812,-0.11340332
56,"triangle,yellow,3",False,19,1,56,hg50,2, False,False,-2.1269531,-0.12731934
57,"circle,yellow,2",False,19,2,57,hg50,2, False,False,-2.9160156,-0.05606079
58,"triangle,yellow,2",False,19,3,58,hg50,2, False,False,-2.9296875,-0.0552063
59,"triangle,blue,1",True,19,4,59,hg50,2, False,False,-2.4492188,-0.09075928
60,"triangle,blue,2",False,20,0,60,hg50,2, False,False,-1.9775391,-0.14953613
61,"triangle,blue,3",False,20,1,61,hg50,2, False,False,-2.4785156,-0.08795166
62,"rectangle,blue,1",False,20,2,62,hg50,2, False,False,-1.8056641,-0.18029785
63,"rectangle,green,3",False,21,0,63,hg50,2, False,False,-2.3359375,-0.10211182
64,"triangle,blue,2",False,22,0,64,hg50,2, False,False,-1.8310547,-0.1751709
65,"circle,blue,3",False,22,1,65,hg50,2, False,False,-1.0546875,-0.42944336
66,"rectangle,yellow,1",False,23,0,66,hg50,2, False,False,-2.3085938,-0.105285645
67,"circle,blue,2",True,23,1,67,hg50,2, True,False,-2.0175781,-0.14318848
68,"triangle,green,1",False,23,2,68,hg50,2, False,False,-2.2949219,-0.10668945
69,"circle,yellow,1",False,23,3,69,hg50,2, False,False,-2.8867188,-0.057769775
70,"triangle,green,2",False,23,4,70,hg50,2, False,False,-3.5,-0.030929565
71,"triangle,yellow,2",False,24,0,71,hg50,2, False,False,-1.9511719,-0.15393066
72,"circle,green,1",False,24,1,72,hg50,2, True,False,-2.1542969,-0.12365723
