,obj,label,set,item_in_set,item_num,concept,listnum,top_ans,mass_ans,true_mass,false_mass
0,"circle,green,1",False,0,0,0,hg29,2, False,True,-0.6772461,-0.7241211
1,"triangle,green,1",False,0,1,1,hg29,2, True,True,-0.6665039,-0.7290039
2,"triangle,yellow,3",False,1,0,2,hg29,2, False,False,-0.9057617,-0.5307617
3,"triangle,blue,2",False,1,1,3,hg29,2, False,False,-1.2041016,-0.36010742
4,"triangle,yellow,2",False,1,2,4,hg29,2, False,False,-1.4199219,-0.27905273
5,"circle,blue,3",False,1,3,5,hg29,2, False,False,-1.1826172,-0.36987305
6,"circle,blue,2",False,1,4,6,hg29,2, False,False,-1.4794922,-0.26098633
7,"circle,yellow,2",True,2,0,7,hg29,2, True,True,-0.29736328,-1.375
8,"circle,yellow,3",True,3,0,8,hg29,2, False,False,-1.2822266,-0.32910156
9,"triangle,yellow,2",False,3,1,9,hg29,2, False,False,-0.8457031,-0.5644531
10,"circle,yellow,1",False,3,2,10,hg29,2, False,False,-1.3964844,-0.2866211
11,"triangle,green,1",False,3,3,11,hg29,2, False,False,-1.9785156,-0.15039062
12,"rectangle,blue,1",False,3,4,12,hg29,2, False,False,-1.7548828,-0.19226074
13,"triangle,yellow,1",False,4,0,13,hg29,2, True,False,-0.8544922,-0.5576172
14,"rectangle,green,1",False,4,1,14,hg29,2, True,False,-1.8583984,-0.1706543
15,"circle,blue,1",False,4,2,15,hg29,2, False,False,-2.1972656,-0.11883545
16,"triangle,green,2",False,5,0,16,hg29,2, False,False,-1.2246094,-0.34985352
17,"rectangle,blue,3",True,5,1,17,hg29,2, False,False,-1.9111328,-0.16088867
18,"circle,yellow,2",False,5,2,18,hg29,2, False,False,-1.4785156,-0.26000977
19,"triangle,blue,1",False,6,0,19,hg29,2, False,False,-1.4912109,-0.2565918
20,"triangle,yellow,1",False,6,1,20,hg29,2, False,False,-1.9238281,-0.1586914
21,"circle,yellow,2",True,6,2,21,hg29,2, False,False,-1.3837891,-0.28979492
22,"triangle,green,3",True,7,0,22,hg29,2, True,True,-0.3791504,-1.1601562
23,"triangle,blue,2",False,8,0,23,hg29,2, False,False,-1.3837891,-0.28979492
24,"circle,yellow,2",False,8,1,24,hg29,2, False,False,-1.2685547,-0.33129883
25,"triangle,green,1",False,8,2,25,hg29,2, False,False,-1.7539062,-0.19104004
26,"triangle,green,2",False,9,0,26,hg29,2, False,False,-1.2353516,-0.34472656
27,"circle,green,3",True,9,1,27,hg29,2, False,False,-1.0751953,-0.41870117
28,"triangle,yellow,1",False,9,2,28,hg29,2, False,False,-2.5644531,-0.08062744
29,"circle,yellow,2",True,10,0,29,hg29,2, True,True,-0.6557617,-0.7338867
30,"triangle,blue,1",False,10,1,30,hg29,2, False,False,-2.7089844,-0.06933594
31,"rectangle,yellow,1",True,11,0,31,hg29,2, True,True,-0.22680664,-1.6015625
32,"rectangle,blue,2",False,12,0,32,hg29,2, False,False,-1.4423828,-0.27075195
33,"circle,blue,3",False,12,1,33,hg29,2, True,False,-1.2910156,-0.32250977
34,"rectangle,green,3",False,12,2,34,hg29,2, False,False,-1.7792969,-0.1854248
35,"circle,yellow,3",False,12,3,35,hg29,2, False,False,-1.7148438,-0.19921875
36,"circle,yellow,2",False,12,4,36,hg29,2, True,False,-1.6386719,-0.2166748
37,"circle,yellow,3",True,13,0,37,hg29,2, False,True,-0.68603516,-0.70166016
38,"triangle,blue,1",False,13,1,38,hg29,2, False,False,-3.2441406,-0.040161133
39,"triangle,blue,2",False,13,2,39,hg29,2, False,False,-3.7128906,-0.025009155
40,"circle,blue,2",False,14,0,40,hg29,2, False,False,-0.8989258,-0.5239258
