,obj,label,set,item_in_set,item_num,concept,listnum,top_ans,mass_ans,true_mass,false_mass
0,"triangle,blue,2",True,0,0,0,hg70,2, True,True,-0.58691406,-0.85253906
1,"triangle,yellow,2",False,1,0,1,hg70,2, True,False,-0.94970703,-0.49658203
2,"triangle,blue,3",False,1,1,2,hg70,2, False,False,-0.77685547,-0.62060547
3,"rectangle,blue,1",True,2,0,3,hg70,2, False,False,-0.9301758,-0.5083008
4,"triangle,green,2",True,2,1,4,hg70,2, False,False,-0.9472656,-0.49389648
5,"circle,blue,3",True,2,2,5,hg70,2, False,False,-0.81933594,-0.58496094
6,"triangle,green,1",True,2,3,6,hg70,2, True,True,-0.5385742,-0.8823242
7,"rectangle,yellow,3",False,3,0,7,hg70,2, False,False,-0.99658203,-0.46533203
8,"rectangle,green,1",False,3,1,8,hg70,2, False,False,-1.3261719,-0.31054688
9,"circle,green,1",True,3,2,9,hg70,2, False,False,-1.8320312,-0.17590332
10,"triangle,yellow,2",True,3,3,10,hg70,2, True,False,-0.94677734,-0.49365234
11,"circle,yellow,2",False,4,0,11,hg70,2, False,False,-0.8730469,-0.5449219
12,"triangle,blue,1",True,4,1,12,hg70,2, False,False,-0.9658203,-0.4814453
13,"circle,yellow,1",False,4,2,13,hg70,2, False,True,-0.59814453,-0.80126953
14,"circle,blue,1",False,4,3,14,hg70,2, False,False,-0.7841797,-0.6123047
15,"rectangle,blue,1",True,4,4,15,hg70,2, False,False,-0.7675781,-0.6269531
16,"circle,blue,2",False,5,0,16,hg70,2, True,False,-0.8720703,-0.5439453
17,"circle,green,1",False,5,1,17,hg70,2, True,False,-1.0244141,-0.44628906
18,"triangle,yellow,3",True,5,2,18,hg70,2, True,True,-0.5839844,-0.8183594
19,"rectangle,yellow,2",False,6,0,19,hg70,2, False,False,-0.9848633,-0.46948242
20,"rectangle,green,3",False,6,1,20,hg70,2, False,False,-1.2021484,-0.35864258
21,"circle,yellow,3",True,6,2,21,hg70,2, False,True,-0.44628906,-1.0244141
22,"circle,yellow,3",True,7,0,22,hg70,2, True,True,-0.18200684,-1.8066406
23,"rectangle,blue,2",True,8,0,23,hg70,2, False,False,-1.1914062,-0.36328125
24,"triangle,yellow,3",True,8,1,24,hg70,2, True,True,-0.6333008,-0.7583008
25,"triangle,green,1",True,9,0,25,hg70,2, True,True,-0.22375488,-1.6142578
26,"circle,yellow,1",True,10,0,26,hg70,2, True,False,-0.7421875,-0.6484375
27,"circle,yellow,3",True,10,1,27,hg70,2, True,True,-0.35839844,-1.2021484
28,"rectangle,blue,1",True,10,2,28,hg70,2, False,True,-0.36328125,-1.1914062
29,"triangle,blue,1",True,10,3,29,hg70,2, True,True,-0.09802246,-2.3789062
30,"triangle,green,2",True,11,0,30,hg70,2, True,False,-0.82666016,-0.57666016
31,"rectangle,blue,3",False,11,1,31,hg70,2, True,True,-0.41870117,-1.0751953
32,"circle,yellow,2",True,11,2,32,hg70,2, False,False,-0.77490234,-0.61865234
33,"rectangle,yellow,2",False,11,3,33,hg70,2, False,True,-0.62597656,-0.76660156
34,"circle,green,2",True,12,0,34,hg70,2, True,False,-0.76660156,-0.62597656
35,"triangle,green,2",True,12,1,35,hg70,2, True,True,-0.19348145,-1.7402344
36,"rectangle,green,3",True,12,2,36,hg70,2, True,True,-0.67822266,-0.70947266
37,"triangle,green,1",True,12,3,37,hg70,2, True,True,-0.14538574,-2.0039062
38,"triangle,green,2",True,13,0,38,hg70,2, True,True,-0.5908203,-0.8095703
39,"rectangle,yellow,2",True,13,1,39,hg70,2, False,False,-0.82666016,-0.57666016
40,"rectangle,yellow,1",True,13,2,40,hg70,2, False,True,-0.35375977,-1.2128906
41,"triangle,blue,1",True,14,0,41,hg70,2, False,True,-0.23596191,-1.5644531
42,"circle,blue,1",True,14,1,42,hg70,2, True,True,-0.18554688,-1.7792969
43,"rectangle,green,2",False,15,0,43,hg70,2, False,True,-0.4807129,-0.96533203
44,"triangle,green,2",True,15,1,44,hg70,2, True,True,-0.67822266,-0.70947266
45,"rectangle,blue,1",False,15,2,45,hg70,2, True,True,-0.2355957,-1.5634766
46,"rectangle,yellow,3",True,16,0,46,hg70,2, False,False,-1.0644531,-0.42407227
47,"circle,green,3",True,16,1,47,hg70,2, False,True,-0.39257812,-1.1269531
48,"triangle,blue,2",False,16,2,48,hg70,2, True,True,-0.24560547,-1.5273438
49,"triangle,yellow,1",False,16,3,49,hg70,2, False,False,-1.1699219,-0.37280273
50,"circle,green,1",True,17,0,50,hg70,2, False,True,-0.40307617,-1.1064453
