,obj,label,set,item_in_set,item_num,concept,listnum,top_ans,mass_ans,true_mass,false_mass
0,"triangle,blue,3",True,0,0,0,hg105,2, False,False,-0.95214844,-0.49926758
1,"triangle,yellow,2",True,0,1,1,hg105,2, False,False,-0.76904297,-0.62841797
2,"rectangle,blue,3",True,0,2,2,hg105,2, False,True,-0.29907227,-1.3613281
3,"rectangle,green,1",True,0,3,3,hg105,2, True,True,-0.50097656,-0.93847656
4,"circle,blue,3",True,0,4,4,hg105,2, True,True,-0.27246094,-1.4443359
5,"rectangle,blue,2",True,1,0,5,hg105,2, False,False,-0.7963867,-0.6088867
6,"triangle,blue,3",True,1,1,6,hg105,2, True,True,-0.26513672,-1.4677734
7,"rectangle,green,1",True,1,2,7,hg105,2, True,True,-0.18457031,-1.7939453
8,"rectangle,green,2",True,1,3,8,hg105,2, True,True,-0.10357666,-2.3378906
9,"rectangle,green,3",False,2,0,9,hg105,2, False,True,-0.56640625,-0.84765625
10,"triangle,yellow,1",False,2,1,10,hg105,2, False,False,-2.0332031,-0.14196777
11,"triangle,green,2",False,2,2,11,hg105,2, False,False,-3.0644531,-0.048675537
12,"rectangle,yellow,3",False,2,3,12,hg105,2, False,False,-2.9902344,-0.052459717
13,"circle,blue,2",True,2,4,13,hg105,2, False,False,-2.9453125,-0.05508423
14,"circle,yellow,2",False,3,0,14,hg105,2, True,False,-0.78564453,-0.61376953
15,"triangle,green,1",False,3,1,15,hg105,2, False,False,-1.3720703,-0.29418945
16,"rectangle,green,1",False,3,2,16,hg105,2, False,False,-1.6904297,-0.2055664
17,"triangle,yellow,1",False,4,0,17,hg105,2, False,False,-0.91064453,-0.52001953
18,"triangle,blue,1",True,5,0,18,hg105,2, False,False,-1.1074219,-0.4038086
19,"rectangle,blue,1",True,6,0,19,hg105,2, False,True,-0.63427734,-0.75927734
20,"rectangle,yellow,2",True,6,1,20,hg105,2, True,True,-0.14355469,-2.0175781
21,"rectangle,yellow,1",True,6,2,21,hg105,2, True,True,-0.05645752,-2.9160156
22,"triangle,blue,3",True,6,3,22,hg105,2, True,True,-0.10888672,-2.28125
23,"triangle,yellow,3",True,6,4,23,hg105,2, True,True,-0.060058594,-2.8574219
24,"triangle,yellow,2",False,7,0,24,hg105,2, False,False,-0.8901367,-0.5307617
25,"circle,green,3",False,7,1,25,hg105,2, False,False,-2.1542969,-0.12384033
26,"triangle,green,2",False,7,2,26,hg105,2, False,False,-2.8554688,-0.059570312
27,"circle,green,2",False,7,3,27,hg105,2, False,False,-2.3789062,-0.09777832
28,"rectangle,yellow,3",False,8,0,28,hg105,2, True,False,-1.0751953,-0.4189453
29,"triangle,blue,1",False,8,1,29,hg105,2, False,False,-1.5517578,-0.23901367
30,"triangle,blue,3",False,8,2,30,hg105,2, True,False,-0.91748047,-0.51123047
31,"triangle,yellow,3",True,9,0,31,hg105,2, False,False,-1.2021484,-0.35839844
32,"triangle,blue,2",True,9,1,32,hg105,2, True,True,-0.055267334,-2.9296875
33,"rectangle,green,2",True,9,2,33,hg105,2, True,True,-0.03567505,-3.3632812
34,"rectangle,blue,3",True,9,3,34,hg105,2, True,True,-0.017669678,-4.0664062
35,"triangle,green,1",False,10,0,35,hg105,2, False,False,-0.7338867,-0.6557617
36,"triangle,yellow,2",False,10,1,36,hg105,2, False,False,-2.1972656,-0.1182251
37,"rectangle,blue,1",True,10,2,37,hg105,2, False,False,-2.59375,-0.078063965
38,"triangle,green,2",False,10,3,38,hg105,2, True,True,-0.5698242,-0.8354492
39,"circle,green,1",False,10,4,39,hg105,2, False,False,-1.4667969,-0.26342773
40,"circle,green,3",False,11,0,40,hg105,2, False,False,-1.4189453,-0.27807617
41,"rectangle,blue,1",True,11,1,41,hg105,2, True,False,-0.8442383,-0.5629883
42,"circle,green,1",True,12,0,42,hg105,2, False,False,-1.3486328,-0.30151367
43,"circle,blue,2",True,12,1,43,hg105,2, True,True,-0.14123535,-2.03125
44,"rectangle,blue,2",False,12,2,44,hg105,2, True,True,-0.053710938,-2.9609375
45,"rectangle,blue,1",False,12,3,45,hg105,2, True,True,-0.67871094,-0.70996094
46,"circle,green,1",False,13,0,46,hg105,2, True,False,-0.93652344,-0.49926758
47,"triangle,blue,2",True,13,1,47,hg105,2, False,False,-1.1162109,-0.39770508
48,"triangle,green,3",False,14,0,48,hg105,2, False,False,-1.1914062,-0.3635254
49,"triangle,green,1",False,15,0,49,hg105,2, True,False,-1.0546875,-0.4296875
50,"circle,green,1",False,15,1,50,hg105,2, False,False,-1.4189453,-0.27807617
51,"triangle,green,3",False,16,0,51,hg105,2, False,False,-1.5146484,-0.24926758
52,"circle,green,2",False,17,0,52,hg105,2, False,False,-1.6513672,-0.21374512
53,"rectangle,blue,2",True,18,0,53,hg105,2, False,True,-0.68652344,-0.70214844
54,"circle,blue,1",True,18,1,54,hg105,2, True,True,-0.5834961,-0.8178711
55,"circle,green,1",True,18,2,55,hg105,2, True,True,-0.41870117,-1.0751953
56,"rectangle,blue,3",True,19,0,56,hg105,2, True,True,-0.5698242,-0.8354492
57,"circle,green,2",True,19,1,57,hg105,2, True,True,-0.46875,-0.984375
58,"circle,blue,1",True,19,2,58,hg105,2, True,True,-0.15393066,-1.9511719
59,"circle,yellow,3",True,19,3,59,hg105,2, True,True,-0.17041016,-1.8574219
60,"triangle,yellow,1",False,20,0,60,hg105,2, True,False,-0.96533203,-0.4807129
61,"circle,yellow,2",False,20,1,61,hg105,2, False,False,-2.1542969,-0.12365723
62,"rectangle,yellow,1",False,20,2,62,hg105,2, False,False,-2.3652344,-0.09918213
63,"circle,yellow,3",False,21,0,63,hg105,2, True,False,-1.9775391,-0.14941406
64,"rectangle,yellow,2",False,21,1,64,hg105,2, False,False,-1.9375,-0.15612793
65,"rectangle,blue,2",True,22,0,65,hg105,2, True,True,-0.3491211,-1.2246094
66,"circle,blue,3",True,22,1,66,hg105,2, True,True,-0.114990234,-2.2246094
67,"triangle,green,2",False,22,2,67,hg105,2, True,True,-0.2421875,-1.5390625
68,"circle,green,1",True,23,0,68,hg105,2, True,False,-1.1162109,-0.39770508
69,"circle,blue,3",True,23,1,69,hg105,2, True,True,-0.29345703,-1.3710938
70,"circle,yellow,2",False,24,0,70,hg105,2, False,False,-1.6894531,-0.20483398
71,"triangle,blue,3",True,24,1,71,hg105,2, False,False,-1.4785156,-0.25952148
