,obj,label,set,item_in_set,item_num,concept,listnum,top_ans,mass_ans,true_mass,false_mass
0,"rectangle,yellow,1",False,0,0,0,hg34,2, True,True,-0.6635742,-0.7416992
1,"circle,yellow,3",True,0,1,1,hg34,2, True,True,-0.5595703,-0.8564453
2,"circle,green,3",True,0,2,2,hg34,2, False,False,-0.8286133,-0.5786133
3,"rectangle,green,1",False,0,3,3,hg34,2, False,False,-1.0166016,-0.4543457
4,"circle,blue,2",True,1,0,4,hg34,2, False,True,-0.45288086,-1.03125
5,"rectangle,yellow,3",True,2,0,5,hg34,2, True,True,-0.5473633,-0.8754883
6,"rectangle,green,3",True,2,1,6,hg34,2, False,True,-0.60595703,-0.79345703
7,"rectangle,blue,1",True,2,2,7,hg34,2, True,False,-1.0361328,-0.44189453
8,"circle,yellow,1",False,2,3,8,hg34,2, False,False,-1.0263672,-0.44799805
9,"triangle,green,2",False,3,0,9,hg34,2, False,True,-0.6513672,-0.7451172
10,"rectangle,blue,3",True,3,1,10,hg34,2, True,True,-0.3840332,-1.1494141
11,"triangle,yellow,1",False,3,2,11,hg34,2, False,False,-1.0654297,-0.42504883
12,"triangle,blue,3",True,3,3,12,hg34,2, True,True,-0.43066406,-1.0556641
13,"rectangle,green,2",True,4,0,13,hg34,2, True,True,-0.2919922,-1.3857422
14,"rectangle,blue,1",True,5,0,14,hg34,2, True,False,-0.8544922,-0.5576172
15,"circle,green,3",True,5,1,15,hg34,2, True,True,-0.5307617,-0.8901367
16,"triangle,green,2",False,5,2,16,hg34,2, False,False,-0.9658203,-0.48120117
17,"rectangle,green,3",True,6,0,17,hg34,2, True,True,-0.25341797,-1.5039062
18,"rectangle,yellow,1",False,6,1,18,hg34,2, True,False,-0.9848633,-0.46948242
19,"triangle,yellow,3",True,7,0,19,hg34,2, True,True,-0.18164062,-1.8066406
20,"triangle,green,1",False,8,0,20,hg34,2, False,False,-1.0546875,-0.42993164
21,"circle,green,1",False,8,1,21,hg34,2, False,False,-1.0146484,-0.4519043
22,"triangle,yellow,3",True,8,2,22,hg34,2, True,True,-0.1373291,-2.0585938
23,"circle,yellow,3",True,9,0,23,hg34,2, True,True,-0.030303955,-3.546875
24,"rectangle,green,3",True,10,0,24,hg34,2, True,True,-0.09112549,-2.4511719
25,"circle,green,1",False,10,1,25,hg34,2, True,False,-1.2685547,-0.3310547
26,"rectangle,yellow,1",False,10,2,26,hg34,2, True,False,-0.9555664,-0.48657227
27,"circle,yellow,1",False,10,3,27,hg34,2, False,False,-1.7792969,-0.18554688
28,"triangle,green,3",True,11,0,28,hg34,2, True,True,-0.43530273,-1.0449219
29,"triangle,blue,3",True,11,1,29,hg34,2, True,True,-0.30566406,-1.3369141
30,"rectangle,yellow,3",True,11,2,30,hg34,2, True,True,-0.115112305,-2.2246094
31,"triangle,green,2",False,11,3,31,hg34,2, False,False,-2.0585938,-0.13708496
32,"rectangle,blue,3",True,11,4,32,hg34,2, True,True,-0.11010742,-2.265625
33,"rectangle,yellow,3",True,12,0,33,hg34,2, True,True,-0.024658203,-3.7441406
34,"rectangle,blue,3",True,12,1,34,hg34,2, True,True,-0.019348145,-3.9726562
35,"triangle,blue,2",True,12,2,35,hg34,2, False,False,-1.4902344,-0.25610352
36,"circle,blue,2",True,13,0,36,hg34,2, False,True,-0.22314453,-1.6132812
37,"rectangle,blue,2",True,13,1,37,hg34,2, True,True,-0.1274414,-2.1269531
38,"circle,blue,1",True,13,2,38,hg34,2, True,False,-0.87109375,-0.54296875
39,"rectangle,green,2",True,14,0,39,hg34,2, True,True,-0.33569336,-1.2578125
40,"circle,blue,1",True,14,1,40,hg34,2, True,True,-0.5834961,-0.8178711
41,"rectangle,blue,2",True,14,2,41,hg34,2, True,True,-0.09350586,-2.421875
42,"circle,yellow,3",True,15,0,42,hg34,2, True,True,-0.015205383,-4.25
43,"rectangle,yellow,1",True,16,0,43,hg34,2, False,False,-1.2685547,-0.3310547
