,top5_ans,top_ans,sampled_ans,mass_ans,raw_true_mass,raw_false_mass,norm_true_mass,concept,uid,answers,object
0,"[' False', ' FALSE', ' false', 'False', ' None']", False,0,False,2.835977319648464e-08,0.9998797178268433,2.8363185577973127e-08,hg109,gemma7b-tuned112-answerloss,True,medium blue circle
1,"[' True', 'True', ' true', ' T', ' TRUE']", True,1,True,0.9999996423721313,3.331543374507362e-11,1.0,hg109,gemma7b-tuned112-answerloss,False,large green circle
2,"[' False', 'False', ' FALSE', ' false', ' Fa']", False,0,False,2.0879678940140776e-14,1.0,2.0879678940140776e-14,hg109,gemma7b-tuned112-answerloss,False,small yellow triangle
3,"[' False', 'False', ' FALSE', ' false', ' Fal']", False,0,False,3.4424767452866795e-14,0.9999998807907104,3.4424770840998584e-14,hg109,gemma7b-tuned112-answerloss,False,small green triangle
4,"[' True', 'True', ' true', ' False', ' TRUE']", True,1,True,0.9999996423721313,1.4166082751287945e-09,1.0,hg109,gemma7b-tuned112-answerloss,False,large yellow triangle
5,"[' True', 'True', ' true', ' Tru', ' TRUE']", True,1,True,0.9999998807907104,7.835040667474036e-13,1.0,hg109,gemma7b-tuned112-answerloss,True,medium blue rectangle
6,"[' False', 'False', ' false', ' FALSE', 'false']", False,0,False,3.862352501899941e-15,1.0,3.862352501899941e-15,hg109,gemma7b-tuned112-answerloss,True,small blue triangle
7,"[' False', 'False', ' false', ' FALSE', 'fflush']", False,0,False,6.645543894960403e-17,1.0,6.645543894960403e-17,hg109,gemma7b-tuned112-answerloss,False,small green circle
8,"[' True', 'True', ' true', ' TRUE', ' Tru']", True,1,True,0.9999998807907104,2.0469714517213662e-16,1.0,hg109,gemma7b-tuned112-answerloss,False,large blue circle
9,"[' True', 'True', ' Truth', ' true', '  ']", True,1,True,1.0,3.4424770840998584e-14,1.0,hg109,gemma7b-tuned112-answerloss,True,medium blue triangle
10,"[' True', 'True', ' true', ' TRUE', ' T']", True,1,True,1.0,2.3195226989972605e-16,1.0,hg109,gemma7b-tuned112-answerloss,False,medium blue rectangle
11,"[' False', 'False', ' false', ' FALSE', ' Fal']", False,0,False,2.067367925681911e-15,0.9999998807907104,2.0673681374401478e-15,hg109,gemma7b-tuned112-answerloss,False,medium yellow triangle
12,"[' False', 'False', ' false', ' FALSE', ' -']", False,0,False,1.1434290281273372e-18,1.0,1.1434290281273372e-18,hg109,gemma7b-tuned112-answerloss,False,small green rectangle
13,"[' False', 'False', ' FALSE', ' false', ' Faker']", False,0,False,2.9198483006386813e-18,1.0,2.9198483006386813e-18,hg109,gemma7b-tuned112-answerloss,False,large yellow rectangle
14,"[' True', 'True', ' true', ' False', ' TRUE']", True,1,True,1.0,3.511422055901825e-12,1.0,hg109,gemma7b-tuned112-answerloss,False,small blue circle
15,"[' False', 'False', ' FALSE', ' false', ' FEB']", False,0,False,5.347888742512688e-20,1.0,5.347888742512688e-20,hg109,gemma7b-tuned112-answerloss,False,large blue circle
16,"[' False', 'False', ' FALSE', ' false', 'fflush']", False,0,False,3.675546678841261e-20,1.0,3.675546678841261e-20,hg109,gemma7b-tuned112-answerloss,False,large yellow circle
17,"[' False', 'False', ' FALSE', ' false', ' Fake']", False,0,False,1.5474628650882376e-19,1.0,1.5474628650882376e-19,hg109,gemma7b-tuned112-answerloss,False,large yellow rectangle
18,"[' True', 'True', ' False', ' true', ' Tru']", True,1,True,1.0,4.363462036138799e-09,1.0,hg109,gemma7b-tuned112-answerloss,False,small blue rectangle
19,"[' True', ' False', 'True', ' true', ' TRUE']", True,1,True,1.0,2.510999053129126e-08,1.0,hg109,gemma7b-tuned112-answerloss,True,medium blue circle
20,"[' True', 'True', ' true', ' TRUE', ' Tru']", True,1,True,1.0,8.993766055444109e-18,1.0,hg109,gemma7b-tuned112-answerloss,True,medium blue triangle
21,"[' True', 'True', ' true', ' TRUE', ' T']", True,1,True,1.0,1.1779509320546631e-15,1.0,hg109,gemma7b-tuned112-answerloss,True,small blue triangle
22,"[' False', 'False', ' false', ' FALSE', ' Faker']", False,0,False,1.3216243164608027e-16,1.0,1.3216243164608027e-16,hg109,gemma7b-tuned112-answerloss,False,medium yellow rectangle
23,"[' False', 'False', ' false', ' FALSE', ' Fa']", False,0,False,5.806812036025317e-18,1.0,5.806812036025317e-18,hg109,gemma7b-tuned112-answerloss,False,small yellow circle
24,"[' True', ' False', 'True', ' Truth', ' true']", True,1,True,0.9999998807907104,5.315784434856141e-08,0.9999999403953552,hg109,gemma7b-tuned112-answerloss,True,large blue circle
25,"[' False', 'False', ' false', ' FALSE', ' Fake']", False,0,False,2.8020934535750465e-19,1.0,2.8020934535750465e-19,hg109,gemma7b-tuned112-answerloss,False,medium yellow triangle
26,"[' False', 'False', ' FALSE', ' false', ' Faker']", False,0,False,7.309697491668218e-20,1.0,7.309697491668218e-20,hg109,gemma7b-tuned112-answerloss,False,small yellow triangle
27,"[' False', 'False', ' false', ' FALSE', ' True']", False,0,False,9.357622912219837e-14,1.0,9.357622912219837e-14,hg109,gemma7b-tuned112-answerloss,True,small blue circle
28,"[' False', 'False', ' false', ' FALSE', ' Faker']", False,0,False,5.864672161820544e-17,1.0,5.864672161820544e-17,hg109,gemma7b-tuned112-answerloss,False,medium green rectangle
29,"[' True', ' False', 'True', ' Truth', ' Two']", True,1,True,0.9999932050704956,6.754644346074201e-06,0.9999932646751404,hg109,gemma7b-tuned112-answerloss,True,medium blue circle
