,top5_ans,top_ans,sampled_ans,mass_ans,raw_true_mass,raw_false_mass,norm_true_mass,concept,uid,answers,object
0,"[' True', ' False', ' true', ' false', ' TRUE']", True,1,True,0.7360093593597412,0.14492884278297424,0.8354835510253906,hg38,gemma7b-pretrained,False,medium yellow rectangle
1,"[' False', ' True', 'True', ' true', ' false']", False,1,False,0.46599891781806946,0.5280459523200989,0.46879062056541443,hg38,gemma7b-pretrained,True,large blue triangle
2,"[' False', ' True', ' false', '  ', ' true']", False,0,False,0.24397404491901398,0.751492977142334,0.24508501589298248,hg38,gemma7b-pretrained,True,large green rectangle
3,"[' False', ' True', ' false', '  ', '\n']", False,1,False,0.2685619592666626,0.7300270795822144,0.2689414322376251,hg38,gemma7b-pretrained,True,large blue rectangle
4,"[' False', ' True', ' false', '  ', ' true']", False,1,False,0.32038605213165283,0.6782572865486145,0.32082128524780273,hg38,gemma7b-pretrained,True,medium blue rectangle
5,"[' False', ' True', ' false', '  ', 'False']", False,0,False,0.09520336985588074,0.9032644629478455,0.09534946084022522,hg38,gemma7b-pretrained,False,medium yellow triangle
6,"[' False', ' True', '  ', ' false', ' true']", False,1,False,0.4990927278995514,0.4990927278995514,0.5,hg38,gemma7b-pretrained,False,medium green rectangle
7,"[' True', ' False', '  ', ' true', 'True']", True,0,True,0.6780354380607605,0.3202812671661377,0.6791787147521973,hg38,gemma7b-pretrained,True,large green circle
8,"[' False', ' True', '  ', ' false', ' true']", False,1,False,0.43727919459342957,0.5614776015281677,0.43782350420951843,hg38,gemma7b-pretrained,True,large blue circle
9,"[' False', ' True', ' false', '  ', ' None']", False,0,False,0.22249005734920502,0.7765665650367737,0.22270014882087708,hg38,gemma7b-pretrained,True,small yellow circle
10,"[' False', ' True', '  ', ' false', ' fals']", False,0,False,0.377168744802475,0.6218461394309998,0.3775406777858734,hg38,gemma7b-pretrained,True,medium blue circle
11,"[' False', ' True', ' false', '  ', 'False']", False,0,False,0.07580994814634323,0.9235542416572571,0.07585817575454712,hg38,gemma7b-pretrained,False,medium yellow rectangle
12,"[' True', ' False', '  ', ' false', ' true']", True,1,True,0.5616356134414673,0.43740224838256836,0.562176525592804,hg38,gemma7b-pretrained,True,small yellow circle
13,"[' False', ' True', ' false', '  ', ' None']", False,0,False,0.3771449625492096,0.6218069195747375,0.377540647983551,hg38,gemma7b-pretrained,True,medium blue triangle
14,"[' False', ' True', '  ', ' false', ' fals']", False,0,False,0.4995545446872711,0.4995545446872711,0.5,hg38,gemma7b-pretrained,False,medium green rectangle
15,"[' True', ' False', ' false', '  ', ' true']", True,0,True,0.621936023235321,0.37722328305244446,0.6224592924118042,hg38,gemma7b-pretrained,True,large green triangle
16,"[' True', ' False', '  ', ' false', ' Tru']", True,0,False,0.4995616376399994,0.4995616376399994,0.5,hg38,gemma7b-pretrained,True,large blue triangle
17,"[' True', ' False', '  ', ' false', ' fals']", True,0,False,0.49957209825515747,0.49957209825515747,0.5,hg38,gemma7b-pretrained,True,small blue triangle
18,"[' False', ' True', ' false', ' fals', '  ']", False,0,False,0.43750590085983276,0.5617687106132507,0.43782350420951843,hg38,gemma7b-pretrained,True,large yellow triangle
19,"[' False', ' True', ' false', ' fals', '  ']", False,0,False,0.4375610053539276,0.5618394613265991,0.43782347440719604,hg38,gemma7b-pretrained,True,small blue rectangle
20,"[' True', ' False', '  ', ' false', ' None']", True,0,False,0.4995966851711273,0.4995966851711273,0.5,hg38,gemma7b-pretrained,True,small green circle
21,"[' True', ' False', '  ', ' false', ' Tru']", True,0,True,0.561722993850708,0.43747031688690186,0.5621764659881592,hg38,gemma7b-pretrained,True,small blue triangle
22,"[' True', ' False', ' false', ' Tru', '  ']", True,1,True,0.5618066787719727,0.43753549456596375,0.5621764659881592,hg38,gemma7b-pretrained,True,large blue triangle
23,"[' False', ' True', ' false', '  ', ' fals']", False,0,False,0.2687948942184448,0.7306602597236633,0.2689414322376251,hg38,gemma7b-pretrained,False,medium yellow rectangle
24,"[' True', ' False', 'True', '  ', ' true']", True,1,True,0.8173073530197144,0.18236592411994934,0.8175745010375977,hg38,gemma7b-pretrained,True,large green triangle
25,"[' True', ' False', 'True', ' true', '  ']", True,0,True,0.7305702567100525,0.2687617838382721,0.7310585379600525,hg38,gemma7b-pretrained,True,large blue circle
26,"[' True', ' False', ' false', ' true', '  ']", True,1,True,0.6789109706878662,0.32069483399391174,0.6791787147521973,hg38,gemma7b-pretrained,False,large green rectangle
27,"[' True', ' False', 'True', ' true', 'False']", True,1,True,0.7764754891395569,0.2224639654159546,0.7772998213768005,hg38,gemma7b-pretrained,True,small blue triangle
28,"[' True', ' False', 'True', ' true', 'False']", True,1,True,0.8512737154960632,0.14792919158935547,0.8519527912139893,hg38,gemma7b-pretrained,True,medium blue circle
29,"[' False', ' True', '  ', ' false', 'False']", False,0,False,0.1479983627796173,0.8516717553138733,0.14804719388484955,hg38,gemma7b-pretrained,False,medium yellow rectangle
30,"[' True', ' False', ' true', 'True', '  ']", True,0,True,0.7307976484298706,0.26884543895721436,0.7310585975646973,hg38,gemma7b-pretrained,True,small blue circle
31,"[' True', ' False', ' false', ' true', '  ']", True,0,True,0.6222697496414185,0.3774257004261017,0.622459352016449,hg38,gemma7b-pretrained,False,small green triangle
32,"[' True', ' False', '  ', 'True', ' false']", True,1,True,0.6788672208786011,0.3206741511821747,0.6791787147521973,hg38,gemma7b-pretrained,False,small green rectangle
33,"[' True', ' False', 'True', ' true', '  ']", True,0,True,0.7040430307388306,0.2934888005256653,0.7057850360870361,hg38,gemma7b-pretrained,True,small yellow circle
34,"[' True', ' False', '  ', ' true', 'True']", True,1,True,0.7768558859825134,0.2225729376077652,0.7772998809814453,hg38,gemma7b-pretrained,True,large green circle
35,"[' True', ' False', 'True', ' Tru', ' true']", True,0,True,0.6647499799728394,0.3342572748661041,0.665410578250885,hg38,gemma7b-pretrained,True,large green circle
36,"[' True', ' False', 'True', ' true', '  ']", True,0,True,0.6789641976356506,0.32071995735168457,0.6791787147521973,hg38,gemma7b-pretrained,True,large blue circle
37,"[' True', ' False', ' Tru', 'True', ' false']", True,1,True,0.7308136820793152,0.2688513398170471,0.7310585975646973,hg38,gemma7b-pretrained,False,large green triangle
