,obj,label,set,item_in_set,item_num,model_reply,concept,listnum,top_ans
0,"circle,green,3",True,0,0,0,"The labels for the objects in Group 3 are:
-large green circle-> True
-medium blue circle-> False
-large green rectangle-> True
-small blue rectangle-> False",hg18,2,True
1,"circle,blue,2",False,0,1,1,"The labels for the objects in Group 3 are:
-large green circle-> True
-medium blue circle-> False
-large green rectangle-> True
-small blue rectangle-> False",hg18,2,False
2,"rectangle,green,3",True,0,2,2,"The labels for the objects in Group 3 are:
-large green circle-> True
-medium blue circle-> False
-large green rectangle-> True
-small blue rectangle-> False",hg18,2,True
3,"rectangle,blue,1",False,0,3,3,"The labels for the objects in Group 3 are:
-large green circle-> True
-medium blue circle-> False
-large green rectangle-> True
-small blue rectangle-> False",hg18,2,False
4,"circle,green,1",False,1,0,4,"The labels for the objects in Group 4 are:
-small green circle -> False
-medium yellow triangle -> False
-large blue circle -> True
-medium yellow rectangle -> True",hg18,2,False
5,"triangle,yellow,2",False,1,1,5,"The labels for the objects in Group 4 are:
-small green circle -> False
-medium yellow triangle -> False
-large blue circle -> True
-medium yellow rectangle -> True",hg18,2,False
6,"circle,blue,3",True,1,2,6,"The labels for the objects in Group 4 are:
-small green circle -> False
-medium yellow triangle -> False
-large blue circle -> True
-medium yellow rectangle -> True",hg18,2,True
7,"rectangle,yellow,2",False,1,3,7,"The labels for the objects in Group 4 are:
-small green circle -> False
-medium yellow triangle -> False
-large blue circle -> True
-medium yellow rectangle -> True",hg18,2,True
8,"triangle,yellow,3",True,2,0,8,"The labels for the objects in Group 5 are:
-large yellow triangle-> False
-small blue rectangle-> True",hg18,2,False
9,"rectangle,blue,1",False,2,1,9,"The labels for the objects in Group 5 are:
-large yellow triangle-> False
-small blue rectangle-> True",hg18,2,True
10,"rectangle,yellow,3",True,3,0,10,"The labels for the objects in Group 6 are:
-large yellow rectangle-> True
-large blue rectangle-> True
-small yellow circle-> False
-large blue circle-> True",hg18,2,True
11,"rectangle,blue,3",True,3,1,11,"The labels for the objects in Group 6 are:
-large yellow rectangle-> True
-large blue rectangle-> True
-small yellow circle-> False
-large blue circle-> True",hg18,2,True
12,"circle,yellow,1",False,3,2,12,"The labels for the objects in Group 6 are:
-large yellow rectangle-> True
-large blue rectangle-> True
-small yellow circle-> False
-large blue circle-> True",hg18,2,False
13,"circle,blue,3",True,3,3,13,"The labels for the objects in Group 6 are:
-large yellow rectangle-> True
-large blue rectangle-> True
-small yellow circle-> False
-large blue circle-> True",hg18,2,True
14,"circle,blue,2",False,4,0,14,"The labels for the objects in Group 7 are:
-medium blue circle-> True
-large yellow triangle-> True",hg18,2,True
15,"triangle,yellow,3",True,4,1,15,"The labels for the objects in Group 7 are:
-medium blue circle-> True
-large yellow triangle-> True",hg18,2,True
16,"triangle,blue,2",False,5,0,16,"The labels for the objects in Group 8 are:
-medium blue triangle-> False
-large green circle-> True",hg18,2,False
