,obj,label,set,item_in_set,item_num,concept,listnum,top5,top_ans,mass_ans,sampled_ans,true_raw_mass,false_raw_mass,true_norm_mass,false_norm_mass
0,"triangle,yellow,2",True,0,0,0,hg99,2,"[' True', ' False', ' false', 'True', ' true']", True,False,1,0.4999924302101135,0.4999924302101135,0.5,0.5
1,"circle,yellow,1",True,1,0,1,hg99,2,"[' False', ' True', ' false', 'False', ' None']", False,False,0,0.3775371015071869,0.6224534511566162,0.377540647983551,0.6224592924118042
2,"triangle,yellow,2",False,1,1,2,hg99,2,"[' True', ' False', 'True', ' true', ' TRUE']", True,True,1,0.8807888031005859,0.11920180171728134,0.8807970881462097,0.11920292675495148
3,"triangle,blue,1",True,1,2,3,hg99,2,"[' True', ' False', 'True', ' None', ' true']", True,True,0,0.6791661977767944,0.32081541419029236,0.6791786551475525,0.3208213150501251
4,"circle,yellow,3",False,1,3,4,hg99,2,"[' False', ' True', ' false', ' None', 'False']", False,False,0,0.18242311477661133,0.8175636529922485,0.18242552876472473,0.8175745010375977
5,"triangle,green,2",False,1,4,5,hg99,2,"[' False', ' True', ' false', ' None', 'True']", False,False,0,0.3775321841239929,0.6224453449249268,0.3775406777858734,0.622459352016449
6,"circle,yellow,2",True,2,0,6,hg99,2,"[' True', ' False', 'True', ' false', ' true']", True,True,0,0.5621708631515503,0.43781912326812744,0.5621764659881592,0.43782350420951843
7,"rectangle,green,2",True,2,1,7,hg99,2,"[' False', ' True', ' false', 'True', 'False']", False,False,0,0.4378160238265991,0.5621669292449951,0.43782347440719604,0.562176525592804
8,"circle,yellow,3",False,2,2,8,hg99,2,"[' False', ' True', 'False', ' false', ' None']", False,False,0,0.0600862093269825,0.9399064779281616,0.06008664891123772,0.9399133920669556
9,"rectangle,blue,3",False,3,0,9,hg99,2,"[' False', ' True', ' false', 'False', ' None']", False,False,0,0.18242385983467102,0.8175670504570007,0.18242551386356354,0.8175744414329529
10,"circle,blue,3",False,3,1,10,hg99,2,"[' False', ' True', ' false', 'False', ' None']", False,False,1,0.1824236661195755,0.8175661563873291,0.18242552876472473,0.8175745010375977
11,"circle,yellow,2",True,3,2,11,hg99,2,"[' True', ' False', 'True', ' true', ' TRUE']", True,True,1,0.9046412706375122,0.09534848481416702,0.9046505689620972,0.09534946084022522
12,"circle,blue,1",True,4,0,12,hg99,2,"[' True', ' False', 'True', ' true', ' None']", True,True,0,0.7772914171218872,0.22269771993160248,0.7772998213768005,0.22270013391971588
13,"circle,green,1",True,4,1,13,hg99,2,"[' True', ' False', 'True', ' false', ' true']", True,True,1,0.679169774055481,0.32081711292266846,0.6791786551475525,0.3208213150501251
14,"circle,green,2",False,4,2,14,hg99,2,"[' False', ' True', ' false', 'False', ' None']", False,False,0,0.11920221149921417,0.8807918429374695,0.11920291930437088,0.8807970881462097
