,obj,label,set,item_in_set,item_num,concept,listnum,top5,top_ans,mass_ans,sampled_ans,true_raw_mass,false_raw_mass,true_norm_mass,false_norm_mass
0,"triangle,blue,2",False,0,0,0,hg13,2,"[' False', ' True', ' false', ' None', 'False']", False,False,0,0.18242359161376953,0.8175657987594604,0.18242552876472473,0.8175745010375977
1,"rectangle,blue,3",False,0,1,1,hg13,2,"[' False', ' True', ' false', ' None', 'False']", False,False,0,0.1824236512184143,0.8175660371780396,0.18242552876472473,0.8175744414329529
2,"triangle,yellow,3",False,1,0,2,hg13,2,"[' False', ' True', ' false', 'False', ' None']", False,False,0,0.07585757225751877,0.924134373664856,0.07585818320512772,0.9241418242454529
3,"rectangle,yellow,2",False,1,1,3,hg13,2,"[' False', ' True', ' false', 'False', ' None']", False,False,0,0.1824236810207367,0.8175662159919739,0.18242552876472473,0.8175745010375977
4,"rectangle,yellow,3",False,1,2,4,hg13,2,"[' False', ' True', ' false', 'False', ' None']", False,False,0,0.07585760951042175,0.9241349101066589,0.07585817575454712,0.9241418242454529
5,"rectangle,green,2",False,2,0,5,hg13,2,"[' False', ' True', 'False', ' false', ' None']", False,False,0,0.06008626148104668,0.9399073123931885,0.06008664891123772,0.9399133920669556
6,"circle,green,2",True,2,1,6,hg13,2,"[' True', ' False', 'True', ' true', ' None']", True,True,1,0.8519445657730103,0.14804574847221375,0.8519527912139893,0.14804717898368835
7,"circle,blue,2",False,2,2,7,hg13,2,"[' True', ' False', 'True', ' true', ' None']", True,True,1,0.7310479283332825,0.26893752813339233,0.7310585379600525,0.2689414322376251
8,"triangle,yellow,3",False,3,0,8,hg13,2,"[' False', ' True', 'False', ' None', ' false']", False,False,0,0.014063593931496143,0.9859340786933899,0.014063626527786255,0.9859363436698914
9,"rectangle,yellow,1",False,3,1,9,hg13,2,"[' False', ' True', 'False', ' false', ' None']", False,False,0,0.09534867107868195,0.9046429991722107,0.09534946829080582,0.9046505689620972
10,"circle,blue,3",False,4,0,10,hg13,2,"[' False', ' True', ' false', 'False', ' None']", False,False,0,0.11920163780450821,0.8807876110076904,0.11920291930437088,0.8807970881462097
11,"rectangle,green,1",False,4,1,11,hg13,2,"[' False', ' True', ' false', 'False', ' None']", False,False,0,0.14804542064666748,0.8519426584243774,0.14804717898368835,0.8519527912139893
