,concept,listnum,first_quarter,last_quarter,id,overall
0,hg103,L2,0.5263157894736842,0.5263157894736842,aai,0.4931506849315068
1,hg103,L2,0.42105263157894735,0.47368421052631576,ach,0.6164383561643836
2,hg103,L2,0.5789473684210527,1.0,afc,0.726027397260274
3,hg103,L2,0.5789473684210527,0.5263157894736842,ami,0.4657534246575342
4,hg103,L2,0.47368421052631576,0.5789473684210527,ane,0.5068493150684932
5,hg103,L2,0.5263157894736842,0.5263157894736842,aof,0.5342465753424658
6,hg103,L2,0.6842105263157895,0.5789473684210527,aog,0.5205479452054794
7,hg103,L2,0.6842105263157895,1.0,atb,0.7945205479452054
8,hg103,L2,0.5789473684210527,0.631578947368421,aws,0.5753424657534246
9,hg103,L2,0.5789473684210527,0.21052631578947367,azf,0.547945205479452
10,hg103,L2,0.631578947368421,1.0,azp,0.8082191780821918
11,hg103,L2,0.42105263157894735,0.42105263157894735,bcy,0.3972602739726027
12,hg103,L2,0.631578947368421,0.5263157894736842,blz,0.5616438356164384
13,hg103,L2,0.47368421052631576,0.15789473684210525,bpz,0.4246575342465753
14,hg103,L2,0.5263157894736842,0.3157894736842105,bqq,0.4931506849315068
15,hg103,L2,0.5789473684210527,0.3684210526315789,bty,0.5616438356164384
16,hg103,L2,0.6842105263157895,0.7894736842105263,bxy,0.7397260273972602
17,hg103,L2,0.631578947368421,0.5263157894736842,cai,0.5342465753424658
18,hg103,L2,0.42105263157894735,0.3157894736842105,cay,0.410958904109589
19,hg103,L2,0.6842105263157895,0.3157894736842105,ccm,0.5205479452054794
20,hg103,L2,0.5789473684210527,0.5789473684210527,cjs,0.589041095890411
21,hg103,L2,0.6842105263157895,1.0,clc,0.821917808219178
22,hg103,L1,0.45454545454545453,0.5454545454545454,aax,0.45348837209302323
23,hg103,L1,0.5,1.0,acx,0.686046511627907
24,hg103,L1,0.3181818181818182,0.5454545454545454,agu,0.38372093023255816
25,hg103,L1,0.6363636363636364,0.5,anj,0.5348837209302325
26,hg103,L1,0.45454545454545453,1.0,aqw,0.8023255813953488
27,hg103,L1,0.45454545454545453,0.4090909090909091,asj,0.47674418604651164
28,hg103,L1,0.8181818181818182,0.5,awf,0.5930232558139535
29,hg103,L1,0.36363636363636365,0.6818181818181818,awp,0.4418604651162791
30,hg103,L1,0.5454545454545454,0.6818181818181818,bdn,0.5
31,hg103,L1,0.5454545454545454,0.4090909090909091,bgt,0.4883720930232558
32,hg103,L1,0.09090909090909091,1.0,bhm,0.7093023255813954
33,hg103,L1,0.22727272727272727,0.5454545454545454,bly,0.5116279069767442
34,hg103,L1,0.45454545454545453,0.5,bmi,0.47674418604651164
35,hg103,L1,0.45454545454545453,0.2727272727272727,btn,0.47674418604651164
36,hg103,L1,0.6363636363636364,0.13636363636363635,bwl,0.3953488372093023
37,hg103,L1,0.5454545454545454,0.7727272727272727,bzl,0.5930232558139535
38,hg103,L1,0.5,1.0,cca,0.8604651162790697
39,hg103,L1,0.4090909090909091,1.0,ccf,0.8372093023255814
40,hg103,L1,0.36363636363636365,0.4090909090909091,ccy,0.45348837209302323
41,hg103,L1,0.5454545454545454,1.0,cig,0.7209302325581395
42,hg103,L1,0.4090909090909091,0.22727272727272727,cmr,0.4069767441860465
43,hg76,L2,0.47368421052631576,0.5789473684210527,abv,0.4520547945205479
44,hg76,L2,0.3157894736842105,0.42105263157894735,abw,0.4246575342465753
45,hg76,L2,0.3684210526315789,0.47368421052631576,acq,0.4246575342465753
46,hg76,L2,0.6842105263157895,0.47368421052631576,ags,0.4931506849315068
47,hg76,L2,0.631578947368421,0.7894736842105263,ahb,0.6986301369863014
48,hg76,L2,0.47368421052631576,0.47368421052631576,alc,0.547945205479452
49,hg76,L2,0.5263157894736842,0.5789473684210527,apd,0.6438356164383562
50,hg76,L2,0.5789473684210527,0.5789473684210527,asr,0.547945205479452
51,hg76,L2,0.5789473684210527,0.7894736842105263,aui,0.6575342465753424
52,hg76,L2,0.7368421052631579,0.8947368421052632,auz,0.7808219178082192
53,hg76,L2,0.2631578947368421,0.5263157894736842,bbu,0.4383561643835616
54,hg76,L2,0.6842105263157895,0.8421052631578947,bcs,0.726027397260274
55,hg76,L2,0.47368421052631576,0.5263157894736842,bfs,0.4657534246575342
56,hg76,L2,0.42105263157894735,0.631578947368421,bfw,0.4931506849315068
57,hg76,L2,0.5789473684210527,0.7894736842105263,bpz,0.6438356164383562
58,hg76,L2,0.5789473684210527,0.3157894736842105,brb,0.4794520547945205
59,hg76,L2,0.5263157894736842,0.7368421052631579,bsq,0.726027397260274
60,hg76,L2,0.47368421052631576,0.9473684210526315,btf,0.6164383561643836
61,hg76,L2,0.42105263157894735,0.7368421052631579,bvg,0.6438356164383562
62,hg76,L2,0.5263157894736842,0.47368421052631576,can,0.5205479452054794
63,hg76,L2,0.6842105263157895,0.5263157894736842,cfx,0.6575342465753424
64,hg76,L2,0.3684210526315789,0.631578947368421,ckz,0.5753424657534246
65,hg76,L1,0.42105263157894735,0.47368421052631576,ade,0.5526315789473685
66,hg76,L1,0.631578947368421,0.42105263157894735,ana,0.5526315789473685
67,hg76,L1,0.631578947368421,0.5263157894736842,aog,0.5526315789473685
68,hg76,L1,0.42105263157894735,0.42105263157894735,aqv,0.40789473684210525
69,hg76,L1,0.42105263157894735,0.8947368421052632,awo,0.6052631578947368
70,hg76,L1,0.5789473684210527,0.7368421052631579,axj,0.7368421052631579
71,hg76,L1,0.631578947368421,0.5263157894736842,axo,0.6052631578947368
72,hg76,L1,0.6842105263157895,0.7894736842105263,bbe,0.6052631578947368
73,hg76,L1,0.5263157894736842,0.47368421052631576,bcr,0.5263157894736842
74,hg76,L1,0.631578947368421,0.631578947368421,bct,0.5394736842105263
75,hg76,L1,0.5263157894736842,0.3684210526315789,bff,0.4868421052631579
76,hg76,L1,0.631578947368421,0.631578947368421,bhm,0.6578947368421053
77,hg76,L1,0.42105263157894735,0.6842105263157895,boc,0.5
78,hg76,L1,0.631578947368421,0.7368421052631579,bqc,0.618421052631579
79,hg76,L1,0.5789473684210527,0.631578947368421,bsa,0.5657894736842105
80,hg76,L1,0.5263157894736842,0.3684210526315789,bsn,0.42105263157894735
81,hg76,L1,0.42105263157894735,0.42105263157894735,bva,0.4868421052631579
82,hg76,L1,0.5263157894736842,0.7368421052631579,cai,0.631578947368421
83,hg76,L1,0.5789473684210527,0.8421052631578947,ccd,0.631578947368421
84,hg76,L1,0.3157894736842105,0.7894736842105263,cch,0.6842105263157895
85,hg76,L1,0.5789473684210527,0.631578947368421,ceb,0.5657894736842105
86,hg76,L1,0.3684210526315789,0.8421052631578947,cet,0.6578947368421053
87,hg76,L1,0.42105263157894735,0.7368421052631579,ceu,0.5131578947368421
88,hg76,L1,0.5789473684210527,0.7368421052631579,chc,0.618421052631579
89,hg76,L1,0.47368421052631576,0.631578947368421,cik,0.6052631578947368
90,hg76,L1,0.5263157894736842,0.47368421052631576,cml,0.5789473684210527
91,hg75,L2,0.7222222222222222,0.5,aak,0.5972222222222222
92,hg75,L2,0.5,0.7222222222222222,abu,0.5
93,hg75,L2,0.5,0.8888888888888888,acs,0.6805555555555556
94,hg75,L2,0.5555555555555556,0.2222222222222222,acz,0.4444444444444444
95,hg75,L2,0.7222222222222222,0.8888888888888888,afc,0.7222222222222222
96,hg75,L2,0.6666666666666666,0.5,agv,0.5
97,hg75,L2,0.4444444444444444,0.5,amq,0.3888888888888889
98,hg75,L2,0.6111111111111112,0.5555555555555556,aog,0.4722222222222222
99,hg75,L2,0.6111111111111112,0.8888888888888888,atc,0.8055555555555556
100,hg75,L2,0.6111111111111112,0.8888888888888888,ayj,0.75
101,hg75,L2,0.4444444444444444,0.7777777777777778,bcm,0.6388888888888888
102,hg75,L2,0.7222222222222222,0.8333333333333334,bdf,0.8055555555555556
103,hg75,L2,0.4444444444444444,0.3333333333333333,bfa,0.3888888888888889
104,hg75,L2,0.6666666666666666,0.8888888888888888,bgm,0.7361111111111112
105,hg75,L2,0.3888888888888889,0.7777777777777778,bhj,0.6527777777777778
106,hg75,L2,0.6666666666666666,0.8888888888888888,bhm,0.7777777777777778
107,hg75,L2,0.5555555555555556,0.8333333333333334,bjl,0.7916666666666666
108,hg75,L2,0.5,0.5555555555555556,bjs,0.4444444444444444
109,hg75,L2,0.4444444444444444,0.4444444444444444,brm,0.4583333333333333
110,hg75,L2,0.6111111111111112,0.6666666666666666,bxc,0.6388888888888888
111,hg75,L2,0.5,0.3888888888888889,bxu,0.4444444444444444
112,hg75,L2,0.6111111111111112,0.7222222222222222,cch,0.6388888888888888
113,hg75,L2,0.3888888888888889,0.6666666666666666,cdo,0.5416666666666666
114,hg75,L2,0.5555555555555556,0.7222222222222222,cel,0.5555555555555556
115,hg75,L2,0.7222222222222222,0.8333333333333334,clu,0.6805555555555556
116,hg75,L1,0.5238095238095238,0.5714285714285714,acq,0.5
117,hg75,L1,0.5238095238095238,0.8095238095238095,afs,0.6707317073170732
118,hg75,L1,0.3333333333333333,0.47619047619047616,ahv,0.45121951219512196
119,hg75,L1,0.42857142857142855,0.5238095238095238,aim,0.4634146341463415
120,hg75,L1,0.5714285714285714,0.6190476190476191,ajp,0.6097560975609756
121,hg75,L1,0.38095238095238093,0.6666666666666666,akh,0.524390243902439
122,hg75,L1,0.5238095238095238,0.8095238095238095,alc,0.5853658536585366
123,hg75,L1,0.42857142857142855,0.6190476190476191,amv,0.524390243902439
124,hg75,L1,0.6190476190476191,0.38095238095238093,ape,0.4878048780487805
125,hg75,L1,0.42857142857142855,0.2857142857142857,aue,0.4634146341463415
126,hg75,L1,0.5714285714285714,0.42857142857142855,aui,0.4878048780487805
127,hg75,L1,0.7142857142857143,0.8095238095238095,bct,0.7073170731707317
128,hg75,L1,0.5714285714285714,0.42857142857142855,bdq,0.5
129,hg75,L1,0.6666666666666666,0.47619047619047616,bdv,0.5365853658536586
130,hg75,L1,0.5714285714285714,0.47619047619047616,bgp,0.5121951219512195
131,hg75,L1,0.5714285714285714,0.3333333333333333,bkh,0.5365853658536586
132,hg75,L1,0.47619047619047616,0.7142857142857143,blw,0.6097560975609756
133,hg75,L1,0.42857142857142855,0.6666666666666666,bqa,0.5609756097560976
134,hg75,L1,0.5714285714285714,0.5238095238095238,bqc,0.5
135,hg75,L1,0.8571428571428571,0.5714285714285714,bsa,0.5975609756097561
136,hg75,L1,0.3333333333333333,0.6190476190476191,bxn,0.524390243902439
137,hg75,L1,0.42857142857142855,0.8095238095238095,cfx,0.5487804878048781
138,hg75,L1,0.5238095238095238,0.8095238095238095,clc,0.6829268292682927
139,hg102,L2,0.4,0.55,aaj,0.5189873417721519
140,hg102,L2,0.45,0.95,agu,0.620253164556962
141,hg102,L2,0.6,0.4,ahb,0.4430379746835443
142,hg102,L2,0.35,0.55,aib,0.5569620253164557
143,hg102,L2,0.35,0.55,apa,0.6329113924050633
144,hg102,L2,0.45,0.65,aqq,0.5063291139240507
145,hg102,L2,0.5,0.3,atm,0.5316455696202531
146,hg102,L2,0.3,0.35,avh,0.46835443037974683
147,hg102,L2,0.3,0.35,avi,0.46835443037974683
148,hg102,L2,0.5,0.95,azp,0.6962025316455697
149,hg102,L2,0.4,0.55,bav,0.5316455696202531
150,hg102,L2,0.5,1.0,bbr,0.7088607594936709
151,hg102,L2,0.5,0.85,bgd,0.620253164556962
152,hg102,L2,0.65,0.45,bgm,0.5949367088607594
153,hg102,L2,0.55,0.55,bhc,0.4936708860759494
154,hg102,L2,0.4,0.65,bnz,0.620253164556962
155,hg102,L2,0.55,0.8,bpz,0.569620253164557
156,hg102,L2,0.6,0.6,bqs,0.569620253164557
157,hg102,L2,0.3,0.25,btq,0.31645569620253167
158,hg102,L2,0.5,0.75,bty,0.6329113924050633
159,hg102,L2,0.4,0.55,bwz,0.3924050632911392
160,hg102,L2,0.35,0.65,bzg,0.5316455696202531
161,hg102,L2,0.4,0.95,bzl,0.759493670886076
162,hg102,L2,0.4,0.45,ced,0.379746835443038
163,hg102,L1,0.7894736842105263,0.8947368421052632,aak,0.6666666666666666
164,hg102,L1,0.631578947368421,0.6842105263157895,ach,0.6666666666666666
165,hg102,L1,0.631578947368421,1.0,acx,0.7866666666666666
166,hg102,L1,0.631578947368421,0.7894736842105263,akr,0.5866666666666667
167,hg102,L1,0.5789473684210527,0.631578947368421,alz,0.5066666666666667
168,hg102,L1,0.6842105263157895,0.6842105263157895,ass,0.6666666666666666
169,hg102,L1,0.631578947368421,0.47368421052631576,atb,0.48
170,hg102,L1,0.6842105263157895,0.8947368421052632,ayd,0.6266666666666667
171,hg102,L1,0.6842105263157895,0.5263157894736842,bac,0.5866666666666667
172,hg102,L1,0.7894736842105263,0.47368421052631576,bct,0.6933333333333334
173,hg102,L1,0.5789473684210527,0.5263157894736842,bdt,0.4266666666666667
174,hg102,L1,0.5263157894736842,0.7894736842105263,bug,0.5866666666666667
175,hg102,L1,0.6842105263157895,0.7368421052631579,bvy,0.6666666666666666
176,hg102,L1,0.5789473684210527,0.631578947368421,bwj,0.68
177,hg102,L1,0.7368421052631579,0.8947368421052632,bxu,0.6933333333333334
178,hg102,L1,0.631578947368421,0.6842105263157895,bxy,0.6533333333333333
179,hg102,L1,0.5263157894736842,0.5263157894736842,cew,0.38666666666666666
180,hg102,L1,0.7368421052631579,0.6842105263157895,cfx,0.5866666666666667
181,hg102,L1,0.631578947368421,0.6842105263157895,cig,0.6266666666666667
182,hg102,L1,0.5789473684210527,0.6842105263157895,cki,0.64
183,hg102,L1,0.631578947368421,1.0,ckj,0.6666666666666666
184,hg102,L1,0.5263157894736842,0.6842105263157895,clc,0.68
185,hg111,L1,0.391304347826087,0.6521739130434783,aah,0.6179775280898876
186,hg111,L1,0.5652173913043478,0.5217391304347826,aau,0.48314606741573035
187,hg111,L1,0.4782608695652174,1.0,acq,0.8651685393258427
188,hg111,L1,0.4782608695652174,0.43478260869565216,aes,0.47191011235955055
189,hg111,L1,0.21739130434782608,0.8260869565217391,aln,0.6292134831460674
