,obj,label,set,item_in_set,item_num,concept,listnum,top5,top_ans,mass_ans,sampled_ans,true_raw_mass,false_raw_mass,true_norm_mass,false_norm_mass
0,"rectangle,green,3",False,0,0,0,hg75,2,"[' False', ' True', ' false', ' None', 'False']", False,False,1,0.18242335319519043,0.8175647258758545,0.18242552876472473,0.8175745010375977
1,"circle,yellow,2",False,0,1,1,hg75,2,"[' False', ' True', ' false', ' None', ' true']", False,False,1,0.4378175437450409,0.5621688961982727,0.43782350420951843,0.562176525592804
2,"circle,yellow,3",False,1,0,2,hg75,2,"[' False', ' True', ' false', 'False', ' None']", False,False,0,0.32081782817840576,0.6791713237762451,0.3208213150501251,0.6791787147521973
3,"rectangle,green,2",False,1,1,3,hg75,2,"[' False', ' True', 'False', ' false', ' None']", False,False,0,0.09534863382577896,0.9046427011489868,0.09534946084022522,0.9046505093574524
4,"circle,blue,2",True,2,0,4,hg75,2,"[' False', ' True', ' false', 'True', 'False']", False,False,0,0.4378181993961334,0.5621696710586548,0.4378235340118408,0.562176525592804
5,"triangle,yellow,3",False,2,1,5,hg75,2,"[' False', ' True', ' false', ' None', 'True']", False,False,0,0.37753695249557495,0.6224532127380371,0.3775406777858734,0.622459352016449
6,"rectangle,green,1",False,2,2,6,hg75,2,"[' False', ' True', ' false', 'False', ' None']", False,False,0,0.14804576337337494,0.851944625377655,0.14804717898368835,0.8519527912139893
7,"circle,yellow,3",False,2,3,7,hg75,2,"[' False', ' True', ' false', 'False', ' None']", False,False,1,0.18242408335208893,0.8175680041313171,0.18242552876472473,0.8175745010375977
8,"triangle,yellow,1",True,3,0,8,hg75,2,"[' False', ' True', ' false', ' None', 'False']", False,False,1,0.3208179473876953,0.6791715621948242,0.3208213150501251,0.6791787147521973
9,"triangle,blue,2",True,3,1,9,hg75,2,"[' True', ' False', 'True', ' true', ' false']", True,True,0,0.8175678253173828,0.18242403864860535,0.8175744414329529,0.18242551386356354
10,"circle,yellow,3",True,3,2,10,hg75,2,"[' False', ' True', ' false', 'False', ' None']", False,False,1,0.14804603159427643,0.8519461750984192,0.14804719388484955,0.851952850818634
