,obj,label,set,item_in_set,item_num,concept,listnum,top5,top_ans,mass_ans,sampled_ans,true_raw_mass,false_raw_mass,true_norm_mass,false_norm_mass
0,"rectangle,green,2",True,0,0,0,hg49,2,"[' True', ' False', 'True', ' true', ' None']", True,True,1,0.8519464135169983,0.14804607629776,0.8519527912139893,0.14804719388484955
1,"rectangle,green,3",False,0,1,1,hg49,2,"[' False', ' True', ' false', ' None', 'False']", False,False,0,0.18242406845092773,0.8175678849220276,0.18242554366588593,0.8175744414329529
2,"circle,blue,1",False,0,2,2,hg49,2,"[' False', ' True', ' false', ' None', ' true']", False,False,0,0.3208167254924774,0.6791689991950989,0.3208213150501251,0.6791787147521973
3,"triangle,blue,3",False,0,3,3,hg49,2,"[' False', ' True', 'False', ' false', ' None']", False,False,1,0.03732671961188316,0.962668776512146,0.037326887249946594,0.9626731276512146
4,"rectangle,yellow,1",True,0,4,4,hg49,2,"[' True', ' False', 'True', ' true', ' TRUE']", True,True,1,0.9399063587188721,0.0600862018764019,0.9399133324623108,0.06008664891123772
5,"rectangle,yellow,1",True,1,0,5,hg49,2,"[' True', ' False', 'True', ' TRUE', ' true']", True,True,1,0.9046388268470764,0.09534822404384613,0.9046505093574524,0.09534946084022522
6,"rectangle,green,3",False,1,1,6,hg49,2,"[' False', ' True', ' false', 'False', ' None']", False,False,0,0.1480458527803421,0.851945161819458,0.14804717898368835,0.851952850818634
7,"circle,blue,3",False,1,2,7,hg49,2,"[' False', ' True', 'False', ' false', ' None']", False,False,0,0.017986157909035683,0.9820109009742737,0.01798621006309986,0.9820137619972229
8,"triangle,blue,2",False,2,0,8,hg49,2,"[' False', ' True', ' false', ' None', 'True']", False,False,0,0.3775379955768585,0.6224548816680908,0.3775407075881958,0.622459352016449
9,"triangle,blue,1",False,2,1,9,hg49,2,"[' True', ' False', 'True', ' false', ' None']", True,False,1,0.4999939203262329,0.4999939203262329,0.5,0.5
10,"rectangle,green,3",True,2,2,10,hg49,2,"[' False', ' True', 'False', ' false', ' FALSE']", False,False,0,0.07585766166448593,0.9241355061531067,0.07585818320512772,0.9241418242454529
11,"circle,yellow,3",False,2,3,11,hg49,2,"[' False', ' True', 'False', ' false', ' None']", False,False,0,0.0953487828373909,0.9046440720558167,0.09534946829080582,0.9046505689620972
12,"rectangle,blue,3",True,2,4,12,hg49,2,"[' False', ' True', ' false', 'True', 'False']", False,False,1,0.3775366246700287,0.6224526762962341,0.3775406777858734,0.622459352016449
13,"circle,yellow,3",False,3,0,13,hg49,2,"[' False', ' True', ' false', ' None', 'False']", False,False,0,0.09534867107868195,0.9046429991722107,0.09534946829080582,0.9046505689620972
14,"rectangle,blue,2",False,4,0,14,hg49,2,"[' True', ' False', 'True', ' true', ' false']", True,True,1,0.6791732907295227,0.3208187520503998,0.6791787147521973,0.3208213150501251
15,"triangle,blue,2",True,4,1,15,hg49,2,"[' False', ' True', ' false', 'False', ' None']", False,False,1,0.2689388394355774,0.7310514450073242,0.2689414620399475,0.7310585379600525
16,"triangle,yellow,2",True,4,2,16,hg49,2,"[' True', ' False', ' false', 'True', ' None']", True,False,1,0.49999552965164185,0.49999552965164185,0.5,0.5
17,"rectangle,yellow,2",False,5,0,17,hg49,2,"[' True', ' False', ' false', 'True', ' true']", True,True,1,0.5621712803840637,0.4378194212913513,0.562176525592804,0.43782350420951843
18,"triangle,yellow,2",True,5,1,18,hg49,2,"[' True', ' False', 'True', ' true', ' None']", True,True,1,0.7310521602630615,0.2689390778541565,0.7310585379600525,0.2689414322376251
19,"circle,green,1",False,5,2,19,hg49,2,"[' False', ' True', ' false', ' None', 'False']", False,False,0,0.11920177936553955,0.8807886242866516,0.11920292675495148,0.8807970881462097
20,"triangle,yellow,3",False,5,3,20,hg49,2,"[' False', ' True', ' false', ' None', 'False']", False,False,1,0.268938273191452,0.7310499548912048,0.2689414620399475,0.7310585975646973
21,"circle,yellow,2",False,6,0,21,hg49,2,"[' False', ' True', ' false', ' None', 'False']", False,False,0,0.18242423236370087,0.8175687193870544,0.18242551386356354,0.8175744414329529
22,"rectangle,blue,2",False,7,0,22,hg49,2,"[' False', ' True', ' false', 'True', 'False']", False,False,0,0.3775371313095093,0.622453510761261,0.3775406777858734,0.622459352016449
23,"triangle,blue,1",True,7,1,23,hg49,2,"[' False', ' True', ' false', ' None', 'True']", False,False,0,0.3775365948677063,0.6224525570869446,0.3775406777858734,0.6224592924118042
24,"rectangle,green,1",False,7,2,24,hg49,2,"[' True', ' False', ' false', 'True', ' None']", True,True,1,0.56216961145401,0.43781810998916626,0.562176525592804,0.43782347440719604
25,"circle,yellow,2",False,7,3,25,hg49,2,"[' False', ' True', ' false', 'False', ' None']", False,False,0,0.22269821166992188,0.7772931456565857,0.22270013391971588,0.7772998809814453
26,"triangle,green,3",False,7,4,26,hg49,2,"[' False', ' True', ' false', ' None', 'False']", False,False,1,0.3208179771900177,0.6791716814041138,0.3208213150501251,0.6791787147521973
27,"circle,blue,3",False,8,0,27,hg49,2,"[' False', ' True', ' false', 'False', ' None']", False,False,1,0.11920220404863358,0.8807917833328247,0.11920291930437088,0.8807970881462097
28,"triangle,blue,3",False,8,1,28,hg49,2,"[' False', ' True', ' false', ' true', 'True']", False,False,0,0.37753745913505554,0.6224539875984192,0.3775407075881958,0.622459352016449
29,"triangle,blue,3",False,9,0,29,hg49,2,"[' False', ' True', ' false', 'False', ' None']", False,False,0,0.2689378559589386,0.7310488224029541,0.2689414322376251,0.7310585975646973
30,"triangle,yellow,2",True,9,1,30,hg49,2,"[' True', ' False', 'True', ' None', ' true']", True,True,1,0.6791713833808899,0.32081785798072815,0.6791786551475525,0.32082128524780273
31,"circle,yellow,3",False,9,2,31,hg49,2,"[' False', ' True', 'False', ' false', ' None']", False,False,0,0.0758577361702919,0.9241364002227783,0.07585817575454712,0.9241418242454529
32,"triangle,green,3",False,10,0,32,hg49,2,"[' False', ' True', 'False', ' false', ' None']", False,False,1,0.09534858912229538,0.9046422243118286,0.09534946084022522,0.9046505093574524
33,"triangle,yellow,2",True,10,1,33,hg49,2,"[' True', ' False', 'True', ' true', ' TRUE']", True,True,1,0.8519459366798401,0.14804598689079285,0.851952850818634,0.14804719388484955
34,"rectangle,blue,1",True,10,2,34,hg49,2,"[' False', ' True', ' false', 'True', ' None']", False,False,1,0.4378189146518707,0.5621706247329712,0.43782350420951843,0.562176525592804
35,"rectangle,yellow,1",True,10,3,35,hg49,2,"[' True', ' False', 'True', ' true', ' false']", True,True,1,0.7310521602630615,0.2689390778541565,0.7310585379600525,0.2689414322376251
36,"rectangle,yellow,3",False,10,4,36,hg49,2,"[' False', ' True', ' false', 'False', ' None']", False,False,0,0.22269810736179352,0.777292788028717,0.22270013391971588,0.7772998809814453
37,"rectangle,green,1",True,11,0,37,hg49,2,"[' False', ' True', ' false', ' None', 'False']", False,False,0,0.3208179473876953,0.6791715621948242,0.3208213150501251,0.6791787147521973
38,"rectangle,green,2",False,11,1,38,hg49,2,"[' True', ' False', 'True', ' true', ' false']", True,True,1,0.6224524974822998,0.3775365352630615,0.622459352016449,0.3775406777858734
