,top5_ans,top_ans,sampled_ans,mass_ans,raw_true_mass,raw_false_mass,norm_true_mass,concept,uid,answers,object
0,"[' True', ' False', ' false', 'True', 'False']", True,1,True,0.5204828977584839,0.47949132323265076,0.5204963088035583,hg04,gemma2b-tuned112,False,small yellow rectangle
1,"[' False', ' True', 'False', ' None', ' AssertionError']", False,1,False,0.1943667083978653,0.8056275844573975,0.19436782598495483,hg04,gemma2b-tuned112,False,small yellow triangle
2,"[' False', ' True', 'True', 'False', ' None']", False,0,False,0.42440927028656006,0.5755842924118042,0.4244120121002197,hg04,gemma2b-tuned112,False,large blue rectangle
3,"[' False', ' True', 'True', 'False', ' false']", False,1,False,0.41300052404403687,0.586992084980011,0.4130035638809204,hg04,gemma2b-tuned112,False,large green triangle
4,"[' False', ' True', 'False', 'True', ' None']", False,0,False,0.19806340336799622,0.801932692527771,0.1980641782283783,hg04,gemma2b-tuned112,False,small blue triangle
5,"[' False', ' True', 'False', ' false', ' [']", False,1,False,0.18126270174980164,0.8187345266342163,0.18126319348812103,hg04,gemma2b-tuned112,False,medium green triangle
6,"[' False', ' True', 'False', 'True', ' false']", False,0,False,0.17895479500293732,0.821039080619812,0.17895589768886566,hg04,gemma2b-tuned112,False,large blue triangle
7,"[' False', ' True', 'False', 'True', ' false']", False,0,False,0.16026552021503448,0.8397312760353088,0.16026604175567627,hg04,gemma2b-tuned112,False,medium blue rectangle
8,"[' False', ' True', 'False', ' false', 'True']", False,1,False,0.05146274343132973,0.9485368132591248,0.05146276578307152,hg04,gemma2b-tuned112,False,small green triangle
9,"[' False', ' True', 'False', ' false', ' None']", False,0,False,0.08694149553775787,0.9130566120147705,0.086941659450531,hg04,gemma2b-tuned112,False,small green rectangle
10,"[' False', ' True', ' false', 'False', ' [']", False,0,False,0.09739003330469131,0.902606189250946,0.09739039838314056,hg04,gemma2b-tuned112,False,large green triangle
11,"[' False', ' True', 'False', ' false', 'True']", False,0,False,0.05108270421624184,0.9489166140556335,0.05108273774385452,hg04,gemma2b-tuned112,False,small yellow rectangle
12,"[' False', ' True', 'False', ' [', ' None']", False,0,False,0.06705623865127563,0.9329430460929871,0.06705628335475922,hg04,gemma2b-tuned112,False,medium blue rectangle
13,"[' False', ' True', 'False', ' None', ' false']", False,0,False,0.06608535349369049,0.9339142441749573,0.06608538329601288,hg04,gemma2b-tuned112,True,small green circle
14,"[' False', ' True', 'False', ' [', ' None']", False,0,False,0.04742583632469177,0.9525734186172485,0.04742586985230446,hg04,gemma2b-tuned112,False,large green triangle
15,"[' False', ' True', 'False', ' FALSE', ' Yes']", False,0,False,0.05665237456560135,0.9433467388153076,0.05665242671966553,hg04,gemma2b-tuned112,False,small yellow triangle
