,top5_ans,top_ans,sampled_ans,mass_ans,raw_true_mass,raw_false_mass,norm_true_mass,concept,uid,answers,object
0,"[' True', ' False', ' false', ' true', 'True']", True,0,False,0.4999821186065674,0.4999821186065674,0.5,hg23,gemma7b-tuned92,True,small green circle
1,"[' True', ' False', 'True', '  ', ' None']", True,1,True,0.7772914171218872,0.2226977199316024,0.7772998213768005,hg23,gemma7b-tuned92,False,large green circle
2,"[' True', ' False', ' None', 'True', ' false']", True,1,True,0.5621687769889832,0.4378174841403961,0.5621764659881592,hg23,gemma7b-tuned92,True,small green triangle
3,"[' False', ' True', ' None', ' false', ' Fake']", False,0,False,0.2226971834897995,0.7772895097732544,0.222700148820877,hg23,gemma7b-tuned92,False,large blue rectangle
4,"[' False', ' True', ' false', ' None', ' true']", False,0,False,0.3208179771900177,0.6791716814041138,0.3208213150501251,hg23,gemma7b-tuned92,False,large blue triangle
5,"[' False', ' True', ' false', ' None', 'False']", False,0,False,0.1480458527803421,0.8519450426101685,0.1480472087860107,hg23,gemma7b-tuned92,False,large yellow triangle
6,"[' True', ' False', ' None', 'True', ' true']", True,1,True,0.5621702075004578,0.4378185868263244,0.562176525592804,hg23,gemma7b-tuned92,True,medium yellow rectangle
7,"[' False', ' True', ' false', ' None', 'False']", False,1,False,0.1824245303869247,0.8175700306892395,0.1824255138635635,hg23,gemma7b-tuned92,False,large yellow rectangle
8,"[' False', ' True', ' false', 'False', ' None']", False,0,False,0.1192021667957305,0.8807914853096008,0.1192029193043708,hg23,gemma7b-tuned92,False,large green circle
9,"[' False', ' True', ' false', ' None', 'False']", False,0,False,0.3208183348178863,0.6791724562644958,0.3208212852478027,hg23,gemma7b-tuned92,True,medium blue triangle
10,"[' False', ' True', ' false', 'False', ' None']", False,0,False,0.0953489392995834,0.904645562171936,0.0953494608402252,hg23,gemma7b-tuned92,False,large blue circle
11,"[' True', ' False', 'True', ' false', ' None']", True,1,True,0.5621707439422607,0.4378190040588379,0.562176525592804,hg23,gemma7b-tuned92,True,medium yellow circle
12,"[' True', ' False', 'True', ' None', ' true']", True,1,True,0.7310526371002197,0.2689392566680908,0.7310585379600525,hg23,gemma7b-tuned92,True,small yellow rectangle
13,"[' False', ' True', ' false', ' None', ' true']", False,0,False,0.4378184676170349,0.5621700286865234,0.4378235042095184,hg23,gemma7b-tuned92,True,small blue rectangle
14,"[' False', ' True', ' false', ' None', 'False']", False,1,False,0.1480460464954376,0.8519461750984192,0.1480471938848495,hg23,gemma7b-tuned92,False,large green rectangle
15,"[' False', ' True', ' false', ' None', 'False']", False,1,False,0.1824238300323486,0.8175668716430664,0.1824255287647247,hg23,gemma7b-tuned92,False,large green circle
16,"[' True', ' False', ' false', 'True', ' true']", True,1,True,0.5621713399887085,0.4378194808959961,0.562176525592804,hg23,gemma7b-tuned92,True,medium blue circle
17,"[' False', ' True', ' false', ' None', 'False']", False,0,False,0.1480455845594406,0.8519434928894043,0.1480471938848495,hg23,gemma7b-tuned92,False,large green triangle
18,"[' True', ' False', 'True', ' true', ' None']", True,1,True,0.8519442081451416,0.1480457037687301,0.8519527912139893,hg23,gemma7b-tuned92,True,small blue circle
19,"[' False', ' True', ' false', ' None', 'False']", False,1,False,0.1192020773887634,0.8807908296585083,0.1192029193043708,hg23,gemma7b-tuned92,False,large yellow triangle
20,"[' True', ' False', ' false', ' None', 'True']", True,1,True,0.5621711611747742,0.4378193318843841,0.562176525592804,hg23,gemma7b-tuned92,True,medium green rectangle
21,"[' True', ' False', 'True', ' true', ' TRUE']", True,1,True,0.9046451449394226,0.0953488945960998,0.9046505093574524,hg23,gemma7b-tuned92,True,medium blue circle
22,"[' True', ' False', 'True', ' TRUE', ' true']", True,1,True,0.8807905912399292,0.1192020401358604,0.8807970881462097,hg23,gemma7b-tuned92,True,medium blue triangle
23,"[' True', ' False', 'True', ' true', ' TRUE']", True,1,True,0.939908802509308,0.0600863583385944,0.9399133324623108,hg23,gemma7b-tuned92,True,medium green circle
24,"[' False', ' True', ' false', 'False', ' None']", False,0,False,0.0758578404784202,0.9241376519203186,0.0758581832051277,hg23,gemma7b-tuned92,False,large blue rectangle
25,"[' True', ' False', 'True', ' TRUE', ' true']", True,1,True,0.9046448469161988,0.0953488647937774,0.9046505689620972,hg23,gemma7b-tuned92,True,medium yellow circle
26,"[' True', ' False', 'True', ' TRUE', ' true']", True,1,True,0.8807911276817322,0.1192021146416664,0.8807970881462097,hg23,gemma7b-tuned92,True,medium yellow rectangle
27,"[' True', ' False', ' None', 'True', ' true']", True,1,True,0.7772932052612305,0.2226982414722442,0.7772998809814453,hg23,gemma7b-tuned92,True,small yellow triangle
28,"[' True', ' False', 'True', ' None', ' true']", True,0,True,0.7310513257980347,0.2689387500286102,0.7310585379600525,hg23,gemma7b-tuned92,True,small green triangle
29,"[' False', ' True', 'False', ' false', ' None']", False,0,False,0.0953489914536476,0.9046460390090942,0.0953494608402252,hg23,gemma7b-tuned92,False,large yellow rectangle
30,"[' False', ' True', 'False', ' false', ' None']", False,0,False,0.0600863769650459,0.9399091005325316,0.0600866489112377,hg23,gemma7b-tuned92,False,large blue circle
31,"[' True', ' False', 'True', ' TRUE', ' true']", True,1,True,0.8807907700538635,0.1192020699381828,0.8807970881462097,hg23,gemma7b-tuned92,True,small green rectangle
32,"[' True', ' False', 'True', ' TRUE', ' true']", True,1,True,0.9399089217185974,0.060086365789175,0.9399133324623108,hg23,gemma7b-tuned92,True,medium blue triangle
33,"[' True', ' False', 'True', ' true', ' TRUE']", True,1,True,0.9770190119743348,0.0229772850871086,0.977022647857666,hg23,gemma7b-tuned92,True,small green circle
34,"[' False', ' True', 'False', ' false', ' FALSE']", False,0,False,0.0229773093014955,0.977020025253296,0.0229773707687854,hg23,gemma7b-tuned92,False,large green triangle
35,"[' True', ' False', 'True', ' true', ' TRUE']", True,1,True,0.8807893395423889,0.1192018762230873,0.8807970285415649,hg23,gemma7b-tuned92,True,medium blue rectangle
36,"[' True', ' False', 'True', ' TRUE', ' true']", True,1,True,0.9706849455833436,0.0293121449649333,0.9706878066062928,hg23,gemma7b-tuned92,True,small blue circle
37,"[' True', ' False', 'True', ' None', ' true']", True,1,True,0.8519444465637207,0.1480457484722137,0.8519527912139893,hg23,gemma7b-tuned92,True,medium yellow triangle
38,"[' True', ' False', 'True', ' TRUE', ' true']", True,1,True,0.924136221408844,0.0758577212691307,0.9241418242454528,hg23,gemma7b-tuned92,True,medium green circle
39,"[' True', ' False', 'True', ' TRUE', ' true']", True,1,True,0.9399071931838988,0.060086254030466,0.9399133324623108,hg23,gemma7b-tuned92,True,medium yellow circle
40,"[' False', ' True', ' false', 'False', ' None']", False,0,False,0.1192020773887634,0.8807908296585083,0.1192029193043708,hg23,gemma7b-tuned92,False,large green rectangle
41,"[' False', ' True', ' false', 'False', ' None']", False,1,False,0.0953489243984222,0.9046454429626464,0.0953494608402252,hg23,gemma7b-tuned92,False,large yellow circle
42,"[' True', ' False', 'True', ' TRUE', ' true']", True,1,True,0.9947787523269652,0.0052201198413968,0.994779884815216,hg23,gemma7b-tuned92,True,medium yellow rectangle
43,"[' False', ' True', 'False', ' false', ' None']", False,0,False,0.0373268090188503,0.9626711010932922,0.0373268872499465,hg23,gemma7b-tuned92,False,large yellow circle
44,"[' True', ' False', 'True', ' TRUE', ' true']", True,1,True,0.962669849395752,0.0373267605900764,0.9626731276512146,hg23,gemma7b-tuned92,True,medium green rectangle
