,obj,label,set,item_in_set,item_num,concept,listnum,top5,top_ans,mass_ans,true_mass,false_mass
0,"circle,blue,2",True,0,0,0,hg84,2,"['True', 'False', 'True', 'False', '?']",True,True,19.5703125,18.8671875
1,"circle,green,3",True,1,0,1,hg84,2,"['True', 'False', 'True', 'False', 'false']",True,True,22.033203125,21.908203125
2,"rectangle,green,3",False,1,1,2,hg84,2,"['True', 'False', 'True', 'False', 'true']",True,True,22.953125,22.265625
3,"rectangle,green,1",False,1,2,3,hg84,2,"['False', 'True', 'True', 'False', '']",False,False,22.8154296875,23.1435546875
4,"rectangle,blue,2",True,2,0,4,hg84,2,"['False', 'True', 'False', 'True', 'false']",False,False,23.2529296875,24.0185546875
5,"triangle,blue,3",True,2,1,5,hg84,2,"['False', 'True', 'True', 'False', 'false']",False,False,23.90234375,24.12109375
6,"circle,blue,1",True,2,2,6,hg84,2,"['False', 'True', 'False', 'True', 'false']",False,False,22.82421875,23.44921875
7,"circle,green,2",True,3,0,7,hg84,2,"['False', 'True', 'True', 'False', 'false']",False,False,22.54296875,22.73046875
8,"rectangle,blue,2",True,3,1,8,hg84,2,"['True', 'False', 'True', 'False', 'Tr']",True,True,23.9755859375,23.8818359375
9,"circle,blue,1",True,3,2,9,hg84,2,"['True', 'False', 'True', 'False', 'Tr']",True,True,22.931640625,22.619140625
10,"circle,green,1",True,3,3,10,hg84,2,"['False', 'True', 'False', 'True', '']",False,False,23.203125,23.71875
11,"circle,blue,2",True,4,0,11,hg84,2,"['True', 'False', 'True', 'False', '']",True,True,20.7109375,20.0234375
12,"triangle,green,1",True,4,1,12,hg84,2,"['False', 'True', 'False', 'True', 'false']",False,False,23.8369140625,24.2744140625
13,"rectangle,yellow,2",False,4,2,13,hg84,2,"['False', 'True', 'False', 'True', 'false']",False,False,23.943359375,24.615234375
14,"circle,blue,1",True,4,3,14,hg84,2,"['True', 'False', 'True', 'False', '']",True,True,22.517578125,22.033203125
15,"circle,yellow,1",True,5,0,15,hg84,2,"['False', 'True', 'True', 'False', 'false']",False,False,23.5361328125,23.9111328125
16,"circle,blue,2",True,5,1,16,hg84,2,"['True', 'False', 'True', 'False', 'Tr']",True,True,23.720703125,22.626953125
17,"triangle,blue,3",True,5,2,17,hg84,2,"['True', 'False', 'True', 'False', 'Tr']",True,True,24.3037109375,24.0537109375
18,"triangle,yellow,1",False,6,0,18,hg84,2,"['False', 'True', 'True', 'False', 'false']",False,False,24.396484375,24.505859375
19,"circle,blue,3",True,6,1,19,hg84,2,"['True', 'False', 'True', 'Tr', 'False']",True,True,24.201171875,22.544921875
20,"rectangle,yellow,1",False,7,0,20,hg84,2,"['False', 'True', 'False', 'True', 'false']",False,False,24.69384765625,25.25634765625
21,"triangle,green,3",True,7,1,21,hg84,2,"['False', 'True', 'False', 'True', 'Tr']",False,False,26.426025390625,26.863525390625
22,"circle,blue,2",True,7,2,22,hg84,2,"['True', 'False', 'True', 'Tr', '']",True,True,23.505859375,21.849609375
23,"rectangle,yellow,3",False,8,0,23,hg84,2,"['False', 'True', 'True', 'False', 'None']",False,False,22.138671875,22.279296875
24,"circle,yellow,1",True,9,0,24,hg84,2,"['True', 'False', 'True', 'False', '']",True,True,22.13671875,21.99609375
25,"rectangle,yellow,1",False,10,0,25,hg84,2,"['False', 'True', 'False', 'True', 'false']",False,False,22.609375,23.78125
26,"rectangle,green,1",False,10,1,26,hg84,2,"['False', 'True', 'False', 'True', 'false']",False,False,25.04248046875,26.44873046875
27,"triangle,yellow,1",False,10,2,27,hg84,2,"['False', 'True', 'False', 'True', 'false']",False,False,25.61285400390625,26.83160400390625
28,"triangle,yellow,3",False,10,3,28,hg84,2,"['False', 'True', 'True', 'False', '']",False,False,24.501953125,24.814453125
29,"rectangle,yellow,3",False,11,0,29,hg84,2,"['False', 'True', 'False', 'True', 'false']",False,False,23.2578125,24.5859375
30,"rectangle,green,3",False,11,1,30,hg84,2,"['False', 'True', 'False', 'True', 'Tr']",False,False,26.1966552734375,27.1029052734375
31,"rectangle,yellow,2",False,11,2,31,hg84,2,"['False', 'True', 'False', 'True', 'Tr']",False,False,25.6650390625,26.5087890625
32,"triangle,blue,2",True,12,0,32,hg84,2,"['False', 'True', 'False', 'True', 'Tr']",False,False,24.572265625,24.884765625
33,"triangle,blue,3",True,12,1,33,hg84,2,"['True', 'False', 'True', 'False', 'Tr']",True,True,25.236328125,24.126953125
34,"rectangle,blue,3",True,12,2,34,hg84,2,"['True', 'False', 'True', 'False', 'Tr']",True,True,24.953125,24.75
35,"circle,blue,2",True,13,0,35,hg84,2,"['True', 'False', 'True', 'False', 'Tr']",True,True,21.74609375,20.62109375
36,"triangle,green,2",True,14,0,36,hg84,2,"['False', 'True', 'False', 'True', 'false']",False,False,24.53125,25.046875
37,"circle,blue,1",True,14,1,37,hg84,2,"['True', 'False', 'True', 'False', 'Tr']",True,True,24.470703125,23.423828125
38,"circle,blue,3",True,14,2,38,hg84,2,"['True', 'False', 'True', 'Tr', 'False']",True,True,23.197265625,21.822265625
39,"rectangle,green,3",False,15,0,39,hg84,2,"['False', 'True', 'False', 'True', 'false']",False,False,23.302734375,25.318359375
40,"rectangle,yellow,1",False,16,0,40,hg84,2,"['False', 'True', 'False', 'True', 'false']",False,False,22.8330078125,24.8017578125
41,"triangle,yellow,2",False,16,1,41,hg84,2,"['False', 'True', 'False', 'True', 'false']",False,False,24.765625,26.296875
42,"triangle,green,2",True,16,2,42,hg84,2,"['False', 'True', 'False', 'True', 'Med']",False,False,24.283203125,25.767578125
43,"rectangle,green,2",False,16,3,43,hg84,2,"['False', 'True', 'True', 'False', 'Tr']",False,False,25.916259765625,26.072509765625
44,"circle,yellow,3",True,16,4,44,hg84,2,"['False', 'True', 'False', 'True', 'Tr']",False,False,25.0302734375,25.6396484375
45,"rectangle,blue,1",True,17,0,45,hg84,2,"['False', 'True', 'False', 'True', 'false']",False,False,24.3544921875,25.6357421875
46,"rectangle,yellow,1",False,17,1,46,hg84,2,"['False', 'True', 'False', 'True', 'Tr']",False,False,25.671478271484375,26.812103271484375
47,"rectangle,green,3",False,17,2,47,hg84,2,"['False', 'True', 'False', 'True', 'false']",False,False,25.8731689453125,27.0450439453125
48,"triangle,yellow,1",False,17,3,48,hg84,2,"['False', 'True', 'False', 'True', 'false']",False,False,24.416015625,26.369140625
49,"rectangle,yellow,1",False,18,0,49,hg84,2,"['False', 'True', 'False', 'True', 'false']",False,False,22.408203125,24.892578125
50,"rectangle,green,1",False,18,1,50,hg84,2,"['False', 'True', 'False', 'True', 'false']",False,False,25.64697265625,27.41259765625
51,"circle,blue,1",True,18,2,51,hg84,2,"['True', 'False', 'True', 'False', 'Tr']",True,True,25.251953125,24.861328125
52,"triangle,green,2",True,18,3,52,hg84,2,"['False', 'True', 'False', 'True', 'Tr']",False,False,25.7880859375,25.9912109375
53,"triangle,yellow,1",False,19,0,53,hg84,2,"['False', 'True', 'False', 'True', 'false']",False,False,24.224609375,26.037109375
54,"circle,yellow,2",True,19,1,54,hg84,2,"['False', 'True', 'False', 'True', 'Tr']",False,False,27.0888671875,27.7763671875
55,"circle,green,3",True,19,2,55,hg84,2,"['True', 'False', 'True', 'False', 'Tr']",True,True,26.453125,26.0625
56,"circle,blue,3",True,20,0,56,hg84,2,"['True', 'False', 'True', 'False', 'Tr']",True,True,22.923828125,21.517578125
57,"circle,yellow,1",True,20,1,57,hg84,2,"['True', 'False', 'True', 'False', 'Tr']",True,True,26.32275390625,26.07275390625
58,"rectangle,blue,2",True,20,2,58,hg84,2,"['False', 'True', 'False', 'True', 'false']",False,False,25.52880859375,26.70068359375
59,"rectangle,blue,3",True,21,0,59,hg84,2,"['False', 'True', 'False', 'True', 'Tr']",False,False,24.6005859375,25.0693359375
60,"rectangle,green,3",False,21,1,60,hg84,2,"['False', 'True', 'False', 'True', 'Tr']",False,False,26.4178466796875,27.3865966796875
61,"rectangle,green,1",False,21,2,61,hg84,2,"['False', 'True', 'False', 'True', 'false']",False,False,25.9658203125,27.7783203125
62,"triangle,yellow,1",False,21,3,62,hg84,2,"['False', 'True', 'False', 'false', 'True']",False,False,26.288818359375,28.288818359375
63,"rectangle,yellow,1",False,22,0,63,hg84,2,"['False', 'True', 'False', 'True', 'false']",False,False,22.875,24.0625
64,"triangle,green,2",True,23,0,64,hg84,2,"['True', 'False', 'True', 'False', 'Tr']",True,True,24.7294921875,23.9794921875
65,"rectangle,blue,3",True,23,1,65,hg84,2,"['False', 'True', 'False', 'True', 'Tru']",False,False,26.75103759765625,26.90728759765625
66,"triangle,yellow,1",False,23,2,66,hg84,2,"['False', 'True', 'False', 'True', 'false']",False,False,25.3994140625,26.2900390625
67,"circle,blue,3",True,23,3,67,hg84,2,"['True', 'False', 'True', 'Tr', 'Tru']",True,True,25.123046875,23.435546875
68,"triangle,blue,1",True,24,0,68,hg84,2,"['False', 'True', 'False', 'True', 'Tr']",False,False,25.306640625,26.009765625
69,"rectangle,yellow,1",False,24,1,69,hg84,2,"['False', 'True', 'False', 'True', 'false']",False,False,26.31103515625,27.87353515625
70,"triangle,yellow,2",False,24,2,70,hg84,2,"['False', 'True', 'False', 'True', 'false']",False,False,26.51800537109375,27.84613037109375
