,obj,label,set,item_in_set,item_num,concept,listnum,top5,top_ans,mass_ans,true_mass,false_mass
0,"triangle,blue,1",False,0,0,0,hg56,2,"['False', 'True', 'True', 'False', 'false']",False,False,21.755859375,21.990234375
1,"circle,blue,1",False,0,1,1,hg56,2,"['True', 'False', 'True', 'False', 'Tr']",True,True,22.828125,21.84375
2,"triangle,green,3",True,1,0,2,hg56,2,"['False', 'True', 'True', 'False', 'Tr']",False,False,22.599609375,22.693359375
3,"rectangle,yellow,3",False,1,1,3,hg56,2,"['False', 'True', 'True', 'False', 'Tr']",False,False,23.2548828125,23.4580078125
4,"rectangle,blue,1",False,1,2,4,hg56,2,"['False', 'True', 'True', 'False', '']",False,False,22.1298828125,22.3955078125
5,"rectangle,yellow,2",False,2,0,5,hg56,2,"['False', 'True', 'False', 'True', 'false']",False,False,22.6953125,23.4140625
6,"circle,blue,1",True,2,1,6,hg56,2,"['False', 'True', 'True', 'False', 'Tr']",False,False,24.3017578125,24.5517578125
7,"circle,yellow,3",False,2,2,7,hg56,2,"['False', 'True', 'True', 'False', '']",False,False,23.640625,24.03125
8,"circle,yellow,2",False,3,0,8,hg56,2,"['False', 'True', 'False', 'True', 'false']",False,False,23.54248046875,24.38623046875
9,"triangle,blue,1",False,3,1,9,hg56,2,"['False', 'True', 'False', 'True', 'Tr']",False,False,25.6378173828125,25.8721923828125
10,"circle,green,1",False,3,2,10,hg56,2,"['True', 'False', 'True', 'False', 'Tr']",True,True,25.494873046875,25.197998046875
11,"circle,yellow,1",False,4,0,11,hg56,2,"['False', 'True', 'False', 'True', 'false']",False,False,24.5546875,25.2109375
12,"rectangle,green,1",True,4,1,12,hg56,2,"['False', 'True', 'False', 'True', 'Tr']",False,False,25.52880859375,25.96630859375
13,"circle,yellow,3",False,4,2,13,hg56,2,"['False', 'True', 'False', 'True', '']",False,False,23.6865234375,24.8740234375
14,"circle,green,1",False,5,0,14,hg56,2,"['False', 'True', 'False', 'True', '']",False,False,23.3095703125,24.1689453125
15,"rectangle,blue,2",False,5,1,15,hg56,2,"['False', 'True', 'False', 'True', 'Tr']",False,False,24.829500198364258,25.470125198364258
16,"circle,blue,2",False,5,2,16,hg56,2,"['False', 'True', 'False', 'True', 'Tr']",False,False,25.0289306640625,25.9351806640625
17,"rectangle,yellow,2",False,5,3,17,hg56,2,"['False', 'True', 'False', 'True', '']",False,False,24.3662109375,25.3662109375
18,"triangle,blue,1",True,6,0,18,hg56,2,"['False', 'True', 'False', 'True', 'false']",False,False,24.0966796875,25.4404296875
19,"rectangle,yellow,2",False,6,1,19,hg56,2,"['False', 'True', 'False', 'True', 'false']",False,False,23.8125,25.34375
20,"triangle,yellow,3",False,7,0,20,hg56,2,"['False', 'True', 'False', 'True', 'Tr']",False,False,23.31787109375,24.25537109375
21,"rectangle,yellow,2",False,7,1,21,hg56,2,"['False', 'True', 'False', 'True', 'Tr']",False,False,24.654296875,25.841796875
22,"circle,blue,1",False,7,2,22,hg56,2,"['False', 'True', 'False', 'True', 'Tr']",False,False,25.072998046875,25.572998046875
23,"rectangle,green,2",True,7,3,23,hg56,2,"['False', 'True', 'False', 'True', 'Tr']",False,False,25.02593994140625,26.21343994140625
24,"triangle,yellow,2",False,7,4,24,hg56,2,"['False', 'True', 'False', 'True', '']",False,False,24.01953125,25.50390625
25,"circle,blue,2",False,8,0,25,hg56,2,"['False', 'True', 'False', 'True', 'false']",False,False,23.8173828125,25.0986328125
26,"triangle,blue,3",False,8,1,26,hg56,2,"['False', 'True', 'False', 'True', 'Tr']",False,False,26.08349609375,26.81787109375
27,"triangle,blue,2",False,8,2,27,hg56,2,"['False', 'True', 'False', 'True', 'Tr']",False,False,24.7861328125,25.9736328125
28,"circle,green,2",False,8,3,28,hg56,2,"['False', 'True', 'False', 'True', 'Tr']",False,False,26.3447265625,27.5947265625
29,"rectangle,blue,3",False,8,4,29,hg56,2,"['False', 'True', 'False', 'True', 'Tr']",False,False,26.33837890625,26.91650390625
30,"circle,yellow,1",False,9,0,30,hg56,2,"['False', 'True', 'False', 'True', 'false']",False,False,24.0234375,25.3203125
31,"rectangle,yellow,1",False,9,1,31,hg56,2,"['False', 'True', 'False', 'True', 'false']",False,False,25.488037109375,26.909912109375
32,"triangle,blue,3",True,9,2,32,hg56,2,"['False', 'True', 'False', 'True', 'Tr']",False,False,25.2705078125,26.4267578125
33,"triangle,green,2",True,10,0,33,hg56,2,"['False', 'True', 'True', 'False', 'None']",False,False,22.646484375,22.958984375
