,top5_ans,top_ans,sampled_ans,mass_ans,raw_true_mass,raw_false_mass,norm_true_mass,concept,uid,answers,object
0,"[' True', ' False', ' true', ' TRUE', ' false']", True,1,True,0.8077160120010376,0.09646791964769363,0.8933094143867493,hg107,gemma7b-pretrained,False,medium green rectangle
1,"[' False', ' True', 'True', ' false', ' true']", False,1,False,0.4353192448616028,0.5589609742164612,0.43782350420951843,hg107,gemma7b-pretrained,False,medium green circle
2,"[' False', ' True', ' false', ' true', 'True']", False,0,False,0.3327487111091614,0.6617498397827148,0.3345894515514374,hg107,gemma7b-pretrained,False,small yellow circle
3,"[' False', ' True', ' false', ' true', 'False']", False,1,False,0.29303818941116333,0.7029621005058289,0.29421496391296387,hg107,gemma7b-pretrained,True,large blue rectangle
4,"[' False', ' True', ' false', '  ', ' true']", False,0,False,0.32025057077407837,0.6779704689979553,0.32082128524780273,hg107,gemma7b-pretrained,False,medium yellow triangle
5,"[' False', ' True', '  ', ' false', ' true']", False,0,False,0.3204379975795746,0.6783672571182251,0.32082128524780273,hg107,gemma7b-pretrained,False,large blue circle
6,"[' False', ' True', '  ', ' false', ' true']", False,1,False,0.4372617304325104,0.5614551901817322,0.43782347440719604,hg107,gemma7b-pretrained,False,small blue circle
7,"[' False', ' True', ' false', '  ', ' true']", False,1,False,0.4372180104255676,0.5613990426063538,0.43782350420951843,hg107,gemma7b-pretrained,True,large blue circle
8,"[' False', ' True', ' false', '  ', ' true']", False,0,False,0.2687510550022125,0.7305411100387573,0.2689414322376251,hg107,gemma7b-pretrained,True,medium green circle
9,"[' True', ' False', '  ', ' false', ' true']", True,0,False,0.49959060549736023,0.49959060549736023,0.5,hg107,gemma7b-pretrained,True,medium yellow circle
10,"[' False', ' True', ' false', '  ', ' None']", False,1,False,0.22251391410827637,0.7766498327255249,0.22270014882087708,hg107,gemma7b-pretrained,False,small yellow rectangle
11,"[' False', ' True', ' false', '  ', 'False']", False,0,False,0.14794105291366577,0.851341962814331,0.14804719388484955,hg107,gemma7b-pretrained,False,small green triangle
12,"[' False', ' True', ' false', '  ', ' true']", False,0,False,0.4373820126056671,0.5616096258163452,0.43782350420951843,hg107,gemma7b-pretrained,False,large yellow circle
13,"[' False', ' True', ' false', '  ', ' fals']", False,1,False,0.2687746584415436,0.7306052446365356,0.2689414322376251,hg107,gemma7b-pretrained,False,small yellow rectangle
