,top5_ans,top_ans,sampled_ans,mass_ans,raw_true_mass,raw_false_mass,norm_true_mass,concept,uid,answers,object
0,"[' False', 'False', ' FALSE', ' false', ' None']", False,0,False,5.46145240143403e-10,0.9999887943267822,5.461513463700385e-10,hg60,gemma7b-tuned112-answerloss,True,small yellow triangle
1,"[' False', ' True', 'False', '  ', 'True']", False,0,False,0.0043483818881213665,0.9956516623497009,0.0043483818881213665,hg60,gemma7b-tuned112-answerloss,False,medium blue circle
2,"[' True', ' False', 'True', ' Tru', ' true']", True,1,True,0.9999995231628418,2.382368506914645e-07,0.9999997615814209,hg60,gemma7b-tuned112-answerloss,True,small blue triangle
3,"[' True', ' False', 'True', '  ', ' true']", True,1,True,0.9998205304145813,0.0001795279822545126,0.9998205304145813,hg60,gemma7b-tuned112-answerloss,False,large blue rectangle
4,"[' True', 'True', ' Tru', ' true', ' TRUE']", True,1,True,1.0,8.258073180356443e-14,1.0,hg60,gemma7b-tuned112-answerloss,False,medium yellow rectangle
5,"[' False', 'False', ' FALSE', ' false', 'fflush']", False,0,False,5.175554941819762e-17,1.0,5.175554941819762e-17,hg60,gemma7b-tuned112-answerloss,False,large yellow rectangle
6,"[' False', ' True', 'False', ' false', 'True']", False,0,False,7.484622619813308e-05,0.9999251365661621,7.484622619813308e-05,hg60,gemma7b-tuned112-answerloss,False,small green circle
7,"[' False', 'False', ' FALSE', ' false', ' Faker']", False,0,False,1.7709775614540875e-18,1.0,1.7709775614540875e-18,hg60,gemma7b-tuned112-answerloss,False,medium yellow triangle
8,"[' False', 'False', ' FALSE', ' false', ' Faker']", False,0,False,8.095930321944762e-16,1.0,8.095930321944762e-16,hg60,gemma7b-tuned112-answerloss,False,large green rectangle
9,"[' False', 'False', ' FALSE', ' false', '  ']", False,0,False,5.227125550196605e-16,1.0,5.227125550196605e-16,hg60,gemma7b-tuned112-answerloss,False,medium green rectangle
10,"[' False', 'False', ' false', ' FALSE', ' Fas']", False,0,False,1.189688267604766e-14,1.0,1.189688267604766e-14,hg60,gemma7b-tuned112-answerloss,False,medium blue circle
11,"[' False', 'False', ' false', ' FALSE', ' Blue']", False,0,False,1.680256775926518e-17,1.0,1.680256775926518e-17,hg60,gemma7b-tuned112-answerloss,False,small green rectangle
12,"[' False', 'False', ' false', ' FALSE', ' Fal']", False,0,False,2.1362067532176885e-18,1.0,2.1362067532176885e-18,hg60,gemma7b-tuned112-answerloss,True,large green rectangle
13,"[' True', 'True', ' true', ' TRUE', ' ']", True,1,True,1.0,1.4350379676339627e-14,1.0,hg60,gemma7b-tuned112-answerloss,True,large green circle
14,"[' False', ' True', 'False', ' false', ' FALSE']", False,0,False,2.9023117349424865e-06,0.9999970197677612,2.902311962316162e-06,hg60,gemma7b-tuned112-answerloss,True,medium yellow circle
15,"[' True', 'True', ' true', ' TRUE', ' Tru']", True,1,True,1.0,1.806446255483361e-16,1.0,hg60,gemma7b-tuned112-answerloss,True,medium green rectangle
16,"[' True', 'True', ' true', ' TRUE', ' Tru']", True,1,True,1.0,8.533047630075754e-17,1.0,hg60,gemma7b-tuned112-answerloss,True,medium green triangle
17,"[' False', 'False', ' false', ' True', ' FALSE']", False,0,False,8.164300832613769e-12,1.0,8.164300832613769e-12,hg60,gemma7b-tuned112-answerloss,False,medium green circle
18,"[' False', 'False', ' FALSE', ' false', '  ']", False,0,False,2.6810039512872516e-14,1.0,2.6810039512872516e-14,hg60,gemma7b-tuned112-answerloss,False,small yellow circle
