,obj,label,set,item_in_set,item_num,concept,listnum,top5,top_ans,mass_ans,true_mass,false_mass
0,"circle,green,3",False,0,0,0,hg76,2,"[' True', ' False', '\n', ' None', ' Yes']", True,True,-53.416255950927734,-59.34956741333008
1,"circle,green,2",True,0,1,1,hg76,2,"[' True', ' False', '\n', ' None', ' true']", True,True,-23.08902359008789,-25.389013290405273
2,"circle,blue,2",True,0,2,2,hg76,2,"[' True', ' False', '\n', ' None', ' true']", True,True,-23.684072494506836,-25.900989532470703
3,"triangle,blue,2",False,0,3,3,hg76,2,"['\n', ' False', '<|endoftext|>', ' True', ' None']","
",False,-32.27805709838867,-31.216468811035156
4,"triangle,blue,1",True,1,0,4,hg76,2,"['\n', ' Small', ' None', ' 0', ' False']","
",False,-26.245826721191406,-25.488462448120117
5,"circle,yellow,1",True,1,1,5,hg76,2,"[' True', '\n', ' False', ' None', '<|endoftext|>']", True,True,-26.736980438232422,-28.49382972717285
6,"circle,green,1",False,2,0,6,hg76,2,"[' False', ' True', ' None', '\n', ' Not']", False,False,-100.13292694091797,-98.93177032470703
7,"circle,green,3",False,2,1,7,hg76,2,"[' True', ' False', '\n', ' None', ' Not']", True,True,-35.20152282714844,-36.16936492919922
8,"rectangle,yellow,3",False,2,2,8,hg76,2,"[' True', ' False', '\n', ' None', '<|endoftext|>']", True,True,-15.514256477355957,-17.24875831604004
9,"rectangle,yellow,2",False,2,3,9,hg76,2,"[' True', ' False', '\n', ' None', '<|endoftext|>']", True,True,-16.940555572509766,-17.599037170410156
10,"triangle,yellow,1",False,2,4,10,hg76,2,"[' False', ' True', '\n', ' None', '<|endoftext|>']", False,False,-44.874629974365234,-42.57585525512695
11,"circle,yellow,3",True,3,0,11,hg76,2,"[' True', ' False', ' None', ' Not', '\n']", True,True,-111.98150634765625,-112.55375671386719
12,"circle,yellow,2",True,4,0,12,hg76,2,"[' True', ' False', ' None', ' Ver', '\n']", True,True,-136.13795471191406,-139.26588439941406
13,"rectangle,yellow,2",True,4,1,13,hg76,2,"[' True', ' False', '\n', ' [', ' None']", True,True,-85.0353012084961,-88.11554718017578
14,"rectangle,yellow,2",True,5,0,14,hg76,2,"[' True', ' False', '\n', ' true', ' None']", True,True,-188.51953125,-191.1824493408203
15,"rectangle,blue,3",False,5,1,15,hg76,2,"[' True', ' False', ' true', '\n', 'True']", True,True,-182.17971801757812,-186.30015563964844
16,"circle,yellow,1",False,5,2,16,hg76,2,"[' True', ' False', ' true', '\n', 'True']", True,True,-178.8091278076172,-181.905517578125
17,"rectangle,blue,2",False,5,3,17,hg76,2,"[' False', ' True', ' None', ' 0', '\n']", False,False,-167.11122131347656,-165.30307006835938
