,obj,label,set,item_in_set,item_num,concept,listnum,top5,top_ans,mass_ans,true_mass,false_mass
0,"circle,blue,2",False,0,0,0,hg50,2,"['\n', ' #', '<|endoftext|>', ' 0', ' False']","
",False,-24.97569465637207,-23.767419815063477
1,"circle,blue,3",False,0,1,1,hg50,2,"['\n', '<|endoftext|>', ' #', '\n\n', ' 0']","
",False,4.4183573722839355,5.926712512969971
2,"circle,blue,1",True,1,0,2,hg50,2,"['\n', ' #', '<|endoftext|>', '\n\n', ' None']","
",False,-3.6467437744140625,-1.9186553955078125
3,"rectangle,blue,2",True,2,0,3,hg50,2,"[' False', ' True', ' None', '\n', ' Not']", False,False,-40.31208801269531,-39.584205627441406
4,"rectangle,green,3",False,2,1,4,hg50,2,"[' True', '\n', ' False', '<|endoftext|>', ' None']", True,True,-12.389963150024414,-13.363003730773926
5,"circle,green,1",False,2,2,5,hg50,2,"[' False', ' True', '\n', ' None', '<|endoftext|>']", False,False,-32.495819091796875,-30.002256393432617
6,"triangle,yellow,1",False,2,3,6,hg50,2,"['\n', '<|endoftext|>', ' False', '\n\n', ' None']","
",False,34.275367736816406,36.09324645996094
7,"triangle,green,3",False,3,0,7,hg50,2,"[' True', ' False', ' None', ' Not', '\n']", True,True,-89.58744049072266,-91.97189331054688
8,"triangle,green,2",False,3,1,8,hg50,2,"[' False', ' True', ' None', '\n', ' 0']", False,False,-49.70744705200195,-49.49922561645508
9,"circle,green,2",False,3,2,9,hg50,2,"[' False', ' True', ' None', '\n', ' 0']", False,False,-96.02416229248047,-94.00394439697266
10,"circle,yellow,3",False,3,3,10,hg50,2,"[' False', ' True', ' None', '\n', ' 0']", False,False,-103.96542358398438,-100.67620849609375
11,"rectangle,green,3",False,4,0,11,hg50,2,"[' True', ' False', ' None', ' 0', ' Des']", True,True,-148.94577026367188,-150.55490112304688
12,"circle,yellow,3",False,4,1,12,hg50,2,"[' False', ' True', ' 0', ' Des', ' None']", False,False,-147.5619354248047,-147.1488800048828
13,"circle,blue,2",True,4,2,13,hg50,2,"[' False', ' True', ' 0', ' None', ' Des']", False,False,-162.90956115722656,-160.82839965820312
