,obj,label,set,item_in_set,item_num,concept,listnum,top5,top_ans,mass_ans,true_mass,false_mass
0,"triangle,blue,2",False,0,0,0,hg13,2,"['\n', ' False', ' None', ' #', ' True']","
",False,-19.086929321289062,-17.246196746826172
1,"rectangle,blue,3",False,0,1,1,hg13,2,"['\n', '<|endoftext|>', '\n\n', ' #', ' 0']","
",False,-10.206294059753418,-9.434595108032227
2,"triangle,yellow,3",False,1,0,2,hg13,2,"[' False', '\n', ' True', ' None', ' 0']", False,False,-51.22333908081055,-48.51216125488281
3,"rectangle,yellow,2",False,1,1,3,hg13,2,"[' False', '\n', ' True', ' None', ' 0']", False,False,-44.170448303222656,-41.650115966796875
4,"rectangle,yellow,3",False,1,2,4,hg13,2,"['\n', '<|endoftext|>', ' False', ' 0', '\n\n']","
",False,-12.20292854309082,-10.148118019104004
5,"rectangle,green,2",False,2,0,5,hg13,2,"[' False', ' True', ' None', '\n', ' Not']", False,False,-69.51525115966797,-66.11797332763672
6,"circle,green,2",True,2,1,6,hg13,2,"[' False', ' True', ' None', '\n', ' 0']", False,False,-39.03255844116211,-36.945194244384766
7,"circle,blue,2",False,2,2,7,hg13,2,"[' False', ' True', '\n', ' None', ' Magnetic']", False,False,-26.903911590576172,-25.710105895996094
8,"triangle,yellow,3",False,3,0,8,hg13,2,"[' False', ' True', ' None', ' 0', ' Not']", False,False,-110.51617431640625,-107.30087280273438
9,"rectangle,yellow,1",False,3,1,9,hg13,2,"[' False', ' True', ' None', ' 0', '\n']", False,False,-94.69580078125,-91.53205871582031
10,"circle,blue,3",False,4,0,10,hg13,2,"[' False', ' True', ' 0', ' None', ' Des']", False,False,-181.84512329101562,-179.19097900390625
11,"rectangle,green,1",False,4,1,11,hg13,2,"[' False', ' True', ' 0', ' None', ' Des']", False,False,-175.24583435058594,-173.63290405273438
12,"rectangle,blue,2",False,4,2,12,hg13,2,"[' False', ' True', ' 0', ' None', ' Des']", False,False,-176.38265991210938,-174.0994415283203
13,"rectangle,green,3",False,4,3,13,hg13,2,"[' False', ' True', ' None', ' 0', ' Des']", False,False,-172.26007080078125,-170.11058044433594
14,"rectangle,yellow,1",False,4,4,14,hg13,2,"[' False', ' True', ' 0', ' None', ' Des']", False,False,-177.7205810546875,-175.1455535888672
15,"rectangle,green,3",False,5,0,15,hg13,2,"[' False', ' True', ' None', '\n', ' 0']", False,False,-193.59153747558594,-189.71072387695312
16,"rectangle,yellow,1",False,5,1,16,hg13,2,"[' False', ' True', ' 0', ' None', '\n']", False,False,-186.11155700683594,-182.71246337890625
17,"circle,blue,2",False,6,0,17,hg13,2,"[' False', ' True', ' None', ' 0', ' false']", False,False,-190.04258728027344,-186.332275390625
18,"rectangle,blue,2",False,6,1,18,hg13,2,"[' False', ' True', ' 0', ' false', ' NULL']", False,False,-197.87997436523438,-193.81907653808594
19,"triangle,yellow,3",False,6,2,19,hg13,2,"[' False', ' True', 'False', ' 0', '\n']", False,False,-223.6270751953125,-220.37985229492188
20,"circle,yellow,3",True,6,3,20,hg13,2,"[' False', ' True', ' 0', '\n', ' None']", False,False,-195.74862670898438,-193.563720703125
