,obj,label,set,item_in_set,item_num,concept,listnum,top5,top_ans,mass_ans,true_mass,false_mass
0,"triangle,blue,1",False,0,0,0,hg30,2,"[' False', ' None', '\n', ' 0', ' True']", False,False,-48.89642333984375,-44.7324104309082
1,"circle,yellow,3",False,0,1,1,hg30,2,"[' False', '\n', ' None', ' True', ' 0']", False,False,-67.56198120117188,-62.27644729614258
2,"triangle,green,2",False,0,2,2,hg30,2,"['\n', ' False', ' 0', ' None', ' True']","
",False,-22.716062545776367,-19.303041458129883
3,"triangle,yellow,1",False,0,3,3,hg30,2,"['\n', ' 0', '<|endoftext|>', '\n\n', ' 2']","
",False,-12.527276992797852,-9.81641674041748
4,"rectangle,yellow,3",False,0,4,4,hg30,2,"['\n', '<|endoftext|>', ' rectangle', '\n\n', ' 0']","
",False,12.126953125,13.851408004760742
5,"circle,blue,3",False,1,0,5,hg30,2,"[' False', ' True', '\n', ' None', ' Not']", False,False,-53.570560455322266,-50.305660247802734
6,"triangle,yellow,3",False,1,1,6,hg30,2,"['\n', ' False', ' 0', ' None', '<|endoftext|>']","
",False,-17.85389518737793,-15.508272171020508
7,"triangle,blue,2",False,1,2,7,hg30,2,"['\n', ' False', '<|endoftext|>', ' True', ' 0']","
",False,-4.416163921356201,-1.987734317779541
8,"rectangle,blue,1",False,2,0,8,hg30,2,"[' False', ' None', ' True', '\n', ' 0']", False,False,-84.69898986816406,-80.90690612792969
9,"circle,blue,3",True,2,1,9,hg30,2,"[' False', '\n', ' None', ' 0', ' True']", False,False,-70.2895278930664,-67.19844818115234
10,"triangle,blue,2",False,3,0,10,hg30,2,"[' False', ' True', ' 0', ' None', '\n']", False,False,-180.4384002685547,-177.72776794433594
11,"circle,blue,3",True,3,1,11,hg30,2,"[' True', ' False', ' Des', ' None', ' 0']", True,True,-87.36972045898438,-87.65274047851562
12,"circle,yellow,1",False,3,2,12,hg30,2,"[' False', ' True', ' Des', ' None', '\n']", False,False,-27.713045120239258,-27.273712158203125
13,"circle,yellow,2",False,3,3,13,hg30,2,"[' False', ' True', ' None', ' 0', ' Des']", False,False,-108.3598861694336,-106.67771911621094
