,top5_ans,top_ans,sampled_ans,mass_ans,raw_true_mass,raw_false_mass,norm_true_mass,concept,uid,answers,object
0,"[' True', ' False', ' true', ' false', 'True']", True,1,True,0.7165307402610779,0.2792818546295166,0.7195437550544739,hg18,gemma2b-tuned112-sparsed_primitivesor,True,large green circle
1,"[' False', ' True', ' false', ' true', 'False']", False,0,False,0.3466225862503052,0.6526552438735962,0.34687307476997375,hg18,gemma2b-tuned112-sparsed_primitivesor,False,medium blue circle
2,"[' True', ' False', ' true', ' false', 'True']", True,1,True,0.5694541335105896,0.42984652519226074,0.5698526501655579,hg18,gemma2b-tuned112-sparsed_primitivesor,True,large green rectangle
3,"[' False', ' True', ' false', ' true', 'False']", False,0,False,0.25184890627861023,0.7474892139434814,0.25201570987701416,hg18,gemma2b-tuned112-sparsed_primitivesor,False,small blue rectangle
4,"[' True', ' False', ' true', ' false', 'True']", True,0,True,0.5388170480728149,0.46087464690208435,0.5389832258224487,hg18,gemma2b-tuned112-sparsed_primitivesor,False,small green circle
5,"[' False', ' True', ' false', ' true', 'False']", False,1,False,0.308062881231308,0.6915238499641418,0.308190256357193,hg18,gemma2b-tuned112-sparsed_primitivesor,False,medium yellow triangle
6,"[' True', ' False', ' true', 'True', ' false']", True,0,True,0.6431655287742615,0.3565799295902252,0.6433292627334595,hg18,gemma2b-tuned112-sparsed_primitivesor,True,large blue circle
7,"[' False', ' True', ' false', 'False', ' true']", False,0,False,0.20491617918014526,0.7947834730148315,0.20497775077819824,hg18,gemma2b-tuned112-sparsed_primitivesor,False,medium yellow rectangle
8,"[' False', ' True', ' true', ' false', 'True']", False,0,False,0.41190794110298157,0.5877305865287781,0.4120568633079529,hg18,gemma2b-tuned112-sparsed_primitivesor,True,large yellow triangle
9,"[' False', ' True', ' false', 'False', ' true']", False,0,False,0.049210935831069946,0.9505620002746582,0.04922211542725563,hg18,gemma2b-tuned112-sparsed_primitivesor,False,small blue rectangle
10,"[' True', ' False', 'True', ' true', ' false']", True,1,True,0.922785758972168,0.07693970948457718,0.9230391979217529,hg18,gemma2b-tuned112-sparsed_primitivesor,True,large yellow rectangle
11,"[' True', ' False', ' true', 'True', ' false']", True,1,True,0.684097409248352,0.3156591057777405,0.6842640042304993,hg18,gemma2b-tuned112-sparsed_primitivesor,True,large blue rectangle
12,"[' False', ' True', ' false', 'False', ' true']", False,0,False,0.09979812055826187,0.8999760150909424,0.09982066601514816,hg18,gemma2b-tuned112-sparsed_primitivesor,False,small yellow circle
