,obj,label,set,item_in_set,item_num,concept,listnum,top5,top_ans,mass_ans,true_mass,false_mass
0,"rectangle,green,2",False,0,0,0,hg54,2,"['->', ' False', ' Wrong', 'False', ' Too']",->,False,5.9140625,9.46875
1,"triangle,green,3",False,1,0,1,hg54,2,"[' False', ' True', '\n', '->', ' ""']", False,False,8.9921875,9.921875
2,"triangle,green,2",False,1,1,2,hg54,2,"[' False', ' True', ' ""', '\n', ' In']", False,False,9.3046875,11.25
3,"rectangle,green,3",False,1,2,3,hg54,2,"[' False', ' True', '\n', "" '"", ' ""']", False,False,9.5859375,11.765625
4,"circle,green,3",False,1,3,4,hg54,2,"[' False', ' True', 'False', ' false', ' FALSE']", False,False,13.453125,17.171875
5,"triangle,yellow,1",False,2,0,5,hg54,2,"['->', '>', '<<', ' ""', '""']",->,False,3.56640625,4.87890625
6,"circle,yellow,2",False,3,0,6,hg54,2,"[' False', ' True', 'False', '\n', ' false']", False,False,11.9453125,12.90625
7,"rectangle,yellow,1",False,3,1,7,hg54,2,"[' False', ' True', ' Null', ' false', ' ""']", False,False,10.4921875,12.328125
8,"triangle,yellow,2",False,3,2,8,hg54,2,"[' False', ' True', '\n', ' ""', ' false']", False,False,8.0859375,10.8984375
9,"circle,blue,2",False,3,3,9,hg54,2,"[' False', ' True', ' false', 'False', ' FALSE']", False,False,12.8984375,17.140625
10,"rectangle,blue,3",False,3,4,10,hg54,2,"[' False', ' True', ' Yellow', ' Null', ' Error']", False,False,9.3671875,12.7265625
11,"circle,yellow,1",False,4,0,11,hg54,2,"[' False', ' True', ' Yellow', '->', ' ""']", False,False,7.078125,9.2890625
12,"triangle,green,3",False,4,1,12,hg54,2,"[' False', ' True', ' false', 'False', ' Yellow']", False,False,8.9609375,13.4140625
13,"circle,green,3",False,5,0,13,hg54,2,"[' False', ' True', ' false', '\n', "" '""]", False,False,10.328125,12.6328125
14,"triangle,yellow,2",False,5,1,14,hg54,2,"[' False', ' True', ' false', 'False', ' FALSE']", False,False,12.53125,17.59375
15,"rectangle,blue,3",False,5,2,15,hg54,2,"[' False', ' True', 'False', ' false', ' Error']", False,False,9.7734375,13.6953125
16,"rectangle,blue,1",False,5,3,16,hg54,2,"[' False', ' True', ' false', 'False', ' Error']", False,False,9.703125,14.8359375
17,"circle,blue,2",False,5,4,17,hg54,2,"[' False', ' false', ' Error', ' True', ' Invalid']", False,False,7.6953125,12.703125
18,"triangle,green,3",False,6,0,18,hg54,2,"[' False', ' True', '\n', ' false', "" '""]", False,False,9.5859375,12.3125
19,"triangle,blue,2",False,6,1,19,hg54,2,"[' False', ' True', ' false', 'False', ' FALSE']", False,False,12.1171875,17.6875
