,obj,label,set,item_in_set,item_num,concept,listnum,top5,top_ans,mass_ans,true_mass,false_mass
0,"triangle,green,3",True,0,0,0,hg91,2,"[' False', ' True', '?', ' ""', '=']", False,False,7.3125,8.1953125
1,"triangle,yellow,2",True,0,1,1,hg91,2,"[' True', ' False', ' true', 'True', ' Truth']", True,True,12.9375,11.4609375
2,"rectangle,blue,2",True,0,2,2,hg91,2,"[' True', ' False', ' Truth', ' true', 'True']", True,True,13.765625,11.1484375
3,"rectangle,green,2",True,0,3,3,hg91,2,"[' True', ' False', ' Truth', ' true', ' Yes']", True,True,13.546875,11.3125
4,"triangle,yellow,1",True,0,4,4,hg91,2,"[' False', ' True', ' false', ' true', ' Yes']", False,False,14.953125,15.375
5,"triangle,blue,1",True,1,0,5,hg91,2,"['->', '>', ' True', ' ""', '-->']",->,True,7.2734375,5.81640625
6,"circle,yellow,3",False,1,1,6,hg91,2,"[' True', ' False', '->', '=', 'True']", True,True,9.9921875,8.3046875
7,"rectangle,blue,1",True,2,0,7,hg91,2,"[' True', ' False', ' true', ' false', ' ""']", True,True,11.59375,11.3828125
8,"rectangle,green,2",True,2,1,8,hg91,2,"[' False', ' True', ' false', ' true', ' Yes']", False,False,12.078125,12.1015625
9,"triangle,green,1",True,2,2,9,hg91,2,"[' True', ' False', ' false', ' true', ' Yes']", True,True,15.6875,15.28125
10,"triangle,yellow,2",True,2,3,10,hg91,2,"[' True', ' False', ' Yellow', ' Blue', ' Red']", True,True,11.6953125,9.8671875
11,"circle,green,2",True,3,0,11,hg91,2,"[' True', ' False', '->', 'True', ' true']", True,True,10.4140625,9.1328125
12,"circle,yellow,3",False,4,0,12,hg91,2,"[' True', ' False', ' true', ' false', ' The']", True,True,12.0546875,11.1875
13,"rectangle,yellow,3",True,4,1,13,hg91,2,"[' True', ' False', ' true', ' false', ' Null']", True,True,11.8984375,11.25
14,"rectangle,green,1",True,4,2,14,hg91,2,"[' True', ' False', ' true', ' false', ' Yes']", True,True,16.125,15.25
15,"rectangle,blue,2",True,4,3,15,hg91,2,"[' True', ' False', ' Yellow', ' Yes', ' Unknown']", True,True,13.046875,10.6328125
16,"circle,blue,2",True,5,0,16,hg91,2,"[' True', ' False', ' true', ' false', 'True']", True,True,13.015625,12.015625
17,"rectangle,green,2",True,5,1,17,hg91,2,"[' True', ' False', ' true', ' Truth', 'True']", True,True,13.9453125,10.859375
18,"rectangle,blue,2",True,5,2,18,hg91,2,"[' True', ' False', ' true', ' false', ' ""']", True,True,13.171875,10.1640625
19,"rectangle,blue,1",True,5,3,19,hg91,2,"[' True', ' False', ' true', ' false', ' TRUE']", True,True,16.609375,15.25
20,"rectangle,yellow,3",True,5,4,20,hg91,2,"[' True', ' False', ' Yellow', ' Blue', ' Unknown']", True,True,10.484375,8.5
21,"triangle,green,3",True,6,0,21,hg91,2,"[' True', ' False', ' true', '\n', ' Yellow']", True,True,10.6484375,9.28125
22,"rectangle,blue,1",True,6,1,22,hg91,2,"[' True', ' False', ' true', ' false', ' Yes']", True,True,12.4453125,10.7578125
23,"rectangle,blue,3",True,7,0,23,hg91,2,"[' True', ' False', ' true', ' false', "" '""]", True,True,12.6015625,10.8671875
24,"rectangle,yellow,2",True,7,1,24,hg91,2,"[' True', ' False', ' true', ' false', ' Yes']", True,True,16.421875,15.046875
25,"triangle,yellow,1",True,7,2,25,hg91,2,"[' True', ' False', ' true', ' Unknown', ' Yes']", True,True,11.90625,9.2734375
26,"triangle,green,2",True,7,3,26,hg91,2,"[' True', ' False', ' true', ' Yes', ' Unknown']", True,True,12.921875,9.6875
27,"circle,yellow,3",False,7,4,27,hg91,2,"[' True', ' False', ' true', ' Truth', ' Yes']", True,True,13.421875,10.8125
28,"circle,yellow,1",True,8,0,28,hg91,2,"[' True', ' False', ' true', ' false', "" '""]", True,True,12.78125,11.9609375
29,"circle,blue,1",True,8,1,29,hg91,2,"[' True', ' False', ' true', ' false', ' Truth']", True,True,16.875,15.640625
30,"triangle,yellow,2",True,8,2,30,hg91,2,"[' True', ' False', ' Unknown', ' true', ' Yes']", True,True,12.0546875,9.8515625
31,"rectangle,green,1",True,8,3,31,hg91,2,"[' True', ' False', ' true', ' Unknown', ' Yes']", True,True,12.796875,10.421875
32,"triangle,blue,1",True,8,4,32,hg91,2,"[' True', ' False', ' true', ' Yes', ' Unknown']", True,True,13.296875,10.75
33,"triangle,blue,1",True,9,0,33,hg91,2,"[' True', ' False', ' true', ' false', ' TRUE']", True,True,14.0,11.078125
34,"triangle,blue,3",True,10,0,34,hg91,2,"[' True', ' False', ' true', ' false', ' TRUE']", True,True,16.25,14.90625
35,"circle,blue,2",True,10,1,35,hg91,2,"[' True', ' The', '\n', ' ', ' ""']", True,True,6.78515625,4.9453125
36,"triangle,green,2",True,11,0,36,hg91,2,"[' True', ' False', ' true', ' Unknown', ' Yes']", True,True,12.1875,9.6953125
37,"rectangle,green,1",True,11,1,37,hg91,2,"[' True', ' False', ' true', ' Yes', ' Unknown']", True,True,14.15625,11.6796875
38,"rectangle,yellow,2",True,12,0,38,hg91,2,"[' True', ' False', ' true', ' false', ' Yes']", True,True,13.328125,10.6484375
39,"circle,green,3",True,12,1,39,hg91,2,"[' True', ' False', ' false', ' true', ' TRUE']", True,True,16.21875,15.8359375
40,"triangle,green,2",True,12,2,40,hg91,2,"[' True', ' False', ' Yes', ' Unknown', ' ""']", True,True,12.453125,9.3046875
41,"triangle,green,1",True,12,3,41,hg91,2,"[' True', ' False', ' Yes', ' true', ' Truth']", True,True,14.0,11.484375
42,"rectangle,blue,2",True,12,4,42,hg91,2,"[' True', ' False', ' true', ' Unknown', ' false']", True,True,14.65625,13.5234375
43,"circle,green,3",True,13,0,43,hg91,2,"[' True', ' False', ' true', ' false', ' TRUE']", True,True,13.03125,11.0625
44,"circle,green,2",True,13,1,44,hg91,2,"[' True', ' False', ' true', ' false', ' Yes']", True,True,16.53125,15.265625
45,"triangle,yellow,1",False,13,2,45,hg91,2,"[' True', '\n', ' The', ' ', ' ""']", True,True,8.2421875,6.109375
46,"triangle,yellow,1",False,14,0,46,hg91,2,"[' True', ' False', ' true', ' false', ' TRUE']", True,True,14.484375,13.5390625
