,obj,label,set,item_in_set,item_num,concept,listnum,top5,top_ans,mass_ans,true_mass,false_mass
0,"circle,blue,3",False,0,0,0,hg12,2,"['->', '>', ' False', ' True', '-->']",->,False,6.06640625,6.546875
1,"rectangle,blue,2",False,0,1,1,hg12,2,"[' ""', ' false', ' true', ' False', '{']"," """,False,5.5234375,6.02734375
2,"triangle,green,2",True,1,0,2,hg12,2,"[' False', ' True', '\n', ' ""', ' The']", False,False,8.421875,10.2265625
3,"circle,green,2",False,1,1,3,hg12,2,"[' False', ' True', '\n', "" '"", ' ""']", False,False,9.9921875,11.9375
4,"triangle,green,1",True,1,2,4,hg12,2,"[' False', ' True', ' false', ' true', 'False']", False,False,15.5625,15.609375
5,"circle,yellow,1",False,1,3,5,hg12,2,"[' False', ' True', ' Yellow', ' Null', ' Blue']", False,False,10.0078125,10.7109375
6,"rectangle,green,1",True,2,0,6,hg12,2,"[' True', ' False', ' true', '->', ' Yellow']", True,True,9.734375,8.53125
7,"circle,green,1",False,2,1,7,hg12,2,"[' False', ' True', ' false', ' true', 'False']", False,False,10.984375,12.1015625
8,"triangle,yellow,3",True,2,2,8,hg12,2,"[' False', ' True', '->', '=', '>']", False,False,9.828125,10.6796875
9,"triangle,blue,2",False,3,0,9,hg12,2,"[' True', ' False', ' false', ' true', 'True']", True,True,15.9296875,15.5546875
10,"rectangle,blue,2",False,3,1,10,hg12,2,"[' False', ' True', ' Yellow', ' Null', ' Blue']", False,False,10.6796875,11.3125
11,"circle,yellow,1",False,3,2,11,hg12,2,"[' False', ' True', ' Yellow', ' Null', ' Blue']", False,False,10.8984375,11.3359375
12,"circle,blue,1",False,4,0,12,hg12,2,"[' False', '\n', ' True', ' Error', ' false']", False,False,7.22265625,9.2578125
13,"triangle,green,3",True,4,1,13,hg12,2,"[' False', ' True', ' false', 'False', ' true']", False,False,8.8515625,11.75
14,"triangle,green,1",True,5,0,14,hg12,2,"[' False', ' True', ' false', ' true', 'False']", False,False,16.03125,16.15625
15,"triangle,green,2",True,5,1,15,hg12,2,"[' False', ' True', ' Yellow', ' Yes', ' false']", False,False,10.6015625,10.7890625
16,"triangle,yellow,2",True,5,2,16,hg12,2,"[' False', ' True', ' false', ' true', 'True']", False,False,11.8828125,11.90625
17,"rectangle,yellow,3",True,6,0,17,hg12,2,"[' True', ' False', ' false', ' true', ' ""']", True,True,11.9296875,11.4921875
18,"triangle,green,1",True,6,1,18,hg12,2,"[' False', ' True', ' false', ' true', "" '""]", False,False,11.3203125,11.8828125
19,"rectangle,green,3",True,6,2,19,hg12,2,"[' True', ' False', ' false', ' true', ' Yes']", True,True,16.34375,15.6875
20,"circle,yellow,3",False,6,3,20,hg12,2,"[' True', ' False', ' true', ' Yes', ' false']", True,True,11.234375,10.1328125
