,obj,label,set,item_in_set,item_num,concept,listnum,top5,top_ans,mass_ans,sampled_ans,true_raw_mass,false_raw_mass,true_norm_mass,false_norm_mass
0,"triangle,blue,1",True,0,0,0,hg44,2,"[' False', ' True', ' false', ' true', ' None']", False,False,1,0.3208160400390625,0.6791675090789795,0.3208213150501251,0.6791786551475525
1,"rectangle,green,1",False,0,1,1,hg44,2,"[' False', ' True', ' false', ' None', ' true']", False,False,0,0.3775334060192108,0.6224473714828491,0.377540647983551,0.6224592924118042
2,"triangle,blue,3",True,0,2,2,hg44,2,"[' False', ' True', ' false', ' None', 'False']", False,False,0,0.14804594218730927,0.8519456386566162,0.14804717898368835,0.8519527912139893
3,"rectangle,blue,2",False,0,3,3,hg44,2,"[' False', ' True', ' false', ' None', ' true']", False,False,0,0.2689376771450043,0.7310482859611511,0.2689414620399475,0.7310585975646973
4,"triangle,yellow,1",True,0,4,4,hg44,2,"[' False', ' True', ' false', ' None', 'False']", False,False,0,0.22269725799560547,0.7772898077964783,0.22270013391971588,0.7772998809814453
5,"circle,green,1",False,1,0,5,hg44,2,"[' False', ' True', ' None', ' false', 'False']", False,False,0,0.14804543554782867,0.8519427180290222,0.14804719388484955,0.851952850818634
6,"rectangle,green,1",False,1,1,6,hg44,2,"[' False', ' True', ' false', 'False', ' None']", False,False,0,0.0758577436208725,0.9241365194320679,0.07585817575454712,0.9241418242454529
7,"rectangle,blue,1",False,1,2,7,hg44,2,"[' True', ' False', 'True', ' true', ' None']", True,True,1,0.6791694760322571,0.32081693410873413,0.6791787147521973,0.32082128524780273
8,"triangle,blue,3",True,1,3,8,hg44,2,"[' True', ' False', 'True', ' true', ' None']", True,True,0,0.7310481667518616,0.2689376175403595,0.7310585379600525,0.2689414322376251
9,"circle,green,3",False,2,0,9,hg44,2,"[' False', ' True', ' false', ' None', 'False']", False,False,0,0.11920206248760223,0.8807907700538635,0.11920291185379028,0.8807970881462097
10,"triangle,green,3",False,2,1,10,hg44,2,"[' False', ' True', ' false', ' None', 'False']", False,False,0,0.1824241727590561,0.8175683617591858,0.18242552876472473,0.8175744414329529
11,"triangle,blue,2",True,3,0,11,hg44,2,"[' False', ' True', ' false', ' None', 'False']", False,False,0,0.09534880518913269,0.904644250869751,0.09534946084022522,0.9046505093574524
12,"triangle,yellow,1",False,4,0,12,hg44,2,"[' True', ' False', 'True', ' true', ' None']", True,True,1,0.7310477495193481,0.26893746852874756,0.7310585379600525,0.2689414322376251
13,"rectangle,green,2",True,4,1,13,hg44,2,"[' False', ' True', ' None', ' false', 'False']", False,False,0,0.09534857422113419,0.9046421051025391,0.09534946084022522,0.9046505093574524
14,"circle,green,1",False,4,2,14,hg44,2,"[' False', ' True', 'False', ' None', ' false']", False,False,0,0.04742557555437088,0.9525681734085083,0.04742587357759476,0.9525741338729858
15,"rectangle,yellow,1",True,5,0,15,hg44,2,"[' False', ' True', ' false', ' None', 'False']", False,False,0,0.2689388692378998,0.731051504611969,0.2689414620399475,0.7310585379600525
16,"circle,green,3",False,6,0,16,hg44,2,"[' False', ' True', 'False', ' false', ' None']", False,False,0,0.029312143102288246,0.970684826374054,0.02931223250925541,0.9706878066062927
17,"rectangle,blue,3",False,6,1,17,hg44,2,"[' False', ' True', ' false', 'False', ' true']", False,False,0,0.18242430686950684,0.8175690174102783,0.18242552876472473,0.8175745010375977
18,"triangle,blue,3",False,7,0,18,hg44,2,"[' True', ' False', ' true', 'True', ' TRUE']", True,True,1,0.6791689991950989,0.3208167254924774,0.6791787147521973,0.3208213150501251
19,"triangle,yellow,1",False,7,1,19,hg44,2,"[' False', ' True', ' false', ' None', 'False']", False,False,1,0.2226971983909607,0.7772895693778992,0.22270014882087708,0.7772998809814453
20,"circle,blue,1",False,7,2,20,hg44,2,"[' False', ' True', ' false', ' None', 'False']", False,False,0,0.06008626148104668,0.9399073123931885,0.06008664891123772,0.9399133920669556
21,"rectangle,blue,3",False,7,3,21,hg44,2,"[' False', ' True', ' false', 'False', ' None']", False,False,0,0.047425560653209686,0.9525678753852844,0.04742586985230446,0.9525741338729858
22,"triangle,yellow,1",True,8,0,22,hg44,2,"[' False', ' True', ' None', ' false', 'False']", False,False,0,0.060086242854595184,0.9399070143699646,0.06008664891123772,0.9399133324623108
23,"triangle,blue,2",True,8,1,23,hg44,2,"[' True', ' False', ' None', ' true', 'True']", True,True,1,0.5621693134307861,0.43781790137290955,0.5621764659881592,0.43782347440719604
24,"triangle,blue,1",True,8,2,24,hg44,2,"[' True', ' False', 'True', ' None', ' true']", True,True,1,0.8175631165504456,0.18242299556732178,0.8175744414329529,0.18242552876472473
25,"rectangle,blue,1",False,8,3,25,hg44,2,"[' False', ' True', ' false', ' None', 'False']", False,False,0,0.18242374062538147,0.817566454410553,0.18242552876472473,0.8175744414329529
26,"rectangle,yellow,3",False,9,0,26,hg44,2,"[' False', ' True', ' false', ' None', 'False']", False,False,0,0.09534884244203568,0.9046446681022644,0.09534946084022522,0.9046505689620972
27,"circle,blue,3",False,9,1,27,hg44,2,"[' False', ' True', ' false', 'False', ' None']", False,False,1,0.06008637696504593,0.9399091005325317,0.06008664891123772,0.9399133324623108
28,"triangle,green,1",False,9,2,28,hg44,2,"[' False', ' True', ' false', ' None', 'False']", False,False,1,0.11920183897018433,0.8807891011238098,0.11920291930437088,0.8807970881462097
29,"rectangle,yellow,1",False,9,3,29,hg44,2,"[' True', ' False', ' None', 'True', ' true']", True,True,0,0.5621665120124817,0.43781572580337524,0.562176525592804,0.43782350420951843
30,"rectangle,yellow,3",False,10,0,30,hg44,2,"[' False', ' True', ' None', 'False', ' false']", False,False,0,0.02931215614080429,0.9706853032112122,0.02931223064661026,0.9706878066062927
31,"circle,blue,3",False,10,1,31,hg44,2,"[' False', ' True', 'False', ' false', ' None']", False,False,0,0.014063609763979912,0.9859352111816406,0.014063626527786255,0.9859364032745361
32,"triangle,green,1",False,10,2,32,hg44,2,"[' False', ' True', ' None', ' false', 'False']", False,False,0,0.022977277636528015,0.9770186543464661,0.022977370768785477,0.9770225882530212
33,"circle,yellow,3",False,10,3,33,hg44,2,"[' False', ' True', ' None', 'False', ' false']", False,False,0,0.047425612807273865,0.9525689482688904,0.04742586985230446,0.9525741338729858
34,"triangle,blue,1",True,11,0,34,hg44,2,"[' True', ' False', 'True', ' true', ' None']", True,True,1,0.8175652027130127,0.1824234575033188,0.8175744414329529,0.18242552876472473
35,"circle,yellow,3",False,12,0,35,hg44,2,"[' False', ' True', ' None', 'False', ' false']", False,False,0,0.060086384415626526,0.9399092197418213,0.06008664891123772,0.9399133920669556
36,"circle,green,3",False,12,1,36,hg44,2,"[' False', ' True', 'False', ' FALSE', ' false']", False,False,0,0.006692845374345779,0.9933063387870789,0.006692850962281227,0.9933071732521057
37,"triangle,yellow,3",False,12,2,37,hg44,2,"[' False', ' True', ' false', ' None', 'False']", False,False,0,0.1192018985748291,0.880789577960968,0.11920291185379028,0.8807970881462097
38,"rectangle,yellow,1",False,13,0,38,hg44,2,"[' True', ' False', 'True', ' None', ' true']", True,True,1,0.6791682839393616,0.32081639766693115,0.6791787147521973,0.3208213150501251
39,"triangle,blue,2",True,13,1,39,hg44,2,"[' True', ' False', 'True', ' None', ' TRUE']", True,True,1,0.9241313338279724,0.07585731893777847,0.9241418242454529,0.07585817575454712
