,obj,label,set,item_in_set,item_num,concept,listnum,top5,top_ans,mass_ans,sampled_ans,true_raw_mass,false_raw_mass,true_norm_mass,false_norm_mass
0,"triangle,blue,2",True,0,0,0,hg70,2,"[' False', ' True', ' false', ' None', ' true']", False,False,1,0.26893600821495056,0.7310437560081482,0.2689414620399475,0.7310585975646973
1,"triangle,yellow,2",False,1,0,1,hg70,2,"[' True', ' False', ' None', ' true', ' false']", True,False,0,0.499991238117218,0.499991238117218,0.5,0.5
2,"triangle,blue,3",False,1,1,2,hg70,2,"[' False', ' True', ' false', ' None', 'False']", False,False,0,0.1480453610420227,0.8519423007965088,0.14804719388484955,0.8519527912139893
3,"rectangle,blue,1",True,2,0,3,hg70,2,"[' False', ' True', ' false', 'False', ' None']", False,False,0,0.11920182406902313,0.8807889819145203,0.11920291930437088,0.8807970881462097
4,"triangle,green,2",True,2,1,4,hg70,2,"[' False', ' True', ' false', ' None', 'False']", False,False,0,0.22269722819328308,0.7772896885871887,0.22270014882087708,0.7772998809814453
5,"circle,blue,3",True,2,2,5,hg70,2,"[' False', ' True', ' false', ' None', 'False']", False,False,0,0.07585758715867996,0.9241345524787903,0.07585818320512772,0.9241418242454529
6,"triangle,green,1",True,2,3,6,hg70,2,"[' True', ' False', ' None', ' true', 'True']", True,True,0,0.5621649026870728,0.4378144443035126,0.562176525592804,0.43782347440719604
7,"rectangle,yellow,3",False,3,0,7,hg70,2,"[' False', ' True', ' false', ' None', 'False']", False,False,0,0.18242357671260834,0.8175657391548157,0.18242552876472473,0.8175744414329529
8,"rectangle,green,1",False,3,1,8,hg70,2,"[' True', ' False', ' true', 'True', ' None']", True,True,1,0.7772872447967529,0.22269652783870697,0.7772998213768005,0.22270013391971588
9,"circle,green,1",True,3,2,9,hg70,2,"[' True', ' False', ' None', 'True', ' true']", True,True,1,0.5621683597564697,0.43781715631484985,0.562176525592804,0.43782350420951843
10,"triangle,yellow,2",True,3,3,10,hg70,2,"[' False', ' True', ' false', ' None', 'False']", False,False,0,0.2689381539821625,0.7310495972633362,0.2689414620399475,0.7310585975646973
11,"circle,yellow,2",False,4,0,11,hg70,2,"[' False', ' True', ' None', 'True', ' false']", False,False,1,0.4378180503845215,0.5621694922447205,0.43782350420951843,0.5621764659881592
12,"triangle,blue,1",True,4,1,12,hg70,2,"[' True', ' False', 'True', ' None', ' true']", True,True,0,0.8175642490386963,0.18242324888706207,0.8175745010375977,0.18242552876472473
13,"circle,yellow,1",False,4,2,13,hg70,2,"[' True', ' False', 'True', ' None', ' true']", True,True,1,0.777290403842926,0.2226974368095398,0.7772998809814453,0.22270014882087708
14,"circle,blue,1",False,4,3,14,hg70,2,"[' True', ' False', 'True', ' true', ' None']", True,True,1,0.8175643086433411,0.18242326378822327,0.8175744414329529,0.18242552876472473
15,"rectangle,blue,1",True,4,4,15,hg70,2,"[' True', ' False', 'True', ' true', ' TRUE']", True,True,1,0.6791681051254272,0.320816308259964,0.6791787147521973,0.3208213150501251
16,"circle,blue,2",False,5,0,16,hg70,2,"[' False', ' True', ' false', ' None', 'True']", False,False,0,0.32081764936447144,0.6791709661483765,0.3208213150501251,0.6791787147521973
17,"circle,green,1",False,5,1,17,hg70,2,"[' True', ' False', 'True', ' None', ' true']", True,True,1,0.8807850480079651,0.11920128762722015,0.8807970881462097,0.11920291185379028
18,"triangle,yellow,3",True,5,2,18,hg70,2,"[' False', ' True', ' false', ' None', 'False']", False,False,0,0.060086168348789215,0.9399058222770691,0.06008664891123772,0.9399133324623108
