,obj,label,set,item_in_set,item_num,concept,listnum,top5,top_ans,mass_ans,sampled_ans,true_raw_mass,false_raw_mass,true_norm_mass,false_norm_mass
0,"circle,green,1",False,0,0,0,hg52,2,"[' False', ' True', 'False', ' false', ' None']", False,False,0,0.022977234795689583,0.9770168662071228,0.022977370768785477,0.977022647857666
1,"triangle,green,1",False,0,1,1,hg52,2,"[' False', ' True', ' false', ' None', 'False']", False,False,0,0.060086142271757126,0.9399054050445557,0.060086652636528015,0.9399133324623108
2,"triangle,blue,2",False,0,2,2,hg52,2,"[' False', ' True', ' false', ' None', 'False']", False,False,0,0.11920128762722015,0.8807850480079651,0.11920291185379028,0.8807970881462097
3,"triangle,yellow,2",False,1,0,3,hg52,2,"[' False', ' True', ' false', ' None', 'False']", False,False,0,0.02931196615099907,0.970678985118866,0.02931223250925541,0.9706878066062927
4,"rectangle,yellow,1",False,1,1,4,hg52,2,"[' False', ' True', 'False', ' None', ' false']", False,False,0,0.006692836526781321,0.9933050274848938,0.006692850962281227,0.9933071732521057
5,"triangle,green,1",False,2,0,5,hg52,2,"[' False', ' True', 'False', ' None', ' FALSE']", False,False,0,0.0009110510582104325,0.9990887641906738,0.0009110512328334153,0.9990889430046082
6,"circle,blue,2",False,2,1,6,hg52,2,"[' False', ' True', 'False', ' false', ' None']", False,False,0,0.0140635771676898,0.9859328866004944,0.014063626527786255,0.9859363436698914
7,"rectangle,blue,1",False,3,0,7,hg52,2,"[' False', ' True', 'False', ' false', ' None']", False,False,0,0.014063585549592972,0.9859334826469421,0.014063626527786255,0.9859363436698914
8,"triangle,blue,3",False,3,1,8,hg52,2,"[' False', ' True', ' false', 'False', ' None']", False,False,0,0.03732665255665779,0.9626671075820923,0.037326887249946594,0.9626731276512146
9,"rectangle,blue,2",False,3,2,9,hg52,2,"[' False', ' True', 'False', ' false', ' FALSE']", False,False,0,0.003172681201249361,0.996826708316803,0.0031726830638945103,0.9968273043632507
10,"triangle,blue,2",False,3,3,10,hg52,2,"[' False', ' True', 'False', ' false', ' None']", False,False,0,0.01406357903033495,0.9859330058097839,0.014063626527786255,0.9859363436698914
11,"triangle,yellow,3",False,4,0,11,hg52,2,"[' False', ' True', ' None', 'False', ' false']", False,False,0,0.029312102124094963,0.9706835150718689,0.02931223064661026,0.9706878066062927
12,"triangle,blue,3",False,4,1,12,hg52,2,"[' False', ' True', 'False', ' FALSE', ' false']", False,False,0,0.022977301850914955,0.9770196676254272,0.022977370768785477,0.977022647857666
13,"rectangle,yellow,1",False,4,2,13,hg52,2,"[' False', ' True', 'False', ' FALSE', ' None']", False,False,0,1.5689549400121905e-05,0.9999842643737793,1.568955121911131e-05,0.9999843239784241
14,"rectangle,yellow,2",False,4,3,14,hg52,2,"[' False', ' True', 'False', ' FALSE', ' None']", False,False,0,4.495181201491505e-06,0.9999954700469971,4.495181656238856e-06,0.9999955296516418
15,"circle,blue,1",False,5,0,15,hg52,2,"[' False', ' True', 'False', ' None', ' false']", False,False,0,0.003172682598233223,0.9968271851539612,0.0031726830638945103,0.9968273043632507
16,"triangle,yellow,1",False,5,1,16,hg52,2,"[' False', ' True', ' None', 'False', ' false']", False,False,0,0.029312094673514366,0.9706832766532898,0.02931223064661026,0.9706878066062927
17,"rectangle,yellow,3",False,5,2,17,hg52,2,"[' False', ' True', 'False', ' None', ' FALSE']", False,False,0,0.000552778597921133,0.9994471669197083,0.000552778656128794,0.999447226524353
18,"circle,yellow,1",False,5,3,18,hg52,2,"[' False', ' True', 'False', ' None', ' false']", False,False,0,0.029312048107385635,0.9706817269325256,0.02931223064661026,0.970687747001648
19,"circle,green,2",False,5,4,19,hg52,2,"[' False', ' True', ' None', 'False', ' false']", False,False,0,0.02931198664009571,0.9706797003746033,0.02931222878396511,0.970687747001648
20,"circle,blue,3",False,6,0,20,hg52,2,"[' False', ' True', 'False', ' FALSE', ' None']", False,False,0,0.00015843621804378927,0.999841570854187,0.00015843621804378927,0.999841570854187
21,"circle,green,2",False,6,1,21,hg52,2,"[' False', ' True', 'False', ' FALSE', ' None']", False,False,0,0.00015843621804378927,0.999841570854187,0.00015843621804378927,0.999841570854187
22,"rectangle,blue,1",False,6,2,22,hg52,2,"[' False', ' True', 'False', ' FALSE', ' None']", False,False,0,3.535625000949949e-05,0.9999645948410034,3.53562536474783e-05,0.9999646544456482
23,"circle,green,3",False,6,3,23,hg52,2,"[' False', ' True', 'False', ' None', ' FALSE']", False,False,0,0.0015011822106316686,0.998498797416687,0.0015011822106316686,0.998498797416687
24,"triangle,yellow,2",False,7,0,24,hg52,2,"[' False', ' True', 'False', ' FALSE', ' None']", False,False,0,1.1478769010864198e-05,0.9999885559082031,1.1478769010864198e-05,0.9999885559082031
25,"circle,yellow,1",False,7,1,25,hg52,2,"[' False', ' True', 'False', ' FALSE', ' None']", False,False,0,0.001501181977801025,0.9984986782073975,0.0015011822106316686,0.998498797416687
