,top5_ans,top_ans,sampled_ans,mass_ans,raw_true_mass,raw_false_mass,norm_true_mass,concept,uid,answers,object
0,"[' False', ' True', '\n', ' Qu', ' true']", False,0,False,0.4878750741481781,0.5120147466659546,0.4879288077354431,hg53,gpt2-tuned112,False,small green circle
1,"[' False', ' True', 'True', 'False', '\n']", False,0,False,0.2977372407913208,0.7022392153739929,0.2977442443370819,hg53,gpt2-tuned112,False,medium green circle
2,"[' False', ' True', '\n', ' 1', ' Small']", False,0,False,0.27533233165740967,0.7245910167694092,0.27535343170166016,hg53,gpt2-tuned112,False,medium blue rectangle
3,"[' False', ' True', '\n', ' None', ' 1']", False,1,False,0.36902615427970886,0.6308553814888,0.3690698742866516,hg53,gpt2-tuned112,False,small yellow triangle
4,"[' False', ' True', '\n', ' 1', ' None']", False,0,False,0.4716489017009735,0.5282378196716309,0.47170230746269226,hg53,gpt2-tuned112,False,medium green triangle
5,"[' False', ' True', '\n', 'False', 'True']", False,0,False,0.27426421642303467,0.7257004380226135,0.27427390217781067,hg53,gpt2-tuned112,False,large green triangle
6,"[' False', ' True', '\n', ' 1', 'False']", False,0,False,0.23272544145584106,0.7672454714775085,0.23273220658302307,hg53,gpt2-tuned112,False,medium blue circle
7,"[' False', ' True', '\n', ' Small', ' Large']", False,0,False,0.14650768041610718,0.8533375263214111,0.1465303599834442,hg53,gpt2-tuned112,False,large yellow rectangle
8,"[' False', ' True', '\n', 'False', 'True']", False,0,False,0.21103471517562866,0.7889255285263062,0.2110431045293808,hg53,gpt2-tuned112,False,large green circle
9,"[' False', ' True', '\n', 'False', ' None']", False,0,False,0.1150026023387909,0.8849639892578125,0.11500643938779831,hg53,gpt2-tuned112,False,large blue rectangle
10,"[' False', ' True', '\n', 'False', ' 1']", False,0,False,0.11913961172103882,0.8808298110961914,0.11914325505495071,hg53,gpt2-tuned112,False,small yellow rectangle
