,top5_ans,top_ans,sampled_ans,mass_ans,raw_true_mass,raw_false_mass,norm_true_mass,concept,uid,answers,object
0,"[' True', ' False', '\n', 'True', ' true']", True,1,True,0.5045757293701172,0.4952922463417053,0.5046423673629761,hg28,gpt2-tuned112,False,small yellow rectangle
1,"[' False', ' True', '\n', 'True', ' 1']", False,0,False,0.4631068706512451,0.5368241667747498,0.4631388187408447,hg28,gpt2-tuned112,True,medium blue rectangle
2,"[' False', ' True', '\n', "" '"", ' 1']", False,0,False,0.3562444746494293,0.6436546444892883,0.3562804162502289,hg28,gpt2-tuned112,False,small green triangle
3,"[' False', ' True', '\n', ' 1', ' 3']", False,1,False,0.4036295711994171,0.5962210297584534,0.4036898612976074,hg28,gpt2-tuned112,True,medium green triangle
4,"[' True', ' False', 'True', '\n', 'False']", True,1,True,0.5415195822715759,0.4584435224533081,0.5415395498275757,hg28,gpt2-tuned112,True,medium blue circle
5,"[' False', ' True', 'False', 'True', '\n']", False,0,False,0.19698964059352875,0.8029947876930237,0.19699271023273468,hg28,gpt2-tuned112,False,small green circle
6,"[' False', ' True', '\n', 'True', 'False']", False,0,False,0.3442736864089966,0.6556885838508606,0.3442866802215576,hg28,gpt2-tuned112,True,large green rectangle
7,"[' False', ' True', '\n', 'True', 'False']", False,0,False,0.47000062465667725,0.5299620628356934,0.4700181484222412,hg28,gpt2-tuned112,True,large yellow triangle
8,"[' True', ' False', '\n', 'True', ' false']", True,1,True,0.5266240835189819,0.47335028648376465,0.5266375541687012,hg28,gpt2-tuned112,False,medium green rectangle
9,"[' False', ' True', '\n', 'False', 'True']", False,0,False,0.17558884620666504,0.8244015574455261,0.17559053003787994,hg28,gpt2-tuned112,False,small yellow circle
10,"[' True', ' False', 'True', '\n', 'False']", True,1,True,0.6026661396026611,0.39731815457344055,0.6026756167411804,hg28,gpt2-tuned112,False,medium green circle
11,"[' True', ' False', 'True', '\n', 'False']", True,1,True,0.6922351717948914,0.30773577094078064,0.6922553181648254,hg28,gpt2-tuned112,True,large green circle
12,"[' False', ' True', 'False', '\n', ' false']", False,0,False,0.1032230332493782,0.8967698216438293,0.1032237708568573,hg28,gpt2-tuned112,False,small yellow triangle
13,"[' True', ' False', 'True', '\n', 'False']", True,0,True,0.583045244216919,0.416931688785553,0.5830587148666382,hg28,gpt2-tuned112,True,medium blue triangle
14,"[' True', ' False', 'True', '\n', ' true']", True,1,True,0.9072175621986389,0.09268871694803238,0.9073025584220886,hg28,gpt2-tuned112,True,large yellow triangle
15,"[' True', ' False', 'True', ' true', ' TRUE']", True,1,True,0.9683179259300232,0.03158951550722122,0.9684075713157654,hg28,gpt2-tuned112,True,large yellow triangle
16,"[' False', ' True', '\n', 'False', ' 1']", False,0,False,0.10173959285020828,0.8982431888580322,0.10174134373664856,hg28,gpt2-tuned112,False,medium yellow circle
17,"[' True', ' False', 'True', '\n', ' true']", True,1,True,0.9088521599769592,0.09106076508760452,0.908931314945221,hg28,gpt2-tuned112,True,large green circle
18,"[' False', ' True', '\n', ' false', 'False']", False,0,False,0.06406913697719574,0.935917317867279,0.06407000124454498,hg28,gpt2-tuned112,True,medium green rectangle
19,"[' False', ' True', 'False', '\n', ' false']", False,0,False,0.09115315228700638,0.9088411331176758,0.09115367382764816,hg28,gpt2-tuned112,False,small blue triangle
20,"[' True', ' False', 'True', '\n', ' true']", True,1,True,0.9355611205101013,0.0643734559416771,0.9356223344802856,hg28,gpt2-tuned112,True,large green triangle
21,"[' False', ' True', 'True', '\n', 'False']", False,1,False,0.40327972173690796,0.59670490026474,0.4032859206199646,hg28,gpt2-tuned112,False,medium green triangle
22,"[' False', ' True', '\n', 'False', ' false']", False,0,False,0.08208566159009933,0.917900562286377,0.08208679407835007,hg28,gpt2-tuned112,False,small yellow rectangle
23,"[' True', ' False', 'True', '\n', ' 2']", True,1,True,0.7673502564430237,0.23261699080467224,0.7673754096031189,hg28,gpt2-tuned112,True,medium blue rectangle
24,"[' False', ' True', 'True', 'False', ' false']", False,0,False,0.22073383629322052,0.7792568206787109,0.22073590755462646,hg28,gpt2-tuned112,True,small blue circle
25,"[' False', ' True', '\n', 'False', ' false']", False,0,False,0.06779669970273972,0.9321882128715515,0.0677977204322815,hg28,gpt2-tuned112,True,small yellow circle
26,"[' False', ' True', 'False', 'True', ' false']", False,1,False,0.24753382802009583,0.7524604201316833,0.24753524363040924,hg28,gpt2-tuned112,True,small yellow triangle
27,"[' True', ' False', 'True', 'False', ' false']", True,1,True,0.5668060183525085,0.433176726102829,0.5668157935142517,hg28,gpt2-tuned112,False,small blue circle
28,"[' True', ' False', 'True', ' 2', ' 3']", True,1,True,0.9375309944152832,0.06240227445960045,0.9375935792922974,hg28,gpt2-tuned112,True,large yellow circle
29,"[' False', ' True', 'True', 'False', ' false']", False,0,False,0.33740007877349854,0.6625910401344299,0.3374030888080597,hg28,gpt2-tuned112,True,small green triangle
30,"[' False', ' True', 'True', '\n', 'False']", False,0,False,0.3874329924583435,0.6125571727752686,0.38743680715560913,hg28,gpt2-tuned112,False,medium green circle
31,"[' True', ' False', '\n', 'True', ' true']", True,1,True,0.8760515451431274,0.12386482954025269,0.8761247992515564,hg28,gpt2-tuned112,True,large blue rectangle
32,"[' True', ' False', 'True', '\n', ' 3']", True,1,True,0.8005601763725281,0.19939836859703064,0.800593376159668,hg28,gpt2-tuned112,True,medium blue circle
33,"[' True', ' False', 'True', '\n', ' true']", True,1,True,0.823360800743103,0.17661117017269135,0.8233838677406311,hg28,gpt2-tuned112,True,large yellow rectangle
34,"[' False', ' True', '\n', 'False', ' false']", False,0,False,0.21313031017780304,0.7868525385856628,0.21313397586345673,hg28,gpt2-tuned112,True,medium yellow circle
35,"[' True', ' False', 'True', '\n', ' 1']", True,1,True,0.9651051163673401,0.03478935733437538,0.9652069211006165,hg28,gpt2-tuned112,True,large yellow circle
36,"[' True', ' False', 'True', '\n', ' 3']", True,1,True,0.8766987919807434,0.12320490181446075,0.8767832517623901,hg28,gpt2-tuned112,False,medium blue circle
37,"[' False', ' True', 'True', '\n', 'False']", False,1,False,0.3619059920310974,0.6380838751792908,0.3619096577167511,hg28,gpt2-tuned112,False,small green circle
38,"[' False', ' True', 'True', 'False', '\n']", False,0,False,0.28212907910346985,0.7178630828857422,0.28213128447532654,hg28,gpt2-tuned112,False,small green rectangle
39,"[' True', ' False', 'True', '\n', ' 3']", True,1,True,0.7075015306472778,0.29245343804359436,0.7075334191322327,hg28,gpt2-tuned112,True,medium blue triangle
40,"[' True', ' False', 'True', '\n', ' 3']", True,1,True,0.9532756209373474,0.04655987024307251,0.9534324407577515,hg28,gpt2-tuned112,True,large green circle
41,"[' False', ' True', 'True', '\n', ' false']", False,1,False,0.388904333114624,0.6110860109329224,0.3889080882072449,hg28,gpt2-tuned112,True,medium green rectangle
42,"[' False', ' True', '\n', 'False', 'True']", False,0,False,0.18013028800487518,0.8198632597923279,0.1801314502954483,hg28,gpt2-tuned112,False,small green triangle
