,obj,label,set,item_in_set,item_num,concept,listnum,top5,top_ans,mass_ans,true_mass,false_mass
0,"triangle,blue,1",True,0,0,0,hg44,2,"[' False', ' True', 'True', 'False', '  ']", False,False,388.6875,388.9375
1,"rectangle,green,1",False,0,1,1,hg44,2,"[' False', ' True', 'False', 'True', ' false']", False,False,481.375,482.625
2,"triangle,blue,3",True,0,2,2,hg44,2,"[' False', ' True', 'True', 'False', '  ']", False,False,510.375,510.375
3,"rectangle,blue,2",False,0,3,3,hg44,2,"[' False', ' True', 'False', 'True', ' false']", False,False,518.375,519.875
4,"triangle,yellow,1",True,0,4,4,hg44,2,"[' False', ' True', 'False', 'True', '  ']", False,False,510.5,511.75
5,"circle,green,1",False,1,0,5,hg44,2,"[' False', ' True', 'False', 'True', '  ']", False,False,506.875,507.625
6,"rectangle,green,1",False,1,1,6,hg44,2,"[' True', ' False', 'True', 'False', '  ']", True,True,514.625,514.375
7,"rectangle,blue,1",False,1,2,7,hg44,2,"[' False', ' True', 'False', 'True', '  ']", False,False,517.875,518.375
8,"triangle,blue,3",True,1,3,8,hg44,2,"[' False', ' True', 'False', '  ', 'True']", False,False,519.125,520.125
9,"circle,green,3",False,2,0,9,hg44,2,"[' True', ' False', 'True', 'False', '  ']", True,True,510.0,509.75
10,"triangle,green,3",False,2,1,10,hg44,2,"[' False', ' True', 'False', 'True', '  ']", False,False,515.5,516.0
11,"triangle,blue,2",True,3,0,11,hg44,2,"[' True', ' False', 'True', 'False', '  ']", True,True,504.5,504.0
12,"triangle,yellow,1",False,4,0,12,hg44,2,"[' False', ' True', 'True', 'False', '  ']", False,False,516.75,516.75
13,"rectangle,green,2",True,4,1,13,hg44,2,"[' False', ' True', 'False', '  ', ' false']", False,False,517.875,519.375
14,"circle,green,1",False,4,2,14,hg44,2,"[' False', ' True', 'False', 'True', '  ']", False,False,527.5,528.5
15,"rectangle,yellow,1",True,5,0,15,hg44,2,"[' True', ' False', 'True', '  ', 'False']", True,True,518.25,517.25
16,"circle,green,3",False,6,0,16,hg44,2,"[' False', ' True', 'False', 'True', '  ']", False,False,530.125,530.375
17,"rectangle,blue,3",False,6,1,17,hg44,2,"[' False', ' True', 'False', '  ', 'True']", False,False,532.25,533.0
18,"triangle,blue,3",False,7,0,18,hg44,2,"[' True', ' False', 'False', 'True', '  ']", True,False,524.375,524.375
19,"triangle,yellow,1",False,7,1,19,hg44,2,"[' False', ' True', 'False', 'True', '  ']", False,False,535.0,536.75
20,"circle,blue,1",False,7,2,20,hg44,2,"[' False', ' True', 'False', ' false', 'True']", False,False,499.625,501.125
21,"rectangle,blue,3",False,7,3,21,hg44,2,"[' False', ' True', 'False', '  ', 'True']", False,False,531.875,532.625
22,"triangle,yellow,1",True,8,0,22,hg44,2,"[' False', ' True', 'False', 'True', '  ']", False,False,532.375,533.125
23,"triangle,blue,2",True,8,1,23,hg44,2,"[' False', ' True', 'False', '  ', 'True']", False,False,530.75,531.25
24,"triangle,blue,1",True,8,2,24,hg44,2,"[' True', ' False', 'True', '  ', ' Tru']", True,True,536.625,536.125
25,"rectangle,blue,1",False,8,3,25,hg44,2,"[' True', ' False', '  ', 'False', 'True']", True,False,527.25,527.25
26,"rectangle,yellow,3",False,9,0,26,hg44,2,"[' False', ' True', 'False', 'True', ' false']", False,False,534.125,534.375
27,"circle,blue,3",False,9,1,27,hg44,2,"[' False', ' True', 'False', ' false', 'True']", False,False,-169.09375,-168.0625
28,"triangle,green,1",False,9,2,28,hg44,2,"[' False', ' True', 'False', ' false', '  ']", False,False,532.875,533.875
29,"rectangle,yellow,1",False,9,3,29,hg44,2,"[' False', ' True', 'False', '  ', 'True']", False,False,544.875,545.875
30,"rectangle,yellow,3",False,10,0,30,hg44,2,"[' False', ' True', 'False', ' false', '  ']", False,False,542.125,543.125
31,"circle,blue,3",False,10,1,31,hg44,2,"[' False', ' True', 'False', ' false', 'True']", False,False,-525.625,-523.875
32,"triangle,green,1",False,10,2,32,hg44,2,"[' False', ' True', 'False', ' false', 'True']", False,False,-536.625,-534.75
33,"circle,yellow,3",False,10,3,33,hg44,2,"[' False', ' True', 'False', '  ', ' false']", False,False,540.0,541.25
34,"triangle,blue,1",True,11,0,34,hg44,2,"[' True', ' False', '  ', 'True', ' Tru']", True,True,526.625,526.125
35,"circle,yellow,3",False,12,0,35,hg44,2,"[' False', ' True', 'False', ' false', 'True']", False,False,-353.5,-352.25
36,"circle,green,3",False,12,1,36,hg44,2,"[' False', ' True', 'False', ' false', 'True']", False,False,-575.5,-573.5
37,"triangle,yellow,3",False,12,2,37,hg44,2,"[' False', ' True', 'False', ' false', 'True']", False,False,-578.0,-575.5
38,"rectangle,yellow,1",False,13,0,38,hg44,2,"[' False', ' True', 'False', '  ', 'True']", False,False,548.25,548.5
39,"triangle,blue,2",True,13,1,39,hg44,2,"[' False', ' True', '  ', ' Tru', ' false']", False,False,534.125,534.125
40,"rectangle,yellow,2",False,14,0,40,hg44,2,"[' False', ' True', ' Tru', ' false', '  ']", False,False,538.25,538.75
41,"rectangle,green,2",False,14,1,41,hg44,2,"[' False', ' True', ' false', 'False', '  ']", False,False,161.890625,162.140625
42,"circle,blue,2",False,14,2,42,hg44,2,"[' False', ' True', 'False', ' false', 'True']", False,False,-561.25,-559.25
43,"circle,green,1",False,14,3,43,hg44,2,"[' False', ' True', 'False', ' false', '  ']", False,False,-592.25,-589.5
44,"circle,green,2",False,15,0,44,hg44,2,"[' False', ' True', 'False', ' false', '  ']", False,False,506.375,507.375
45,"rectangle,yellow,2",False,15,1,45,hg44,2,"[' False', ' True', 'False', ' false', '  ']", False,False,-48.953125,-47.796875
46,"circle,blue,3",True,16,0,46,hg44,2,"[' False', ' True', ' false', 'False', '  ']", False,False,-44.109375,-43.03125
47,"triangle,yellow,1",False,16,1,47,hg44,2,"[' False', ' True', 'False', ' false', 'True']", False,False,-264.25,-263.1875
48,"rectangle,green,2",False,16,2,48,hg44,2,"[' True', ' False', 'True', 'False', ' false']", True,True,505.625,505.125
49,"triangle,yellow,2",False,16,3,49,hg44,2,"[' False', ' True', 'False', ' false', 'True']", False,False,541.75,542.5
50,"rectangle,green,1",False,16,4,50,hg44,2,"[' False', ' True', 'False', ' false', 'True']", False,False,-554.25,-552.5
51,"rectangle,blue,1",False,17,0,51,hg44,2,"[' False', ' True', 'False', ' false', 'True']", False,False,-348.75,-347.375
52,"circle,yellow,2",True,17,1,52,hg44,2,"[' False', ' True', 'False', ' false', 'True']", False,False,-537.75,-535.75
53,"rectangle,yellow,2",False,17,2,53,hg44,2,"[' False', ' True', 'False', ' false', 'True']", False,False,-191.5625,-190.5
54,"circle,blue,3",True,17,3,54,hg44,2,"[' False', ' True', '  ', ' false', 'True']", False,False,546.5,546.75
55,"circle,blue,2",False,18,0,55,hg44,2,"[' False', ' True', ' false', 'False', '  ']", False,False,541.25,542.25
56,"circle,yellow,3",False,18,1,56,hg44,2,"[' False', ' True', ' false', 'False', 'True']", False,False,-239.75,-238.8125
57,"rectangle,blue,1",False,18,2,57,hg44,2,"[' False', ' True', 'False', ' false', 'True']", False,False,-582.5,-580.0
58,"rectangle,green,3",False,18,3,58,hg44,2,"[' False', ' True', ' false', 'False', '  ']", False,False,-75.109375,-74.046875
59,"triangle,yellow,3",False,19,0,59,hg44,2,"[' False', ' True', ' false', 'False', ' Truth']", False,False,548.375,549.375
60,"circle,green,3",False,19,1,60,hg44,2,"[' False', ' True', 'False', ' false', 'True']", False,False,-511.0,-509.125
61,"triangle,blue,3",False,19,2,61,hg44,2,"[' True', ' False', ' false', ' Tru', ' Truth']", True,False,535.75,535.75
62,"triangle,yellow,1",False,20,0,62,hg44,2,"[' False', ' True', 'False', ' false', '  ']", False,False,543.25,543.5
63,"rectangle,yellow,2",False,20,1,63,hg44,2,"[' False', ' True', ' false', 'False', '  ']", False,False,536.0,537.0
64,"triangle,blue,2",False,20,2,64,hg44,2,"[' True', ' False', ' Tru', ' Truth', ' false']", True,True,538.375,538.125
65,"circle,blue,2",False,20,3,65,hg44,2,"[' False', ' True', 'False', ' false', '  ']", False,False,-570.0,-567.25
66,"triangle,green,1",False,21,0,66,hg44,2,"[' False', ' True', ' false', 'False', '  ']", False,False,538.625,539.625
67,"circle,yellow,3",False,21,1,67,hg44,2,"[' False', ' True', 'False', ' false', 'True']", False,False,-553.75,-551.75
68,"rectangle,green,2",False,21,2,68,hg44,2,"[' False', ' True', 'False', ' false', 'True']", False,False,-505.375,-503.75
69,"rectangle,green,3",False,21,3,69,hg44,2,"[' False', ' True', 'False', ' false', 'True']", False,False,-537.25,-535.25
70,"triangle,yellow,2",False,21,4,70,hg44,2,"[' False', ' True', 'False', ' false', 'True']", False,False,-575.75,-573.5
71,"triangle,yellow,1",True,22,0,71,hg44,2,"[' False', ' True', ' Tru', ' Truth', 'True']", False,False,543.25,543.25
72,"triangle,blue,2",True,22,1,72,hg44,2,"[' True', ' False', 'True', ' true', '  ']", True,True,-440.75,-443.25
73,"triangle,blue,2",False,23,0,73,hg44,2,"[' True', ' False', ' Tru', ' Truth', '  ']", True,False,547.875,547.875
74,"rectangle,yellow,3",False,23,1,74,hg44,2,"[' False', ' True', 'False', ' false', '  ']", False,False,-574.25,-571.75
75,"rectangle,green,3",False,23,2,75,hg44,2,"[' False', ' True', 'False', ' false', '  ']", False,False,-594.0,-590.5
76,"rectangle,yellow,2",False,24,0,76,hg44,2,"[' False', ' True', 'False', ' false', '  ']", False,False,-569.75,-567.0
77,"circle,yellow,3",True,24,1,77,hg44,2,"[' False', ' True', 'False', ' false', '  ']", False,False,-589.25,-586.0
