,obj,label,set,item_in_set,item_num,concept,listnum,top5,top_ans,mass_ans,true_mass,false_mass
0,"triangle,yellow,2",False,0,0,0,hg72,2,"[' True', ' False', 'True', 'False', ' false']", True,True,97.265625,96.640625
1,"triangle,green,2",False,1,0,1,hg72,2,"[' False', ' True', 'True', 'False', ' false']", False,False,152.28515625,152.28515625
2,"rectangle,blue,1",False,1,1,2,hg72,2,"[' True', ' False', 'True', 'False', ' false']", True,True,88.5,88.125
3,"rectangle,yellow,3",False,2,0,3,hg72,2,"[' False', ' True', 'True', 'False', '  ']", False,False,458.75,459.0
4,"triangle,green,2",False,2,1,4,hg72,2,"[' False', ' True', 'False', '  ', 'True']", False,False,467.0,468.5
5,"circle,green,2",True,3,0,5,hg72,2,"[' False', ' True', 'True', 'False', '  ']", False,False,510.375,510.625
6,"circle,blue,1",False,3,1,6,hg72,2,"[' True', ' False', 'True', '  ', 'False']", True,True,509.375,508.875
7,"triangle,green,1",False,3,2,7,hg72,2,"[' False', ' True', 'False', 'True', '  ']", False,False,515.75,516.75
8,"triangle,green,1",True,4,0,8,hg72,2,"[' False', ' True', 'False', 'True', '  ']", False,False,524.375,525.375
9,"rectangle,green,1",False,4,1,9,hg72,2,"[' False', ' True', 'False', 'True', '  ']", False,False,515.125,515.875
10,"triangle,blue,3",False,4,2,10,hg72,2,"[' False', ' True', 'False', 'True', '  ']", False,False,524.125,524.875
11,"rectangle,yellow,2",False,4,3,11,hg72,2,"[' False', ' True', 'False', 'True', '  ']", False,False,530.375,531.875
12,"circle,green,3",False,4,4,12,hg72,2,"[' False', ' True', 'False', '  ', 'True']", False,False,526.375,527.625
13,"triangle,green,1",False,5,0,13,hg72,2,"[' True', ' False', 'True', '  ', 'False']", True,True,519.5,519.25
14,"circle,yellow,3",True,5,1,14,hg72,2,"[' False', ' True', '  ', 'False', ' false']", False,False,525.625,526.375
15,"circle,blue,1",False,5,2,15,hg72,2,"[' False', ' True', 'False', ' false', 'True']", False,False,-145.90625,-144.796875
16,"circle,green,1",True,5,3,16,hg72,2,"[' False', ' True', 'False', 'True', '  ']", False,False,532.125,532.875
17,"triangle,blue,2",False,6,0,17,hg72,2,"[' False', ' True', 'False', '  ', 'True']", False,False,524.5,526.0
18,"rectangle,green,1",False,7,0,18,hg72,2,"[' False', ' True', 'False', '  ', 'True']", False,False,531.875,532.625
19,"circle,blue,3",False,7,1,19,hg72,2,"[' False', ' True', '  ', 'False', 'True']", False,False,530.375,530.625
20,"rectangle,green,3",False,7,2,20,hg72,2,"[' False', ' True', 'False', ' false', 'True']", False,False,539.125,540.125
21,"circle,yellow,2",True,7,3,21,hg72,2,"[' False', ' True', 'False', '  ', 'True']", False,False,531.875,532.625
22,"triangle,green,1",False,8,0,22,hg72,2,"[' False', ' True', 'False', '  ', 'True']", False,False,534.5,535.5
23,"rectangle,blue,2",False,8,1,23,hg72,2,"[' False', ' True', '  ', 'False', 'True']", False,False,532.125,532.625
24,"circle,yellow,2",False,9,0,24,hg72,2,"[' False', ' True', 'False', '  ', 'True']", False,False,540.0,541.0
25,"triangle,green,1",False,9,1,25,hg72,2,"[' False', ' True', 'False', '  ', 'True']", False,False,539.375,540.375
26,"circle,green,3",False,10,0,26,hg72,2,"[' False', ' True', 'False', 'True', '  ']", False,False,544.375,544.875
27,"rectangle,green,3",False,10,1,27,hg72,2,"[' False', ' True', 'False', ' false', 'True']", False,False,-426.0,-424.5
28,"triangle,blue,2",False,10,2,28,hg72,2,"[' False', ' True', 'False', ' false', 'True']", False,False,-342.875,-341.375
29,"rectangle,yellow,3",False,11,0,29,hg72,2,"[' False', ' True', 'False', ' false', 'True']", False,False,-306.9375,-305.5
30,"triangle,yellow,2",False,11,1,30,hg72,2,"[' False', ' True', 'False', ' false', 'True']", False,False,-380.75,-379.25
31,"circle,green,3",False,11,2,31,hg72,2,"[' False', ' True', 'False', ' false', '  ']", False,False,-152.65625,-151.09375
32,"rectangle,green,2",False,12,0,32,hg72,2,"[' False', ' True', 'False', '  ', 'True']", False,False,533.125,533.375
33,"triangle,blue,1",False,12,1,33,hg72,2,"[' False', ' True', 'False', ' false', 'True']", False,False,-383.5,-382.0
34,"circle,yellow,1",False,12,2,34,hg72,2,"[' False', ' True', 'False', ' false', 'True']", False,False,-204.34375,-203.125
35,"circle,green,2",False,12,3,35,hg72,2,"[' True', ' False', 'False', 'True', '  ']", True,False,534.0,534.0
36,"circle,green,1",False,12,4,36,hg72,2,"[' False', ' True', 'False', '  ', 'True']", False,False,541.375,542.625
37,"triangle,yellow,1",False,13,0,37,hg72,2,"[' False', ' True', 'False', ' false', '  ']", False,False,355.125,356.75
38,"rectangle,blue,2",True,13,1,38,hg72,2,"[' False', ' True', 'False', ' false', 'True']", False,False,-210.5625,-209.25
39,"rectangle,blue,3",True,13,2,39,hg72,2,"[' True', ' False', 'True', 'False', '  ']", True,True,-396.75,-398.625
40,"rectangle,green,2",False,14,0,40,hg72,2,"[' False', ' True', 'False', ' false', 'True']", False,False,-491.0,-489.0
41,"rectangle,yellow,3",False,14,1,41,hg72,2,"[' False', ' True', 'False', ' false', 'True']", False,False,-544.0,-542.0
42,"triangle,blue,2",True,14,2,42,hg72,2,"[' False', ' True', 'False', ' false', 'True']", False,False,-563.5,-561.0
43,"triangle,blue,3",True,14,3,43,hg72,2,"[' False', ' True', 'False', ' false', 'True']", False,False,-35.6875,-34.765625
44,"triangle,yellow,3",True,14,4,44,hg72,2,"[' False', ' True', '  ', 'True', 'False']", False,False,543.375,543.625
45,"circle,green,2",False,15,0,45,hg72,2,"[' False', ' True', 'False', '  ', ' false']", False,False,540.375,541.125
46,"rectangle,yellow,2",False,15,1,46,hg72,2,"[' False', ' True', 'False', ' false', '  ']", False,False,545.125,546.375
47,"triangle,yellow,2",True,15,2,47,hg72,2,"[' False', ' True', 'False', ' false', '  ']", False,False,541.0,542.25
48,"triangle,blue,1",False,15,3,48,hg72,2,"[' False', ' True', 'False', '  ', ' false']", False,False,543.125,543.875
49,"rectangle,blue,2",False,16,0,49,hg72,2,"[' False', ' True', ' false', 'True', '  ']", False,False,538.375,538.875
50,"rectangle,green,3",True,16,1,50,hg72,2,"[' False', ' True', 'False', ' false', 'True']", False,False,-549.5,-547.75
51,"circle,yellow,2",False,16,2,51,hg72,2,"[' False', ' True', 'False', ' false', '  ']", False,False,542.75,543.75
52,"rectangle,yellow,3",True,16,3,52,hg72,2,"[' False', ' True', 'False', ' false', 'True']", False,False,-534.25,-532.5
53,"triangle,green,2",False,16,4,53,hg72,2,"[' False', ' True', 'False', ' false', '  ']", False,False,428.25,429.25
54,"rectangle,blue,2",False,17,0,54,hg72,2,"[' False', ' True', 'False', ' false', '  ']", False,False,551.625,552.875
55,"circle,green,2",False,17,1,55,hg72,2,"[' False', ' True', 'False', ' false', '  ']", False,False,544.875,545.875
56,"triangle,blue,1",False,17,2,56,hg72,2,"[' False', ' True', 'False', ' false', 'True']", False,False,-487.375,-486.0
57,"rectangle,yellow,3",True,17,3,57,hg72,2,"[' True', ' False', ' false', ' Truth', ' Tru']", True,True,541.25,541.0
58,"triangle,green,3",True,17,4,58,hg72,2,"[' False', ' True', ' false', '  ', 'False']", False,False,541.375,541.875
59,"rectangle,blue,2",False,18,0,59,hg72,2,"[' False', ' True', 'False', '  ', ' false']", False,False,83.11328125,84.92578125
60,"circle,blue,1",False,19,0,60,hg72,2,"[' False', ' True', 'False', ' false', 'True']", False,False,-403.75,-402.375
61,"rectangle,blue,3",False,19,1,61,hg72,2,"[' True', ' False', ' Truth', ' Tru', 'True']", True,True,534.625,533.875
62,"circle,green,2",False,20,0,62,hg72,2,"[' False', ' True', 'False', ' false', '  ']", False,False,-532.875,-530.5
63,"triangle,green,3",False,21,0,63,hg72,2,"[' False', ' True', ' false', ' Truth', ' Tru']", False,False,545.0,545.0
64,"circle,green,1",False,21,1,64,hg72,2,"[' False', ' True', ' false', 'False', '  ']", False,False,482.375,483.125
65,"circle,yellow,1",False,21,2,65,hg72,2,"[' False', ' True', 'False', ' false', '  ']", False,False,-577.75,-575.5
66,"rectangle,blue,3",False,21,3,66,hg72,2,"[' False', ' True', ' false', '  ', 'False']", False,False,549.125,549.625
67,"triangle,green,1",False,22,0,67,hg72,2,"[' False', ' True', 'False', ' false', 'True']", False,False,-471.625,-470.125
68,"circle,yellow,3",False,22,1,68,hg72,2,"[' True', ' False', 'True', ' false', ' Tru']", True,True,536.375,535.625
69,"rectangle,blue,1",False,22,2,69,hg72,2,"[' False', ' True', ' false', 'False', 'True']", False,False,-117.765625,-116.71875
70,"circle,green,2",False,22,3,70,hg72,2,"[' False', ' True', 'False', ' false', '  ']", False,False,551.625,552.875
71,"circle,green,3",False,23,0,71,hg72,2,"[' False', ' True', 'False', ' false', '  ']", False,False,-587.25,-583.75
72,"rectangle,yellow,3",False,24,0,72,hg72,2,"[' False', ' True', 'False', ' false', 'True']", False,False,-477.875,-476.125
73,"triangle,green,2",False,24,1,73,hg72,2,"[' False', ' True', 'False', ' false', 'True']", False,False,-516.25,-514.625
74,"rectangle,green,2",False,24,2,74,hg72,2,"[' False', ' True', 'False', ' false', 'True']", False,False,-568.5,-566.0
75,"rectangle,yellow,2",False,24,3,75,hg72,2,"[' False', ' True', 'False', ' false', '  ']", False,False,-563.25,-560.75
