,obj,label,set,item_in_set,item_num,concept,listnum,top5,top_ans,mass_ans,true_mass,false_mass
0,"triangle,green,2",True,0,0,0,hg08,2,"[' False', ' True', 'True', 'False', ' false']", False,False,135.3203125,135.4453125
1,"rectangle,yellow,1",False,0,1,1,hg08,2,"[' False', ' True', 'False', 'True', '  ']", False,False,462.125,462.625
2,"circle,green,1",True,1,0,2,hg08,2,"[' True', ' False', 'True', 'False', ' false']", True,True,113.015625,112.390625
3,"triangle,blue,3",True,1,1,3,hg08,2,"[' False', ' True', 'False', 'True', ' false']", False,False,286.21875,286.46875
4,"triangle,green,2",True,1,2,4,hg08,2,"[' True', ' False', 'True', 'False', '  ']", True,True,491.5,491.0
5,"rectangle,blue,1",True,1,3,5,hg08,2,"[' False', ' True', 'True', 'False', '  ']", False,False,488.0,488.25
6,"triangle,yellow,3",False,2,0,6,hg08,2,"[' False', ' True', 'True', 'False', '  ']", False,False,504.5,504.75
7,"rectangle,blue,1",True,2,1,7,hg08,2,"[' False', ' True', '  ', 'True', 'False']", False,False,494.25,494.75
8,"circle,green,3",True,3,0,8,hg08,2,"[' True', ' False', 'True', 'False', '  ']", True,True,189.0234375,188.3984375
9,"triangle,yellow,3",False,4,0,9,hg08,2,"[' False', ' True', 'False', 'True', '  ']", False,False,529.25,530.5
10,"rectangle,blue,1",True,4,1,10,hg08,2,"[' False', ' True', 'True', 'False', '  ']", False,False,525.375,525.625
11,"circle,yellow,3",False,4,2,11,hg08,2,"[' False', ' True', 'False', '  ', 'True']", False,False,521.0,521.75
12,"circle,green,3",True,4,3,12,hg08,2,"[' True', ' False', 'True', '  ', 'False']", True,True,519.25,518.75
13,"triangle,green,3",True,5,0,13,hg08,2,"[' True', ' False', 'True', '  ', 'False']", True,True,518.75,517.5
14,"rectangle,green,1",True,5,1,14,hg08,2,"[' False', ' True', 'True', 'False', '  ']", False,False,519.25,519.5
15,"rectangle,green,3",True,5,2,15,hg08,2,"[' True', ' False', 'True', 'False', '  ']", True,True,-493.0,-495.125
16,"rectangle,blue,2",True,5,3,16,hg08,2,"[' True', ' False', 'True', '  ', 'False']", True,True,520.5,519.25
17,"rectangle,blue,2",True,6,0,17,hg08,2,"[' True', ' False', 'True', '  ', 'False']", True,True,534.25,533.25
18,"circle,blue,1",True,6,1,18,hg08,2,"[' True', ' False', 'True', '  ', 'False']", True,True,521.5,521.25
19,"circle,blue,2",True,6,2,19,hg08,2,"[' True', ' False', 'True', '  ', 'False']", True,True,526.5,525.0
20,"circle,yellow,2",False,6,3,20,hg08,2,"[' True', ' False', 'True', '  ', 'False']", True,True,528.375,527.875
21,"circle,yellow,1",False,6,4,21,hg08,2,"[' False', ' True', 'False', '  ', 'True']", False,False,543.75,544.75
22,"rectangle,green,1",True,7,0,22,hg08,2,"[' True', ' False', 'True', 'False', '  ']", True,True,-478.25,-480.5
23,"circle,yellow,2",False,7,1,23,hg08,2,"[' False', ' True', 'False', '  ', ' false']", False,False,544.0,545.5
24,"rectangle,green,3",True,7,2,24,hg08,2,"[' True', ' False', 'True', '  ', 'False']", True,True,-590.25,-593.5
25,"circle,green,2",True,7,3,25,hg08,2,"[' True', ' False', 'True', 'False', '  ']", True,True,-505.25,-507.375
26,"rectangle,green,1",True,8,0,26,hg08,2,"[' True', ' False', 'True', 'False', '  ']", True,True,-545.625,-548.125
27,"triangle,green,3",True,8,1,27,hg08,2,"[' True', ' False', 'True', 'False', '  ']", True,True,-476.625,-478.5
28,"triangle,green,1",True,8,2,28,hg08,2,"[' True', ' False', 'True', '  ', 'False']", True,True,467.25,465.5
29,"triangle,yellow,1",False,9,0,29,hg08,2,"[' False', ' True', 'False', '  ', 'True']", False,False,542.375,543.125
30,"circle,yellow,2",False,9,1,30,hg08,2,"[' False', ' True', '  ', 'False', ' false']", False,False,553.375,554.875
31,"circle,blue,1",True,9,2,31,hg08,2,"[' True', ' False', 'True', '  ', 'False']", True,True,-526.5,-528.75
32,"triangle,blue,3",True,10,0,32,hg08,2,"[' True', ' False', 'True', 'False', '  ']", True,True,-577.75,-580.25
33,"triangle,yellow,1",False,10,1,33,hg08,2,"[' False', ' True', 'False', '  ', ' false']", False,False,323.6875,324.8125
34,"circle,green,3",True,10,2,34,hg08,2,"[' True', ' False', 'True', '  ', 'False']", True,True,490.875,489.875
35,"triangle,blue,2",True,10,3,35,hg08,2,"[' True', ' False', 'True', 'False', '  ']", True,True,-482.375,-484.125
36,"triangle,green,2",True,11,0,36,hg08,2,"[' True', ' False', 'True', '  ', 'False']", True,True,-70.28125,-72.9921875
37,"rectangle,blue,3",True,12,0,37,hg08,2,"[' True', ' False', 'True', '  ', ' Tru']", True,True,544.125,543.375
38,"rectangle,green,3",True,12,1,38,hg08,2,"[' True', ' False', 'True', '  ', 'False']", True,True,-602.5,-606.5
39,"circle,yellow,2",False,12,2,39,hg08,2,"[' False', ' True', 'False', '  ', ' false']", False,False,-541.125,-538.5
40,"rectangle,blue,2",True,13,0,40,hg08,2,"[' True', ' False', 'True', '  ', 'False']", True,True,-586.75,-590.5
41,"triangle,yellow,1",False,14,0,41,hg08,2,"[' False', ' True', 'False', '  ', ' false']", False,False,-588.25,-583.75
42,"triangle,green,3",True,14,1,42,hg08,2,"[' True', ' False', 'True', '  ', 'False']", True,True,-595.75,-600.0
43,"circle,blue,3",True,15,0,43,hg08,2,"[' True', ' False', 'True', 'False', ' true']", True,True,-295.375,-296.9375
44,"rectangle,yellow,1",False,15,1,44,hg08,2,"[' False', ' True', 'False', ' false', 'True']", False,False,-404.125,-402.5
45,"rectangle,blue,3",True,15,2,45,hg08,2,"[' True', ' False', 'True', '  ', 'False']", True,True,-579.75,-582.5
46,"rectangle,green,1",True,16,0,46,hg08,2,"[' True', ' False', 'True', '  ', ' Tru']", True,True,-596.75,-601.75
47,"circle,yellow,2",False,17,0,47,hg08,2,"[' False', ' True', 'False', ' false', '  ']", False,False,-562.75,-559.75
